sample,joint_id,nominal_x,nominal_y,nominal_z,nominal_w,gravity_bias_x,gravity_bias_y,gravity_bias_z,gravity_bias_w,balance_offset_x,balance_offset_y,balance_offset_z,balance_offset_w,final_x,final_y,final_z,final_w
9,left_upper_arm,-0.321433842,0.508399367,-0.6994445,-0.3859894,0,0,0,1,0,0,0,1,-0.321433842,0.508399367,-0.6994445,-0.3859894
9,right_upper_arm,0.321432769,-0.5083989,-0.6994451,-0.385989845,0,0,0,1,0,0,0,1,0.321432769,-0.5083989,-0.6994451,-0.385989845
9,left_forearm,0.860719,2.120584E-08,8.63084049E-10,0.50908035,0,0,0,1,0,0,0,1,0.860719,2.120584E-08,8.63084049E-10,0.50908035
9,right_forearm,0.860718846,7.653174E-09,2.13823252E-08,0.5090805,0,0,0,1,0,0,0,1,0.860718846,7.653174E-09,2.13823252E-08,0.5090805
9,left_hand,-0.00334588159,-0.0147602167,0.221029863,0.975149632,0,0,0,1,0,0,0,1,-0.00334588159,-0.0147602167,0.221029863,0.975149632
9,right_hand,0.00334644062,0.0147603834,0.221029744,0.975149632,0,0,0,1,0,0,0,1,0.00334644062,0.0147603834,0.221029744,0.975149632
9,left_thigh,-0.824126244,3.04569463E-16,8.63605152E-08,0.56640625,0,0,0,1,0,0,0.00126132881,0.9999992,-0.8241256,0.00103949418,0.0007145109,0.566405833
9,right_thigh,-0.824126244,3.779648E-15,8.63605152E-08,0.56640625,0,0,0,1,0,0,0.00126132881,0.9999992,-0.8241256,0.00103949418,0.0007145109,0.566405833
9,left_shank,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639,0,0,0,1,0,0,0,1,0.8386706,-2.69899129E-15,-8.788462E-08,0.544639
9,right_shank,0.838670552,-8.131039E-16,-8.788462E-08,0.544639051,0,0,0,1,0,0,0,1,0.838670552,-8.131039E-16,-8.788462E-08,0.544639051
9,left_foot,-0.2334454,-7.97280667E-16,2.44628282E-08,0.972369969,0,0,0,1,-0.0179382041,4.52520544E-05,0.00252224971,0.9998359,-0.250849664,0.0006328089,0.00244202046,0.9680228
9,right_foot,-0.233445391,-1.24695553E-15,2.44628371E-08,0.972369969,0,0,0,1,-0.0179382041,4.52520544E-05,0.00252224971,0.9998359,-0.250849664,0.0006328089,0.00244202046,0.9680228
10,abdomen,0.055799827,3.35160349E-15,-5.847286E-09,0.998442,-0.07123631,0,0,0.9974595,0.0003470311,-2.18604072E-07,0.0006299263,0.999999762,-0.0151202669,9.52507E-06,0.000629848451,0.9998855
10,thorax,0.0836046338,-7.812081E-15,-8.76095552E-09,0.996499,-0.0319340937,0,0,0.999489963,0.0003470311,-2.18604072E-07,0.0006299263,0.999999762,0.0520862527,-3.28102324E-05,0.0006290625,0.9986424
10,left_upper_arm,-0.321433842,0.508399367,-0.6994445,-0.3859894,0,0,0,1,0,0,0,1,-0.321433842,0.508399367,-0.6994445,-0.3859894
10,right_upper_arm,0.321432769,-0.5083989,-0.6994451,-0.385989845,0,0,0,1,0,0,0,1,0.321432769,-0.5083989,-0.6994451,-0.385989845
10,left_forearm,0.860719,2.120584E-08,8.63084049E-10,0.50908035,0,0,0,1,0,0,0,1,0.860719,2.120584E-08,8.63084049E-10,0.50908035
10,right_forearm,0.860718846,7.653174E-09,2.13823252E-08,0.5090805,0,0,0,1,0,0,0,1,0.860718846,7.653174E-09,2.13823252E-08,0.5090805
10,left_hand,-0.00334588159,-0.0147602167,0.221029863,0.975149632,0,0,0,1,0,0,0,1,-0.00334588159,-0.0147602167,0.221029863,0.975149632
10,right_hand,0.00334644062,0.0147603834,0.221029744,0.975149632,0,0,0,1,0,0,0,1,0.00334644062,0.0147603834,0.221029744,0.975149632
