tick,time,barY,standRefY,heightDeficit,barVelY,barSpeed,barAngSpeed,lKnee,rKnee,maxKnee,lHip,rHip,maxHip,trunk,completionRegion,linStill,angStill,kneesQ,hipsQ,trunkQ,physicalLockout,state,sq,demand,drive01
155,1.550000,1.402504,1.403096,0.000592,0.005145,0.018705,0.220369,0.119833,0.123179,0.123179,-0.071803,-0.073276,0.073276,0.115049,1,1,0,0,1,1,0,DESCENT,0.102000,0.242348,0.000000
156,1.560000,1.402496,1.403096,0.000600,0.004748,0.019400,0.233420,0.126513,0.129942,0.129942,-0.077698,-0.079200,0.079200,0.112516,1,1,0,0,1,1,0,DESCENT,0.105000,0.242152,0.000000
157,1.570000,1.402482,1.403096,0.000614,0.003883,0.019995,0.247948,0.133405,0.136913,0.136913,-0.083663,-0.085183,0.085183,0.109854,1,1,0,0,1,1,0,DESCENT,0.108000,0.242127,0.000000
158,1.580000,1.402461,1.403096,0.000636,0.003235,0.020524,0.259444,0.140301,0.143914,0.143914,-0.089676,-0.091245,0.091245,0.107074,1,0,0,0,1,1,0,DESCENT,0.111000,0.242055,0.000000
159,1.590000,1.402426,1.403096,0.000670,0.001716,0.021144,0.271003,0.147399,0.151121,0.151121,-0.095735,-0.097348,0.097348,0.104193,1,0,0,0,1,1,0,DESCENT,0.114000,0.242092,0.000000
160,1.600000,1.402387,1.403096,0.000709,0.001649,0.021636,0.279035,0.154417,0.158281,0.158281,-0.101925,-0.103615,0.103615,0.101219,1,0,0,0,1,1,0,DESCENT,0.117000,0.241871,0.000000
161,1.610000,1.402348,1.403096,0.000748,0.001253,0.022142,0.288635,0.161630,0.165621,0.165621,-0.108165,-0.109906,0.109906,0.098165,1,0,0,0,1,1,0,DESCENT,0.120000,0.241842,0.000000
162,1.620000,1.402313,1.403096,0.000783,0.001861,0.022637,0.296396,0.168767,0.172904,0.172904,-0.114469,-0.116293,0.116293,0.095030,1,0,0,0,1,1,0,DESCENT,0.123000,0.241753,0.000000
163,1.630000,1.402277,1.403096,0.000819,0.001525,0.023175,0.305589,0.176070,0.180341,0.180341,-0.120801,-0.122674,0.122674,0.091821,1,0,0,0,1,1,0,DESCENT,0.126000,0.241828,0.000000
164,1.640000,1.402241,1.403096,0.000855,0.001725,0.023622,0.313009,0.183313,0.187732,0.187732,-0.127218,-0.129171,0.129171,0.088533,1,0,0,0,1,1,0,DESCENT,0.129000,0.241756,0.000000
165,1.650000,1.402200,1.403096,0.000896,0.000866,0.024197,0.322401,0.190693,0.195240,0.195240,-0.133628,-0.135633,0.135633,0.085167,1,0,0,0,1,1,0,DESCENT,0.132000,0.241846,0.000000
166,1.660000,1.402139,1.403096,0.000957,-0.001047,0.024981,0.329850,0.198129,0.202815,0.202815,-0.140057,-0.142134,0.142134,0.081733,1,0,0,0,1,1,0,DESCENT,0.135000,0.241939,0.000000
167,1.670000,1.402062,1.403096,0.001034,-0.002542,0.025745,0.336069,0.205561,0.210395,0.210395,-0.146569,-0.148729,0.148729,0.078235,1,0,0,0,1,1,0,DESCENT,0.138000,0.241806,0.000000
168,1.680000,1.401963,1.403096,0.001133,-0.004941,0.026872,0.342675,0.213136,0.218105,0.218105,-0.153065,-0.155292,0.155292,0.074683,1,0,0,0,1,1,0,DESCENT,0.141000,0.241880,0.000000
169,1.690000,1.401848,1.403096,0.001248,-0.006309,0.027805,0.346801,0.220657,0.225786,0.225786,-0.159648,-0.161976,0.161976,0.071086,1,0,0,0,1,1,0,DESCENT,0.144000,0.241730,0.000000
170,1.700000,1.401717,1.403096,0.001379,-0.008294,0.029008,0.351258,0.228322,0.233592,0.233592,-0.166250,-0.168651,0.168651,0.067458,1,0,0,0,1,1,0,DESCENT,0.147000,0.241792,0.000000
171,1.710000,1.401573,1.403096,0.001523,-0.009165,0.029760,0.355164,0.235928,0.241357,0.241357,-0.172908,-0.175407,0.175407,0.063787,1,0,0,0,0,1,0,DESCENT,0.150000,0.241669,0.000000
172,1.720000,1.401417,1.403096,0.001679,-0.010797,0.030894,0.359237,0.243661,0.249229,0.249229,-0.179570,-0.182139,0.182139,0.060091,1,0,0,0,0,1,0,DESCENT,0.153000,0.241696,0.000000
173,1.730000,1.401250,1.403096,0.001846,-0.011659,0.031650,0.362201,0.251325,0.257047,0.257047,-0.186304,-0.188966,0.188966,0.056362,1,0,0,0,0,1,0,DESCENT,0.156000,0.241582,0.000000
174,1.740000,1.401068,1.403096,0.002028,-0.013463,0.032915,0.365958,0.259102,0.264954,0.264954,-0.193034,-0.195763,0.195763,0.052612,1,0,0,0,0,1,0,DESCENT,0.159000,0.241647,0.000000
175,1.750000,1.400873,1.403096,0.002223,-0.014462,0.033872,0.370249,0.266814,0.272812,0.272812,-0.199815,-0.202633,0.202633,0.048817,1,0,0,0,0,1,0,DESCENT,0.162000,0.241584,0.000000
176,1.760000,1.400661,1.403096,0.002435,-0.016512,0.035368,0.374071,0.274627,0.280747,0.280747,-0.206583,-0.209468,0.209468,0.045000,1,0,0,0,0,1,0,DESCENT,0.165000,0.241655,0.000000
177,1.770000,1.400433,1.403096,0.002663,-0.017869,0.036438,0.377030,0.282371,0.288629,0.288629,-0.213420,-0.216394,0.216394,0.041150,1,0,0,0,0,1,0,DESCENT,0.168000,0.241546,0.000000
178,1.780000,1.400186,1.403096,0.002910,-0.020064,0.038119,0.381640,0.290225,0.296599,0.296599,-0.220231,-0.223266,0.223266,0.037270,1,0,0,0,0,1,0,DESCENT,0.171000,0.241638,0.000000
179,1.790000,1.399921,1.403096,0.003175,-0.021537,0.039293,0.384611,0.298013,0.304520,0.304520,-0.227110,-0.230233,0.230233,0.037013,1,0,0,0,0,1,0,DESCENT,0.174000,0.241503,0.000000
180,1.800000,1.399636,1.403096,0.003460,-0.023920,0.041084,0.387340,0.305889,0.312507,0.312507,-0.233974,-0.237161,0.237161,0.038417,1,0,0,0,0,1,0,DESCENT,0.177000,0.241561,0.000000
181,1.810000,1.399334,1.403096,0.003762,-0.025352,0.042316,0.391455,0.313720,0.320466,0.320466,-0.240893,-0.244169,0.244169,0.039813,1,0,0,0,0,1,0,DESCENT,0.180000,0.241470,0.000000
182,1.820000,1.399012,1.403096,0.004084,-0.027715,0.044178,0.394025,0.321634,0.328488,0.328488,-0.247797,-0.251136,0.251136,0.041231,1,0,0,0,0,1,0,DESCENT,0.183000,0.241532,0.000000
183,1.830000,1.398671,1.403096,0.004425,-0.029259,0.045412,0.396089,0.329482,0.336461,0.336461,-0.254765,-0.258193,0.258193,0.042635,1,0,0,0,0,1,0,DESCENT,0.186000,0.241393,0.000000
184,1.840000,1.398310,1.403096,0.004786,-0.031643,0.047304,0.397718,0.337403,0.344486,0.344486,-0.261711,-0.265204,0.265204,0.044033,1,0,0,0,0,1,0,DESCENT,0.189000,0.241460,0.000000
185,1.850000,1.397931,1.403096,0.005165,-0.033123,0.048576,0.401113,0.345287,0.352490,0.352490,-0.268715,-0.272296,0.272296,0.045445,1,0,0,0,0,1,0,DESCENT,0.192000,0.241401,0.000000
186,1.860000,1.397532,1.403096,0.005564,-0.035455,0.050483,0.402881,0.353233,0.360536,0.360536,-0.275690,-0.279336,0.279336,0.046861,1,0,0,0,0,1,0,DESCENT,0.195000,0.241443,0.000000
187,1.870000,1.397115,1.403096,0.005981,-0.037006,0.051741,0.404473,0.361117,0.368535,0.368535,-0.282729,-0.286463,0.286463,0.048265,1,0,0,0,0,1,0,DESCENT,0.198000,0.241288,0.000000
188,1.880000,1.396679,1.403096,0.006417,-0.039330,0.053715,0.407309,0.369090,0.376604,0.376604,-0.289734,-0.293531,0.293531,0.049696,1,0,0,0,0,1,0,DESCENT,0.201000,0.241407,0.000000
189,1.890000,1.396223,1.403096,0.006873,-0.040895,0.055011,0.409023,0.377000,0.384626,0.384626,-0.296800,-0.300685,0.300685,0.051106,1,0,0,0,0,1,0,DESCENT,0.204000,0.241253,0.000000
190,1.900000,1.395747,1.403096,0.007349,-0.043368,0.057054,0.409267,0.384957,0.392675,0.392675,-0.303833,-0.307780,0.307780,0.052518,1,0,0,0,0,1,0,DESCENT,0.207000,0.241326,0.000000
191,1.910000,1.395249,1.403096,0.007847,-0.045209,0.058668,0.412321,0.392906,0.400729,0.400729,-0.310908,-0.314941,0.314941,0.053938,1,0,0,0,0,1,0,DESCENT,0.210000,0.241260,0.000000
192,1.920000,1.394726,1.403096,0.008370,-0.048101,0.061145,0.412140,0.400899,0.408812,0.408812,-0.317944,-0.322043,0.322043,0.055361,1,0,0,0,0,1,0,DESCENT,0.213000,0.241333,0.000000
193,1.930000,1.394180,1.403096,0.008916,-0.050049,0.062796,0.412381,0.408835,0.416857,0.416857,-0.325047,-0.329238,0.329238,0.056760,1,0,0,0,0,1,0,DESCENT,0.216000,0.241149,0.000000
194,1.940000,1.393612,1.403096,0.009485,-0.052692,0.065069,0.410902,0.416815,0.424925,0.424925,-0.332114,-0.336372,0.336372,0.058142,1,0,0,0,0,1,0,DESCENT,0.219000,0.241200,0.000000
195,1.950000,1.393024,1.403096,0.010072,-0.054219,0.066442,0.413169,0.424782,0.432998,0.432998,-0.339243,-0.343594,0.343594,0.059520,1,0,0,0,0,1,0,DESCENT,0.222000,0.241072,0.000000
196,1.960000,1.392417,1.403096,0.010679,-0.056625,0.068557,0.411862,0.432779,0.441079,0.441079,-0.346329,-0.350744,0.350744,0.060903,1,0,0,0,0,1,0,DESCENT,0.225000,0.241138,0.000000
197,1.970000,1.391791,1.403096,0.011305,-0.058156,0.069869,0.411548,0.440714,0.449114,0.449114,-0.353473,-0.357978,0.357978,0.062246,1,0,0,0,0,1,0,DESCENT,0.228000,0.240971,0.000000
198,1.980000,1.391146,1.403096,0.011950,-0.060459,0.071953,0.412035,0.448718,0.457199,0.457199,-0.360572,-0.365140,0.365140,0.063618,1,0,0,0,0,1,0,DESCENT,0.231000,0.241093,0.000000
199,1.990000,1.390483,1.403096,0.012614,-0.061983,0.073279,0.412236,0.456658,0.465234,0.465234,-0.367726,-0.372383,0.372383,0.064961,1,0,0,0,0,1,0,DESCENT,0.234000,0.240924,0.000000
200,2.000000,1.389798,1.403096,0.013298,-0.064460,0.075468,0.409838,0.464607,0.473257,0.473257,-0.374830,-0.379545,0.379545,0.066291,1,0,0,0,0,1,0,DESCENT,0.237000,0.240999,0.000000
201,2.010000,1.389094,1.403096,0.014002,-0.066007,0.076880,0.412450,0.472554,0.481295,0.481295,-0.381995,-0.386798,0.386798,0.067619,1,0,0,0,0,1,0,DESCENT,0.240000,0.240886,0.000000
202,2.020000,1.388369,1.403096,0.014727,-0.068537,0.079136,0.410305,0.480501,0.489312,0.489312,-0.389107,-0.393968,0.393968,0.068946,1,0,0,0,0,1,0,DESCENT,0.243000,0.240949,0.000000
203,2.030000,1.387624,1.403096,0.015472,-0.070200,0.080568,0.409666,0.488386,0.497286,0.497286,-0.396273,-0.401222,0.401222,0.070231,1,0,0,0,0,1,0,DESCENT,0.246000,0.240763,0.000000
204,2.040000,1.386858,1.403096,0.016238,-0.072668,0.082753,0.406335,0.496269,0.505236,0.505236,-0.403385,-0.408392,0.408392,0.071497,1,0,0,0,0,1,0,DESCENT,0.249000,0.240834,0.000000
205,2.050000,1.386068,1.403096,0.017028,-0.074811,0.084530,0.400666,0.504023,0.513078,0.513078,-0.410412,-0.415508,0.415508,0.072740,1,0,0,0,0,1,0,DESCENT,0.252000,0.240734,0.000000
206,2.060000,1.385251,1.403096,0.017845,-0.077844,0.087190,0.393874,0.511799,0.520933,0.520933,-0.417385,-0.422554,0.422554,0.075232,1,0,0,0,0,1,0,DESCENT,0.255000,0.240805,0.000000
207,2.070000,1.384412,1.403096,0.018684,-0.079660,0.088768,0.391050,0.519553,0.528790,0.528790,-0.424441,-0.429715,0.429715,0.079016,1,0,0,0,0,1,0,DESCENT,0.258000,0.240591,0.000000
208,2.080000,1.383559,1.403096,0.019537,-0.081385,0.090257,0.383907,0.527133,0.536449,0.536449,-0.431209,-0.436554,0.436554,0.082725,1,0,0,0,0,1,0,DESCENT,0.261000,0.240587,0.000000
209,2.090000,1.382698,1.403096,0.020398,-0.081834,0.090546,0.379966,0.534726,0.544146,0.544146,-0.438083,-0.443532,0.443532,0.086390,1,0,0,0,0,1,0,DESCENT,0.264000,0.240378,0.000000
210,2.100000,1.381829,1.403096,0.021267,-0.083074,0.091634,0.374309,0.542347,0.551842,0.551842,-0.444952,-0.450468,0.450468,0.089990,1,0,0,0,0,1,0,DESCENT,0.267000,0.240489,0.000000
211,2.110000,1.380958,1.403096,0.022138,-0.082841,0.091309,0.371703,0.549753,0.559339,0.559339,-0.451693,-0.457301,0.457301,0.093563,1,0,0,0,0,1,0,DESCENT,0.270000,0.240289,0.000000
212,2.120000,1.380082,1.403096,0.023014,-0.083774,0.092124,0.366055,0.557198,0.566849,0.566849,-0.458437,-0.464102,0.464102,0.097070,1,0,0,0,0,1,0,DESCENT,0.273000,0.240512,0.000000
213,2.130000,1.379201,1.403096,0.023896,-0.084083,0.092368,0.366285,0.564632,0.574366,0.574366,-0.465317,-0.471065,0.471065,0.100568,1,0,0,0,0,1,0,DESCENT,0.276000,0.240389,0.000000
214,2.140000,1.378304,1.403096,0.024792,-0.085956,0.094064,0.363637,0.572078,0.581864,0.581864,-0.472204,-0.477998,0.477998,0.104032,1,0,0,0,0,1,0,DESCENT,0.279000,0.240542,0.000000
215,2.150000,1.377389,1.403096,0.025707,-0.087535,0.095468,0.362822,0.579373,0.589223,0.589223,-0.478974,-0.484837,0.484837,0.107481,1,0,0,0,0,1,0,DESCENT,0.282000,0.240473,0.000000
216,2.160000,1.376447,1.403096,0.026649,-0.090533,0.098246,0.359080,0.586741,0.596643,0.596643,-0.485764,-0.491680,0.491680,0.110882,1,0,0,0,0,1,0,DESCENT,0.285000,0.240622,0.000000
217,2.170000,1.375477,1.403096,0.027619,-0.093070,0.100612,0.360172,0.594168,0.604145,0.604145,-0.492711,-0.498712,0.498712,0.114291,1,0,0,0,0,1,0,DESCENT,0.288000,0.240511,0.000000
218,2.180000,1.374480,1.403096,0.028616,-0.096060,0.103412,0.357219,0.601526,0.611557,0.611557,-0.499508,-0.505562,0.505562,0.117667,1,0,0,0,0,1,0,DESCENT,0.291000,0.240576,0.000000
219,2.190000,1.373458,1.403096,0.029638,-0.098249,0.105406,0.357987,0.608991,0.619098,0.619098,-0.506482,-0.512625,0.512625,0.121047,1,0,0,0,0,1,0,DESCENT,0.294000,0.240387,0.000000
220,2.200000,1.372409,1.403096,0.030687,-0.101301,0.108262,0.355809,0.616546,0.626707,0.626707,-0.513519,-0.519718,0.519718,0.124402,1,0,0,0,0,1,0,DESCENT,0.297000,0.240486,0.000000
221,2.210000,1.371333,1.403096,0.031763,-0.103674,0.110466,0.355967,0.624052,0.634278,0.634278,-0.520514,-0.526790,0.526790,0.127754,1,0,0,0,0,1,0,DESCENT,0.300000,0.240358,0.000000
222,2.220000,1.370227,1.403096,0.032869,-0.107123,0.113742,0.352568,0.631673,0.641951,0.641951,-0.527566,-0.533899,0.533899,0.131066,1,0,0,0,0,1,0,DESCENT,0.303000,0.240471,0.000000
223,2.230000,1.369093,1.403096,0.034003,-0.109412,0.115951,0.355641,0.639395,0.649748,0.649748,-0.534831,-0.541253,0.541253,0.134404,1,0,0,0,0,1,0,DESCENT,0.306000,0.240307,0.000000
224,2.240000,1.367932,1.403096,0.035164,-0.112620,0.119011,0.354533,0.647201,0.657598,0.657598,-0.542162,-0.548631,0.548631,0.137731,1,0,0,0,0,1,0,DESCENT,0.309000,0.240383,0.000000
225,2.250000,1.366745,1.403096,0.036351,-0.114808,0.121087,0.357442,0.654984,0.665439,0.665439,-0.549507,-0.556048,0.556048,0.141082,1,0,0,0,0,1,0,DESCENT,0.312000,0.240213,0.000000
226,2.260000,1.365531,1.403096,0.037565,-0.117952,0.124131,0.356200,0.662858,0.673349,0.673349,-0.556902,-0.563485,0.563485,0.144413,1,0,0,0,0,1,0,DESCENT,0.315000,0.240352,0.000000
227,2.270000,1.364277,1.403096,0.038819,-0.121741,0.127781,0.356604,0.670826,0.681368,0.681368,-0.564401,-0.571048,0.571048,0.147739,1,0,0,0,0,1,0,DESCENT,0.318000,0.240344,0.000000
228,2.280000,1.362985,1.403096,0.040111,-0.125635,0.131570,0.356199,0.678792,0.689382,0.689382,-0.571853,-0.578559,0.578559,0.151061,1,0,0,0,0,1,0,DESCENT,0.321000,0.240334,0.000000
229,2.290000,1.361666,1.403096,0.041430,-0.127970,0.133849,0.361422,0.686890,0.697547,0.697547,-0.579539,-0.586329,0.586329,0.154436,1,0,0,0,0,1,0,DESCENT,0.324000,0.240089,0.000000
230,2.300000,1.360323,1.403096,0.042773,-0.131231,0.137073,0.363563,0.695065,0.705755,0.705755,-0.587288,-0.594118,0.594118,0.157809,1,0,0,0,0,1,0,DESCENT,0.327000,0.240252,0.000000
231,2.310000,1.358946,1.403096,0.044150,-0.134336,0.140036,0.362878,0.703244,0.713977,0.713977,-0.595011,-0.601899,0.601899,0.161187,1,0,0,0,0,1,0,DESCENT,0.330000,0.240208,0.000000
232,2.320000,1.357530,1.403096,0.045566,-0.138420,0.144034,0.363476,0.711519,0.722292,0.722292,-0.602798,-0.609738,0.609738,0.164548,1,0,0,0,0,1,0,DESCENT,0.333000,0.240283,0.000000
233,2.330000,1.356084,1.403096,0.047012,-0.141179,0.146748,0.369763,0.719909,0.730743,0.730743,-0.610809,-0.617833,0.617833,0.167970,1,0,0,0,0,1,0,DESCENT,0.336000,0.240072,0.000000
234,2.340000,1.354608,1.403096,0.048488,-0.144662,0.150166,0.370520,0.728363,0.739225,0.739225,-0.618874,-0.625938,0.625938,0.171397,1,0,0,0,0,1,0,DESCENT,0.339000,0.240164,0.000000
235,2.350000,1.353101,1.403096,0.049995,-0.147341,0.152790,0.375826,0.736845,0.747752,0.747752,-0.626995,-0.634125,0.634125,0.174867,1,0,0,0,0,0,0,DESCENT,0.342000,0.240019,0.000000
236,2.360000,1.351563,1.403096,0.051534,-0.151002,0.156376,0.375867,0.745392,0.756322,0.756322,-0.635150,-0.642318,0.642318,0.178330,0,0,0,0,0,0,0,DESCENT,0.345000,0.240133,0.000000
237,2.370000,1.349985,1.403096,0.053111,-0.154610,0.159927,0.379794,0.754033,0.765007,0.765007,-0.643433,-0.650667,0.650667,0.181821,0,0,0,0,0,0,0,DESCENT,0.348000,0.240076,0.000000
238,2.380000,1.348367,1.403096,0.054729,-0.158982,0.164238,0.379487,0.762686,0.773688,0.773688,-0.651664,-0.658944,0.658944,0.185306,0,0,0,0,0,0,0,DESCENT,0.351000,0.240159,0.000000
239,2.390000,1.346712,1.403096,0.056384,-0.162343,0.167569,0.385244,0.771473,0.782532,0.782532,-0.660084,-0.667445,0.667445,0.188840,0,0,0,0,0,0,0,DESCENT,0.354000,0.239973,0.000000
240,2.400000,1.345021,1.403096,0.058075,-0.166320,0.171499,0.385394,0.780321,0.791407,0.791407,-0.668549,-0.675954,0.675954,0.192377,0,0,0,0,0,0,0,DESCENT,0.357000,0.240047,0.000000
241,2.410000,1.343296,1.403096,0.059801,-0.169466,0.174618,0.391178,0.789279,0.800412,0.800412,-0.677179,-0.684656,0.684656,0.195962,0,0,0,0,0,0,0,DESCENT,0.360000,0.239903,0.000000
242,2.420000,1.341536,1.403096,0.061560,-0.173177,0.178284,0.391344,0.798237,0.809389,0.809389,-0.685769,-0.693281,0.693281,0.199548,0,0,0,0,0,0,0,DESCENT,0.363000,0.239986,0.000000
243,2.430000,1.339744,1.403096,0.063352,-0.176134,0.181213,0.397085,0.807299,0.818494,0.818494,-0.694512,-0.702091,0.702091,0.203180,0,0,0,0,0,0,0,DESCENT,0.366000,0.239855,0.000000
244,2.440000,1.337919,1.403096,0.065178,-0.179905,0.184937,0.397100,0.816385,0.827597,0.827597,-0.703271,-0.710881,0.710881,0.206811,0,0,0,0,0,0,0,DESCENT,0.369000,0.239969,0.000000
245,2.450000,1.336060,1.403096,0.067036,-0.182822,0.187853,0.403749,0.825534,0.836786,0.836786,-0.712126,-0.719799,0.719799,0.210493,0,0,0,0,0,0,0,DESCENT,0.372000,0.239875,0.000000
246,2.460000,1.334167,1.403096,0.068929,-0.186667,0.191626,0.402982,0.834705,0.845974,0.845974,-0.720991,-0.728693,0.728693,0.214173,0,0,0,0,0,0,0,DESCENT,0.375000,0.239956,0.000000
247,2.470000,1.332231,1.403096,0.070865,-0.190739,0.195651,0.404785,0.843951,0.855256,0.855256,-0.729919,-0.737676,0.737676,0.217860,0,0,0,0,0,0,0,DESCENT,0.378000,0.239958,0.000000
248,2.480000,1.330248,1.403096,0.072848,-0.195699,0.200578,0.402782,0.853229,0.864561,0.864561,-0.738815,-0.746615,0.746615,0.221525,0,0,0,0,0,0,0,DESCENT,0.381000,0.240069,0.000000
249,2.490000,1.328225,1.403096,0.074871,-0.199304,0.204181,0.409041,0.862646,0.874034,0.874034,-0.747897,-0.755781,0.755781,0.225247,0,0,0,0,0,0,0,DESCENT,0.384000,0.239855,0.000000
250,2.500000,1.326167,1.403096,0.076929,-0.203197,0.208055,0.408149,0.872092,0.883501,0.883501,-0.757001,-0.764921,0.764921,0.228968,0,0,0,0,0,0,0,DESCENT,0.387000,0.239913,0.000000
251,2.510000,1.324079,1.403096,0.079017,-0.205903,0.210753,0.414404,0.881645,0.893095,0.893095,-0.766260,-0.774246,0.774246,0.232740,0,0,0,0,0,0,0,DESCENT,0.390000,0.239747,0.000000
252,2.520000,1.321962,1.403096,0.081134,-0.209162,0.213988,0.413829,0.891181,0.902637,0.902637,-0.775495,-0.783500,0.783500,0.236508,0,0,0,0,0,0,0,DESCENT,0.393000,0.239856,0.000000
253,2.530000,1.319817,1.403096,0.083279,-0.211526,0.216336,0.420603,0.900791,0.912280,0.912280,-0.784862,-0.792922,0.792922,0.240330,0,0,0,0,0,0,0,DESCENT,0.396000,0.239729,0.000000
254,2.540000,1.317646,1.403096,0.085450,-0.214650,0.219417,0.420202,0.910356,0.921848,0.921848,-0.794202,-0.802274,0.802274,0.244149,0,0,0,0,0,0,0,DESCENT,0.399000,0.239867,0.000000
255,2.550000,1.315426,1.403096,0.087670,-0.219495,0.224221,0.415951,0.919933,0.931440,0.931440,-0.803457,-0.811556,0.811556,0.247907,0,0,0,0,0,0,0,DESCENT,0.402000,0.240090,0.000000
256,2.560000,1.313166,1.403096,0.089930,-0.223217,0.227943,0.422338,0.929620,0.941183,0.941183,-0.812873,-0.821050,0.821050,0.251723,0,0,0,0,0,0,0,DESCENT,0.405000,0.239908,0.000000
257,2.570000,1.310870,1.403096,0.092226,-0.227169,0.231877,0.421176,0.939306,0.950888,0.950888,-0.822287,-0.830497,0.830497,0.255537,0,0,0,0,0,0,0,DESCENT,0.408000,0.239960,0.000000
258,2.580000,1.308543,1.403096,0.094553,-0.229968,0.234672,0.427966,0.949119,0.960743,0.960743,-0.831863,-0.840139,0.840139,0.259410,0,0,0,0,0,0,0,DESCENT,0.411000,0.239801,0.000000
259,2.590000,1.306186,1.403096,0.096910,-0.233242,0.237913,0.426483,0.958890,0.970518,0.970518,-0.841404,-0.849696,0.849696,0.263271,0,0,0,0,0,0,0,DESCENT,0.414000,0.239894,0.000000
260,2.600000,1.303802,1.403096,0.099294,-0.235697,0.240340,0.432123,0.968727,0.980386,0.980386,-0.851043,-0.859386,0.859386,0.267175,0,0,0,0,0,0,0,DESCENT,0.417000,0.239788,0.000000
261,2.610000,1.301390,1.403096,0.101706,-0.238744,0.243334,0.430425,0.978504,0.990165,0.990165,-0.860629,-0.868982,0.868982,0.271063,0,0,0,0,0,0,0,DESCENT,0.420000,0.239881,0.000000
262,2.620000,1.298933,1.403096,0.104163,-0.243433,0.247982,0.424712,0.988299,0.999978,0.999978,-0.870140,-0.878520,0.878520,0.274877,0,0,0,0,0,0,0,DESCENT,0.423000,0.240103,0.000000
263,2.630000,1.296437,1.403096,0.106659,-0.246962,0.251512,0.430312,0.998199,1.009934,1.009934,-0.879791,-0.888248,0.888248,0.278742,0,0,0,0,0,0,0,DESCENT,0.426000,0.239930,0.000000
264,2.640000,1.293908,1.403096,0.109188,-0.250599,0.255134,0.427736,1.008074,1.019826,1.019826,-0.889413,-0.897900,0.897900,0.282593,0,0,0,0,0,0,0,DESCENT,0.429000,0.239978,0.000000
265,2.650000,1.291350,1.403096,0.111747,-0.253201,0.257735,0.433488,1.018086,1.029879,1.029879,-0.899206,-0.907756,0.907756,0.286490,0,0,0,0,0,0,0,DESCENT,0.432000,0.239842,0.000000
266,2.660000,1.288765,1.403096,0.114331,-0.256190,0.260699,0.430676,1.028022,1.039817,1.039817,-0.908934,-0.917495,0.917495,0.290366,0,0,0,0,0,0,0,DESCENT,0.435000,0.239935,0.000000
267,2.670000,1.286157,1.403096,0.116939,-0.258186,0.262675,0.436188,1.038020,1.049845,1.049845,-0.918746,-0.927356,0.927356,0.294281,0,0,0,0,0,0,0,DESCENT,0.438000,0.239810,0.000000
268,2.680000,1.283525,1.403096,0.119571,-0.260923,0.265400,0.434292,1.047973,1.059796,1.059796,-0.928551,-0.937163,0.937163,0.298176,0,0,0,0,0,0,0,DESCENT,0.441000,0.240002,0.000000
269,2.690000,1.280857,1.403096,0.122239,-0.264436,0.268855,0.431127,1.057902,1.069744,1.069744,-0.938281,-0.946920,0.946920,0.302031,0,0,0,0,0,0,0,DESCENT,0.444000,0.240054,0.000000
270,2.700000,1.278165,1.403096,0.124932,-0.266672,0.271068,0.437164,1.067881,1.079764,1.079764,-0.948112,-0.956808,0.956808,0.305944,0,0,0,0,0,0,0,DESCENT,0.447000,0.239890,0.000000
271,2.710000,1.275450,1.403096,0.127647,-0.269228,0.273577,0.434090,1.077775,1.089664,1.089664,-0.957860,-0.966567,0.966567,0.309833,0,0,0,0,0,0,0,DESCENT,0.450000,0.240070,0.000000
272,2.720000,1.272702,1.403096,0.130395,-0.272504,0.276814,0.431405,1.087727,1.099642,1.099642,-0.967627,-0.976371,0.976371,0.313680,0,0,0,0,0,0,0,DESCENT,0.453000,0.240087,0.000000
273,2.730000,1.269928,1.403096,0.133168,-0.274882,0.279167,0.435392,1.097701,1.109655,1.109655,-0.977460,-0.986256,0.986256,0.317565,0,0,0,0,0,0,0,DESCENT,0.456000,0.239977,0.000000
274,2.740000,1.267130,1.403096,0.135966,-0.277626,0.281867,0.430751,1.107596,1.119559,1.119559,-0.987190,-0.996001,0.996001,0.321408,0,0,0,0,0,0,0,DESCENT,0.459000,0.240358,0.000000
275,2.750000,1.264307,1.403096,0.138789,-0.279918,0.284130,0.434237,1.117616,1.129620,1.129620,-0.997075,-1.005941,1.005941,0.325271,0,0,0,0,0,0,0,DESCENT,0.462000,0.240011,0.000000
276,2.760000,1.261459,1.403096,0.141637,-0.282587,0.286756,0.429799,1.127522,1.139531,1.139531,-1.006850,-1.015726,1.015726,0.329098,0,0,0,0,0,0,0,DESCENT,0.465000,0.240844,0.000000
277,2.770000,1.258591,1.403096,0.144505,-0.284391,0.288523,0.433069,1.137476,1.149521,1.149521,-1.016660,-1.025586,1.025586,0.332942,0,0,0,0,0,0,0,DESCENT,0.468000,0.240289,0.000000
278,2.780000,1.255700,1.403096,0.147396,-0.287006,0.291092,0.428120,1.147401,1.159453,1.159453,-1.026477,-1.035412,1.035412,0.336743,0,0,0,0,0,0,0,DESCENT,0.471000,0.241424,0.000000
279,2.790000,1.252788,1.403096,0.150308,-0.288864,0.292912,0.431643,1.157344,1.169432,1.169432,-1.036316,-1.045299,1.045299,0.340564,0,0,0,0,0,0,0,DESCENT,0.474000,0.240835,0.000000
280,2.800000,1.249857,1.403096,0.153239,-0.290976,0.294971,0.426592,1.167171,1.179265,1.179265,-1.046026,-1.055016,1.055016,0.344341,0,0,0,0,0,0,0,DESCENT,0.477000,0.241757,0.000000
