time,tick,state,direction,sq,phase_velocity,phase_accel,knee_l_nom,knee_l_grav,knee_l_bal,knee_l_req,knee_l_app,knee_l_act,knee_l_req_app_err,knee_l_app_act_err,knee_l_req_act_err,knee_l_dqds,knee_l_nom_tgt_vel,knee_l_req_tgt_vel,knee_l_app_tgt_vel,knee_l_act_vel,knee_l_ref_accel,knee_l_pos_nm,knee_l_vel_nm,knee_l_tot_nm,knee_l_solv_nm,knee_l_demand,knee_l_max_force,knee_l_lim,hip_l_nom,hip_l_grav,hip_l_bal,hip_l_req,hip_l_app,hip_l_act,hip_l_req_app_err,hip_l_app_act_err,hip_l_req_act_err,hip_l_dqds,hip_l_nom_tgt_vel,hip_l_req_tgt_vel,hip_l_app_tgt_vel,hip_l_act_vel,hip_l_ref_accel,hip_l_pos_nm,hip_l_vel_nm,hip_l_tot_nm,hip_l_solv_nm,hip_l_demand,hip_l_max_force,hip_l_lim,ankle_l_nom,ankle_l_grav,ankle_l_bal,ankle_l_req,ankle_l_app,ankle_l_act,ankle_l_req_app_err,ankle_l_app_act_err,ankle_l_req_act_err,ankle_l_dqds,ankle_l_nom_tgt_vel,ankle_l_req_tgt_vel,ankle_l_app_tgt_vel,ankle_l_act_vel,pelvis_pitch,trunk_pitch,com_z,com_y,cop_z,support_min,support_max,contacts,foot_pitch_l,foot_pitch_r,bar_y,bar_vy
2.740,274,DESCENT,Descent,0.8250,0.30,0.0,100.39,0.00,0.00,100.39,100.39,103.74,0.00,3.35,3.35,78.67,23.60,23.60,23.60,31.31,7.7,-46.7,-10.8,-57.5,0.0,0.0280,2052.0,0.7155,-98.37,0.00,0.00,-98.37,-98.37,-96.98,0.00,1.39,1.39,-73.67,-22.10,-22.10,-22.10,-30.34,-5.8,-21.9,12.9,-8.9,0.0,0.0049,2052.0,0.8081,-25.06,0.00,1.79,-23.27,-23.85,-31.90,-0.59,-8.05,-8.63,-12.17,-3.65,-3.65,-3.65,-2.78,-25.16,37.54,-0.0311,0.6915,-0.0345,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.750,275,DESCENT,Descent,0.8280,0.30,0.0,100.63,0.00,0.00,100.63,100.63,104.10,0.00,3.47,3.47,78.92,23.68,23.60,23.60,31.39,7.3,-48.4,-10.9,-59.3,0.0,0.0289,2052.0,0.7179,-98.59,0.00,0.00,-98.59,-98.59,-97.30,0.00,1.29,1.29,-73.86,-22.16,-22.10,-22.10,-30.34,-5.4,-20.3,12.9,-7.4,0.0,0.0043,2052.0,0.8108,-25.10,0.00,-0.50,-25.59,-25.00,-31.95,0.60,-6.96,-6.36,-12.14,-3.64,-3.65,-3.65,-1.75,-25.18,37.60,-0.0311,0.6894,-0.0286,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.760,276,DESCENT,Descent,0.8310,0.30,0.0,100.87,0.00,0.00,100.87,100.87,104.45,0.00,3.58,3.58,79.15,23.75,23.83,23.83,30.26,6.8,-50.0,-9.0,-58.9,0.0,0.0287,2052.0,0.7203,-98.81,0.00,0.00,-98.81,-98.81,-97.60,0.00,1.21,1.21,-74.04,-22.21,-22.27,-22.27,-29.26,-5.1,-19.0,11.0,-8.0,0.0,0.0045,2052.0,0.8134,-25.13,0.00,1.67,-23.46,-23.85,-32.02,-0.39,-8.16,-8.55,-12.11,-3.63,-3.62,-3.62,-2.28,-25.19,37.65,-0.0312,0.6873,-0.0345,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.770,277,DESCENT,Descent,0.8340,0.30,0.0,101.10,0.00,0.00,101.10,101.10,104.79,0.00,3.69,3.69,79.37,23.81,23.83,23.83,30.26,6.4,-51.5,-9.0,-60.5,0.0,0.0295,2052.0,0.7227,-99.03,0.00,0.00,-99.03,-99.03,-97.91,0.00,1.12,1.12,-74.20,-22.26,-22.27,-22.27,-29.11,-4.7,-17.6,10.7,-6.9,0.0,0.0041,2052.0,0.8159,-25.17,0.00,-0.62,-25.79,-25.00,-32.07,0.80,-7.07,-6.27,-12.08,-3.62,-3.62,-3.62,-1.31,-25.21,37.71,-0.0312,0.6853,-0.0288,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.780,278,DESCENT,Descent,0.8370,0.30,0.0,101.34,0.00,0.00,101.34,101.34,105.13,0.00,3.78,3.78,79.58,23.87,23.83,23.83,29.06,5.9,-52.8,-7.3,-60.1,0.0,0.0293,2052.0,0.7250,-99.26,0.00,0.00,-99.26,-99.26,-98.21,0.00,1.05,1.05,-74.35,-22.30,-22.27,-22.27,-28.07,-4.3,-16.5,9.1,-7.4,0.0,0.0043,2052.0,0.8184,-25.21,0.00,1.53,-23.67,-23.85,-32.12,-0.18,-8.27,-8.45,-12.05,-3.61,-3.62,-3.62,-1.86,-25.22,37.76,-0.0312,0.6833,-0.0346,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.790,279,DESCENT,Descent,0.8400,0.30,0.0,101.58,0.00,0.00,101.58,101.58,105.46,0.00,3.88,3.88,79.77,23.93,24.01,24.01,29.04,5.5,-54.2,-7.0,-61.2,0.0,0.0298,2052.0,0.7273,-99.48,0.00,0.00,-99.48,-99.48,-98.50,0.00,0.97,0.97,-74.49,-22.35,-22.40,-22.40,-28.09,-3.9,-15.3,8.9,-6.4,0.0,0.0039,2052.0,0.8209,-25.24,0.00,-0.76,-26.00,-25.00,-32.17,1.00,-7.17,-6.17,-12.02,-3.60,-3.59,-3.59,-0.88,-25.24,37.81,-0.0313,0.6813,-0.0287,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.800,280,DESCENT,Descent,0.8430,0.30,0.0,101.82,0.00,0.00,101.82,101.82,105.78,0.00,3.96,3.96,79.94,23.98,24.01,24.01,27.72,5.0,-55.3,-5.2,-60.5,0.0,0.0295,2052.0,0.7295,-99.70,0.00,0.00,-99.70,-99.70,-98.79,0.00,0.91,0.91,-74.61,-22.38,-22.40,-22.40,-27.00,-3.5,-14.3,7.2,-7.1,0.0,0.0042,2052.0,0.8233,-25.28,0.00,1.25,-24.03,-24.03,-32.22,0.00,-8.20,-8.20,-11.98,-3.60,-3.59,-3.59,-1.39,-25.25,37.86,-0.0313,0.6794,-0.0345,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.810,281,DESCENT,Descent,0.8460,0.30,0.0,102.06,0.00,0.00,102.06,102.06,106.10,0.00,4.04,4.04,80.11,24.03,24.01,24.01,27.62,4.6,-56.5,-5.0,-61.5,0.0,0.0300,2052.0,0.7318,-99.93,0.00,0.00,-99.93,-99.93,-99.08,0.00,0.85,0.85,-74.72,-22.42,-22.40,-22.40,-26.95,-3.2,-13.4,7.1,-6.2,0.0,0.0039,2052.0,0.8256,-25.31,0.00,-1.04,-26.35,-25.17,-32.27,1.18,-7.10,-5.92,-11.95,-3.59,-3.59,-3.59,-0.61,-25.27,37.91,-0.0314,0.6774,-0.0295,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.820,282,DESCENT,Descent,0.8490,0.30,0.0,102.30,0.00,0.00,102.30,102.30,106.41,0.00,4.11,4.11,80.25,24.08,24.01,24.01,26.40,4.1,-57.4,-3.3,-60.7,0.0,0.0296,2052.0,0.7339,-100.15,0.00,0.00,-100.15,-100.15,-99.35,0.00,0.80,0.80,-74.82,-22.45,-22.40,-22.40,-26.00,-2.8,-12.6,5.6,-6.9,0.0,0.0041,2052.0,0.8279,-25.35,0.00,1.25,-24.10,-24.10,-32.32,0.00,-8.22,-8.22,-11.92,-3.58,-3.59,-3.59,-1.22,-25.28,37.96,-0.0314,0.6756,-0.0353,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.830,283,DESCENT,Descent,0.8520,0.30,0.0,102.54,0.00,0.00,102.54,102.54,106.72,0.00,4.18,4.18,80.38,24.11,24.15,24.15,26.36,3.7,-58.4,-3.1,-61.5,0.0,0.0300,2052.0,0.7360,-100.38,0.00,0.00,-100.38,-100.38,-99.63,0.00,0.75,0.75,-74.91,-22.47,-22.49,-22.49,-26.09,-2.4,-11.7,5.6,-6.1,0.0,0.0038,2052.0,0.8302,-25.39,0.00,-1.04,-26.42,-25.24,-32.36,1.18,-7.12,-5.94,-11.89,-3.57,-3.56,-3.56,-0.28,-25.29,38.01,-0.0314,0.6737,-0.0297,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.840,284,DESCENT,Descent,0.8550,0.30,0.0,102.78,0.00,0.00,102.78,102.78,107.02,0.00,4.23,4.23,80.50,24.15,24.15,24.15,25.14,3.3,-59.1,-1.4,-60.5,0.0,0.0295,2052.0,0.7381,-100.60,0.00,0.00,-100.60,-100.60,-99.90,0.00,0.70,0.70,-74.98,-22.49,-22.49,-22.49,-25.14,-2.0,-11.1,4.2,-6.9,0.0,0.0041,2052.0,0.8325,-25.42,0.00,1.25,-24.17,-24.17,-32.41,0.00,-8.24,-8.24,-11.85,-3.56,-3.56,-3.56,-0.85,-25.31,38.05,-0.0315,0.6719,-0.0355,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.850,285,DESCENT,Descent,0.8580,0.30,0.0,103.03,0.00,0.00,103.03,103.03,107.31,0.00,4.29,4.29,80.60,24.18,24.15,24.15,25.16,2.8,-59.9,-1.4,-61.3,0.0,0.0299,2052.0,0.7401,-100.83,0.00,0.00,-100.83,-100.83,-100.16,0.00,0.66,0.66,-75.04,-22.51,-22.49,-22.49,-25.26,-1.7,-10.4,4.3,-6.0,0.0,0.0038,2052.0,0.8347,-25.46,0.00,-1.04,-26.50,-25.31,-32.45,1.18,-7.14,-5.95,-11.82,-3.55,-3.56,-3.56,0.05,-25.33,38.10,-0.0315,0.6702,-0.0298,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.860,286,DESCENT,Descent,0.8610,0.30,0.0,103.27,0.00,0.00,103.27,103.27,107.60,0.00,4.33,4.33,80.69,24.21,24.23,24.23,24.02,2.4,-60.5,0.3,-60.2,0.0,0.0293,2052.0,0.7421,-101.05,0.00,0.00,-101.05,-101.05,-100.42,0.00,0.63,0.63,-75.09,-22.53,-22.54,-22.54,-24.41,-1.3,-9.8,2.9,-6.9,0.0,0.0041,2052.0,0.8369,-25.49,0.00,1.25,-24.24,-24.24,-32.50,0.00,-8.26,-8.26,-11.78,-3.53,-3.52,-3.52,-0.58,-25.34,38.14,-0.0315,0.6684,-0.0354,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.870,287,DESCENT,Descent,0.8640,0.30,0.0,103.51,0.00,0.00,103.51,103.51,107.88,0.00,4.37,4.37,80.76,24.23,24.23,24.23,24.07,1.9,-61.1,0.2,-60.9,0.0,0.0297,2052.0,0.7440,-101.28,0.00,0.00,-101.28,-101.28,-100.68,0.00,0.59,0.59,-75.13,-22.54,-22.54,-22.54,-24.52,-0.9,-9.3,3.1,-6.2,0.0,0.0038,2052.0,0.8390,-25.53,0.00,-1.04,-26.57,-25.39,-32.53,1.18,-7.15,-5.97,-11.75,-3.52,-3.52,-3.52,0.29,-25.36,38.17,-0.0315,0.6667,-0.0297,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.880,288,DESCENT,Descent,0.8670,0.30,0.0,103.75,0.00,0.00,103.75,103.75,108.16,0.00,4.41,4.41,80.81,24.24,24.23,24.23,22.99,1.5,-61.5,1.7,-59.8,0.0,0.0291,2052.0,0.7459,-101.50,0.00,0.00,-101.50,-101.50,-100.94,0.00,0.56,0.56,-75.15,-22.55,-22.54,-22.54,-23.70,-0.5,-8.9,1.8,-7.0,0.0,0.0042,2052.0,0.8411,-25.56,0.00,1.25,-24.31,-24.31,-32.58,0.00,-8.27,-8.27,-11.71,-3.51,-3.52,-3.52,-0.41,-25.37,38.21,-0.0316,0.6651,-0.0353,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.890,289,DESCENT,Descent,0.8700,0.30,0.0,103.99,0.00,0.00,103.99,103.99,108.43,0.00,4.44,4.44,80.86,24.26,24.27,24.27,23.13,1.0,-62.0,1.6,-60.4,0.0,0.0294,2052.0,0.7478,-101.73,0.00,0.00,-101.73,-101.73,-101.19,0.00,0.54,0.54,-75.16,-22.55,-22.55,-22.55,-23.90,-0.2,-8.4,2.1,-6.3,0.0,0.0039,2052.0,0.8433,-25.60,0.00,-1.04,-26.64,-25.46,-32.61,1.18,-7.15,-5.97,-11.68,-3.50,-3.48,-3.48,0.43,-25.40,38.25,-0.0316,0.6634,-0.0295,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.900,290,DESCENT,Descent,0.8730,0.30,0.0,104.24,0.00,0.00,104.24,104.24,108.70,0.00,4.46,4.46,80.88,24.26,24.27,24.27,22.11,0.6,-62.3,3.0,-59.3,0.0,0.0289,2052.0,0.7497,-101.95,0.00,0.00,-101.95,-101.95,-101.44,0.00,0.51,0.51,-75.16,-22.55,-22.55,-22.55,-23.10,0.2,-8.1,0.9,-7.2,0.0,0.0042,2052.0,0.8453,-25.63,0.00,1.25,-24.38,-24.38,-32.65,0.00,-8.27,-8.27,-11.64,-3.49,-3.48,-3.48,-0.29,-25.41,38.28,-0.0316,0.6619,-0.0351,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.910,291,DESCENT,Descent,0.8760,0.30,0.0,104.48,0.00,0.00,104.48,104.48,108.97,0.00,4.49,4.49,80.90,24.27,24.27,24.27,22.32,0.1,-62.7,2.7,-59.9,0.0,0.0292,2052.0,0.7515,-102.18,0.00,0.00,-102.18,-102.18,-101.69,0.00,0.49,0.49,-75.15,-22.54,-22.55,-22.55,-23.33,0.6,-7.7,1.2,-6.5,0.0,0.0040,2052.0,0.8474,-25.67,0.00,-1.04,-26.71,-25.53,-32.69,1.18,-7.16,-5.98,-11.60,-3.48,-3.48,-3.48,0.53,-25.44,38.31,-0.0316,0.6603,-0.0293,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.920,292,DESCENT,Descent,0.8790,0.30,0.0,104.72,0.00,0.00,104.72,104.72,109.23,0.00,4.50,4.50,80.89,24.27,24.27,24.27,21.39,-0.3,-62.9,4.0,-58.9,0.0,0.0287,2052.0,0.7533,-102.40,0.00,0.00,-102.40,-102.40,-101.93,0.00,0.47,0.47,-75.12,-22.54,-22.55,-22.55,-22.59,1.0,-7.5,0.1,-7.4,0.0,0.0043,2052.0,0.8494,-25.70,0.00,1.25,-24.45,-24.45,-32.73,0.00,-8.28,-8.28,-11.57,-3.47,-3.48,-3.48,-0.23,-25.45,38.34,-0.0316,0.6587,-0.0349,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.930,293,DESCENT,Descent,0.8820,0.30,0.0,104.96,0.00,0.00,104.96,104.96,109.49,0.00,4.52,4.52,80.88,24.26,24.25,24.25,21.67,-0.7,-63.1,3.6,-59.5,0.0,0.0290,2052.0,0.7551,-102.63,0.00,0.00,-102.63,-102.63,-102.17,0.00,0.46,0.46,-75.08,-22.53,-22.51,-22.51,-22.86,1.4,-7.2,0.6,-6.6,0.0,0.0040,2052.0,0.8514,-25.74,0.00,-1.04,-26.78,-25.60,-32.76,1.18,-7.17,-5.99,-11.53,-3.46,-3.45,-3.45,0.58,-25.48,38.36,-0.0316,0.6572,-0.0290,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.940,294,DESCENT,Descent,0.8850,0.30,0.0,105.21,0.00,0.00,105.21,105.21,109.74,0.00,4.53,4.53,80.84,24.25,24.25,24.25,20.82,-1.2,-63.3,4.8,-58.5,0.0,0.0285,2052.0,0.7568,-102.85,0.00,0.00,-102.85,-102.85,-102.41,0.00,0.44,0.44,-75.03,-22.51,-22.51,-22.51,-22.17,1.7,-7.0,-0.5,-7.5,0.0,0.0043,2052.0,0.8534,-25.77,0.00,1.25,-24.52,-24.52,-32.80,0.00,-8.28,-8.28,-11.49,-3.45,-3.45,-3.45,-0.20,-25.50,38.39,-0.0316,0.6557,-0.0346,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.950,295,DESCENT,Descent,0.8880,0.30,0.0,105.45,0.00,0.00,105.45,105.45,109.99,0.00,4.54,4.54,80.80,24.24,24.25,24.25,21.17,-1.6,-63.4,4.3,-59.1,0.0,0.0288,2052.0,0.7586,-103.08,0.00,0.00,-103.08,-103.08,-102.65,0.00,0.43,0.43,-74.97,-22.49,-22.51,-22.51,-22.47,2.1,-6.8,-0.1,-6.8,0.0,0.0041,2052.0,0.8554,-25.81,0.00,-1.04,-26.84,-25.66,-32.83,1.18,-7.17,-5.99,-11.46,-3.44,-3.45,-3.45,0.61,-25.52,38.41,-0.0316,0.6542,-0.0287,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.960,296,DESCENT,Descent,0.8910,0.30,0.0,105.69,0.00,0.00,105.69,105.69,110.24,0.00,4.55,4.55,80.73,24.22,24.19,24.19,20.38,-2.1,-63.5,5.3,-58.2,0.0,0.0284,2052.0,0.7603,-103.30,0.00,0.00,-103.30,-103.30,-102.88,0.00,0.42,0.42,-74.89,-22.47,-22.43,-22.43,-21.79,2.5,-6.6,-1.0,-7.6,0.0,0.0044,2052.0,0.8574,-25.84,0.00,1.25,-24.59,-24.59,-32.88,0.00,-8.29,-8.29,-11.42,-3.43,-3.41,-3.41,-0.19,-25.54,38.43,-0.0316,0.6527,-0.0343,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.970,297,DESCENT,Descent,0.8940,0.30,0.0,105.93,0.00,0.00,105.93,105.93,110.49,0.00,4.56,4.56,80.66,24.20,24.19,24.19,20.82,-2.5,-63.7,4.7,-59.0,0.0,0.0287,2052.0,0.7620,-103.53,0.00,0.00,-103.53,-103.53,-103.12,0.00,0.41,0.41,-74.80,-22.44,-22.43,-22.43,-22.16,2.9,-6.4,-0.4,-6.8,0.0,0.0041,2052.0,0.8593,-25.87,0.00,-1.04,-26.91,-25.73,-32.91,1.18,-7.17,-6.00,-11.38,-3.41,-3.41,-3.41,0.61,-25.57,38.45,-0.0316,0.6513,-0.0284,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
2.980,298,DESCENT,Descent,0.8970,0.30,0.0,106.18,0.00,0.00,106.18,106.18,110.74,0.00,4.56,4.56,80.57,24.17,24.19,24.19,20.08,-3.0,-63.7,5.7,-58.0,0.0,0.0283,2052.0,0.7637,-103.75,0.00,0.00,-103.75,-103.75,-103.35,0.00,0.40,0.40,-74.70,-22.41,-22.43,-22.43,-21.51,3.3,-6.3,-1.4,-7.8,0.0,0.0045,2052.0,0.8612,-25.91,0.00,1.25,-24.66,-24.66,-32.95,0.00,-8.29,-8.29,-11.34,-3.40,-3.41,-3.41,-0.20,-25.58,38.47,-0.0316,0.6498,-0.0340,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000
