time,tick,state,direction,sq,hip_l_nom,hip_l_grav,hip_l_bal,hip_l_final,hip_l_tgt_vel,hip_l_act,hip_l_act_vel,hip_l_nom_err,hip_l_final_err,hip_l_lim,hip_l_demand,hip_l_max_force,hip_r_nom,hip_r_grav,hip_r_bal,hip_r_final,hip_r_tgt_vel,hip_r_act,hip_r_act_vel,hip_r_nom_err,hip_r_final_err,hip_r_lim,hip_r_demand,hip_r_max_force,abd_nom,abd_grav,abd_bal,abd_final,abd_tgt_vel,abd_act,abd_act_vel,abd_nom_err,abd_final_err,abd_lim,abd_demand,abd_max_force,tho_nom,tho_grav,tho_bal,tho_final,tho_tgt_vel,tho_act,tho_act_vel,tho_nom_err,tho_final_err,tho_lim,tho_demand,tho_max_force,knee_l_nom,knee_l_grav,knee_l_bal,knee_l_final,knee_l_tgt_vel,knee_l_act,knee_l_act_vel,knee_l_nom_err,knee_l_final_err,knee_l_lim,knee_l_demand,knee_l_max_force,knee_r_nom,knee_r_grav,knee_r_bal,knee_r_final,knee_r_tgt_vel,knee_r_act,knee_r_act_vel,knee_r_nom_err,knee_r_final_err,knee_r_lim,knee_r_demand,knee_r_max_force,ankle_l_nom,ankle_l_grav,ankle_l_bal,ankle_l_final,ankle_l_tgt_vel,ankle_l_act,ankle_l_act_vel,ankle_l_nom_err,ankle_l_final_err,ankle_l_lim,ankle_l_demand,ankle_l_max_force,ankle_r_nom,ankle_r_grav,ankle_r_bal,ankle_r_final,ankle_r_tgt_vel,ankle_r_act,ankle_r_act_vel,ankle_r_nom_err,ankle_r_final_err,ankle_r_lim,ankle_r_demand,ankle_r_max_force,pelvis_pitch,trunk_pitch,ref_trunk_pitch,com_ap,com_y,cop_ap,support_min,support_max,contacts,foot_pitch_l,foot_pitch_r,bar_x,bar_y,bar_z,bar_vx,bar_vy,bar_vz,saddle_sep,saddle_att
6.840,684,ASCENT,Ascent,0.0370,-4.45,0.00,0.00,-4.45,35.02,-12.38,37.37,-7.93,-7.93,0.1032,0.0472,2565.0,-4.45,0.00,0.00,-4.45,35.02,-12.90,39.81,-8.45,-8.45,0.1075,0.0488,2565.0,0.63,3.12,0.00,3.76,1.32,3.03,-4.59,2.40,-0.72,0.0674,0.0102,1852.5,0.95,3.18,0.00,4.13,-3.83,3.51,-7.00,2.56,-0.62,0.0701,0.0073,1852.5,4.78,0.00,0.00,4.78,-37.88,16.12,-46.71,11.34,11.34,0.1112,0.0569,2565.0,4.78,0.00,0.00,4.78,-37.88,17.11,-51.07,12.33,12.33,0.1180,0.0599,2565.0,-1.52,0.00,6.73,5.21,12.26,-5.84,17.61,-4.32,-11.05,0.1298,0.0489,2137.5,-1.52,0.00,6.73,5.21,12.26,-6.31,19.50,-4.79,-11.52,0.1403,0.0504,2137.5,-2.03,9.64,5.68,-0.0463,1.1078,-0.0478,-0.1547,0.1353,8,-0.01,-0.01,0.0089,1.4071,-0.1245,-0.0249,0.0381,-0.0294,0.0063,1
6.850,685,ASCENT,Ascent,0.0340,-4.10,0.00,0.00,-4.10,35.02,-12.02,37.13,-7.92,-7.92,0.1002,0.0473,2565.0,-4.10,0.00,0.00,-4.10,35.02,-12.53,39.52,-8.43,-8.43,0.1044,0.0489,2565.0,0.58,3.19,0.00,3.77,1.32,2.99,-4.42,2.41,-0.78,0.0665,0.0105,1852.5,0.87,3.22,0.00,4.09,-3.83,3.43,-7.10,2.56,-0.66,0.0686,0.0076,1852.5,4.40,0.00,0.00,4.40,-37.88,15.70,-47.16,11.30,11.30,0.1083,0.0564,2565.0,4.40,0.00,0.00,4.40,-37.88,16.67,-51.45,12.27,12.27,0.1150,0.0594,2565.0,-1.40,0.00,4.44,3.04,12.26,-5.70,18.36,-4.29,-8.74,0.1266,0.0430,2137.5,-1.40,0.00,4.44,3.04,12.26,-6.16,20.24,-4.76,-9.20,0.1369,0.0444,2137.5,-1.95,9.49,5.54,-0.0462,1.1083,-0.0427,-0.1547,0.1353,8,-0.01,-0.01,0.0087,1.4074,-0.1248,-0.0247,0.0364,-0.0292,0.0063,1
6.860,686,ASCENT,Ascent,0.0310,-3.75,0.00,0.00,-3.75,35.02,-11.66,37.56,-7.91,-7.91,0.0972,0.0469,2565.0,-3.75,0.00,0.00,-3.75,35.02,-12.16,39.99,-8.41,-8.41,0.1013,0.0485,2565.0,0.53,3.26,0.00,3.78,1.32,2.95,-4.40,2.42,-0.84,0.0655,0.0109,1852.5,0.79,3.26,0.00,4.05,-3.83,3.36,-6.96,2.57,-0.69,0.0672,0.0078,1852.5,4.02,0.00,0.00,4.02,-37.88,15.29,-46.71,11.26,11.26,0.1054,0.0565,2565.0,4.02,0.00,0.00,4.02,-37.88,16.24,-51.05,12.22,12.22,0.1120,0.0594,2565.0,-1.28,0.00,6.73,5.46,12.26,-5.56,17.57,-4.28,-11.02,0.1236,0.0488,2137.5,-1.28,0.00,6.73,5.46,12.26,-6.02,19.48,-4.74,-11.47,0.1337,0.0501,2137.5,-1.86,9.34,5.39,-0.0462,1.1088,-0.0482,-0.1547,0.1353,8,-0.01,-0.01,0.0084,1.4077,-0.1251,-0.0247,0.0351,-0.0293,0.0063,1
6.870,687,ASCENT,Ascent,0.0280,-3.39,0.00,0.00,-3.39,35.61,-11.30,37.34,-7.91,-7.91,0.0942,0.0474,2565.0,-3.39,0.00,0.00,-3.39,35.61,-11.79,39.72,-8.40,-8.40,0.0983,0.0489,2565.0,0.47,3.32,0.00,3.80,1.37,2.90,-4.28,2.43,-0.89,0.0645,0.0113,1852.5,0.71,3.30,0.00,4.01,-3.76,3.29,-7.11,2.57,-0.73,0.0657,0.0082,1852.5,3.64,0.00,0.00,3.64,-38.38,14.87,-47.19,11.23,11.23,0.1025,0.0563,2565.0,3.64,0.00,0.00,3.64,-38.38,15.81,-51.46,12.17,12.17,0.1090,0.0591,2565.0,-1.16,0.00,4.44,3.29,12.32,-5.42,18.31,-4.26,-8.70,0.1204,0.0429,2137.5,-1.16,0.00,4.44,3.29,12.32,-5.87,20.19,-4.71,-9.15,0.1303,0.0442,2137.5,-1.78,9.19,5.25,-0.0462,1.1093,-0.0431,-0.1547,0.1353,8,-0.01,-0.01,0.0082,1.4080,-0.1254,-0.0247,0.0327,-0.0294,0.0063,1
6.880,688,ASCENT,Ascent,0.0250,-3.04,0.00,0.00,-3.04,35.61,-10.94,37.32,-7.90,-7.90,0.0912,0.0474,2565.0,-3.04,0.00,0.00,-3.04,35.61,-11.42,39.75,-8.39,-8.39,0.0952,0.0488,2565.0,0.42,3.39,0.00,3.81,1.37,2.86,-4.40,2.43,-0.95,0.0635,0.0118,1852.5,0.64,3.34,0.00,3.97,-3.76,3.21,-7.06,2.58,-0.76,0.0642,0.0084,1852.5,3.26,0.00,0.00,3.26,-38.38,14.46,-46.36,11.20,11.20,0.0997,0.0566,2565.0,3.26,0.00,0.00,3.26,-38.38,15.38,-50.69,12.12,12.12,0.1061,0.0593,2565.0,-1.03,0.00,6.73,5.70,12.32,-5.28,17.40,-4.25,-10.98,0.1174,0.0487,2137.5,-1.03,0.00,6.73,5.70,12.32,-5.72,19.29,-4.69,-11.43,0.1272,0.0500,2137.5,-1.69,9.04,5.10,-0.0462,1.1098,-0.0485,-0.1547,0.1353,8,-0.01,-0.01,0.0079,1.4082,-0.1257,-0.0249,0.0315,-0.0295,0.0063,1
6.890,689,ASCENT,Ascent,0.0220,-2.68,0.00,0.00,-2.68,35.61,-10.58,37.15,-7.90,-7.90,0.0882,0.0474,2565.0,-2.68,0.00,0.00,-2.68,35.61,-11.05,39.53,-8.37,-8.37,0.0921,0.0489,2565.0,0.37,3.45,0.00,3.82,1.37,2.81,-4.24,2.44,-1.01,0.0625,0.0121,1852.5,0.56,3.38,0.00,3.94,-3.76,3.14,-7.15,2.58,-0.80,0.0627,0.0088,1852.5,2.87,0.00,0.00,2.87,-38.38,14.04,-46.91,11.17,11.17,0.0968,0.0561,2565.0,2.87,0.00,0.00,2.87,-38.38,14.95,-51.16,12.07,12.07,0.1031,0.0588,2565.0,-0.91,0.00,4.44,3.53,12.32,-5.14,18.19,-4.23,-8.67,0.1142,0.0428,2137.5,-0.91,0.00,4.44,3.53,12.32,-5.57,20.05,-4.66,-9.10,0.1238,0.0440,2137.5,-1.61,8.89,4.96,-0.0462,1.1103,-0.0434,-0.1547,0.1353,8,-0.01,-0.01,0.0077,1.4084,-0.1260,-0.0249,0.0293,-0.0293,0.0063,1
6.900,690,ASCENT,Ascent,0.0190,-2.32,0.00,0.00,-2.32,36.27,-10.22,37.64,-7.89,-7.89,0.0851,0.0475,2565.0,-2.32,0.00,0.00,-2.32,36.27,-10.68,40.05,-8.36,-8.36,0.0890,0.0489,2565.0,0.32,3.52,0.00,3.84,1.43,2.77,-4.25,2.45,-1.07,0.0615,0.0126,1852.5,0.48,3.42,0.00,3.90,-3.68,3.06,-7.02,2.58,-0.84,0.0613,0.0090,1852.5,2.49,0.00,0.00,2.49,-38.95,13.62,-46.47,11.14,11.14,0.0940,0.0565,2565.0,2.49,0.00,0.00,2.49,-38.95,14.52,-50.76,12.03,12.03,0.1001,0.0590,2565.0,-0.79,0.00,6.73,5.95,12.38,-5.00,17.41,-4.22,-10.95,0.1112,0.0486,2137.5,-0.79,0.00,6.73,5.95,12.38,-5.43,19.28,-4.64,-11.38,0.1206,0.0498,2137.5,-1.52,8.74,4.82,-0.0462,1.1108,-0.0488,-0.1547,0.1353,8,-0.01,-0.01,0.0074,1.4087,-0.1263,-0.0252,0.0281,-0.0292,0.0063,1
6.910,691,ASCENT,Ascent,0.0160,-1.96,0.00,0.00,-1.96,36.27,-9.86,36.99,-7.90,-7.90,0.0821,0.0480,2565.0,-1.96,0.00,0.00,-1.96,36.27,-10.32,39.33,-8.36,-8.36,0.0860,0.0493,2565.0,0.27,3.58,0.00,3.85,1.43,2.73,-4.27,2.46,-1.13,0.0606,0.0131,1852.5,0.40,3.46,0.00,3.86,-3.68,2.99,-7.24,2.59,-0.87,0.0598,0.0095,1852.5,2.10,0.00,0.00,2.10,-38.95,13.21,-46.66,11.11,11.11,0.0911,0.0563,2565.0,2.10,0.00,0.00,2.10,-38.95,14.08,-50.86,11.98,11.98,0.0971,0.0588,2565.0,-0.66,0.00,4.44,3.78,12.38,-4.86,18.04,-4.20,-8.64,0.1080,0.0427,2137.5,-0.66,0.00,4.44,3.78,12.38,-5.28,19.89,-4.61,-9.06,0.1172,0.0439,2137.5,-1.44,8.59,4.67,-0.0462,1.1112,-0.0436,-0.1547,0.1353,8,-0.01,-0.01,0.0072,1.4088,-0.1266,-0.0252,0.0263,-0.0289,0.0063,1
6.920,692,ASCENT,Ascent,0.0130,-1.60,0.00,0.00,-1.60,36.27,-9.50,37.50,-7.90,-7.90,0.0791,0.0477,2565.0,-1.60,0.00,0.00,-1.60,36.27,-9.94,39.88,-8.35,-8.35,0.0829,0.0489,2565.0,0.22,3.65,0.00,3.87,1.43,2.68,-4.26,2.46,-1.19,0.0596,0.0135,1852.5,0.33,3.50,0.00,3.83,-3.68,2.92,-7.10,2.59,-0.91,0.0583,0.0096,1852.5,1.71,0.00,0.00,1.71,-38.95,12.80,-46.22,11.09,11.09,0.0882,0.0564,2565.0,1.71,0.00,0.00,1.71,-38.95,13.65,-50.48,11.94,11.94,0.0942,0.0587,2565.0,-0.54,0.00,6.73,6.20,12.38,-4.72,17.26,-4.18,-10.92,0.1050,0.0485,2137.5,-0.54,0.00,6.73,6.20,12.38,-5.13,19.14,-4.59,-11.33,0.1140,0.0496,2137.5,-1.35,8.44,4.53,-0.0462,1.1117,-0.0490,-0.1547,0.1353,8,-0.01,-0.01,0.0069,1.4090,-0.1269,-0.0252,0.0250,-0.0289,0.0063,1
6.930,693,ASCENT,Ascent,0.0100,-1.23,0.00,0.00,-1.23,37.03,-9.13,37.43,-7.90,-7.90,0.0761,0.0482,2565.0,-1.23,0.00,0.00,-1.23,37.03,-9.57,39.75,-8.34,-8.34,0.0798,0.0494,2565.0,0.17,3.71,0.00,3.88,1.50,2.64,-4.16,2.47,-1.24,0.0586,0.0139,1852.5,0.25,3.54,0.00,3.79,-3.57,2.84,-7.21,2.59,-0.95,0.0568,0.0101,1852.5,1.32,0.00,0.00,1.32,-39.59,12.38,-46.87,11.06,11.06,0.0853,0.0562,2565.0,1.32,0.00,0.00,1.32,-39.59,13.22,-51.06,11.90,11.90,0.0911,0.0585,2565.0,-0.41,0.00,4.44,4.03,12.45,-4.58,18.05,-4.17,-8.61,0.1017,0.0426,2137.5,-0.41,0.00,4.44,4.03,12.45,-4.98,19.92,-4.56,-9.01,0.1106,0.0436,2137.5,-1.26,8.29,4.39,-0.0462,1.1121,-0.0439,-0.1547,0.1353,8,-0.01,-0.01,0.0067,1.4092,-0.1272,-0.0250,0.0234,-0.0287,0.0063,1
6.940,694,ASCENT,Ascent,0.0070,-0.86,0.00,0.00,-0.86,37.03,-8.77,37.35,-7.91,-7.91,0.0731,0.0483,2565.0,-0.86,0.00,0.00,-0.86,37.03,-9.20,39.68,-8.34,-8.34,0.0767,0.0495,2565.0,0.12,3.78,0.00,3.90,1.50,2.59,-4.26,2.47,-1.30,0.0576,0.0145,1852.5,0.18,3.58,0.00,3.75,-3.57,2.77,-7.18,2.59,-0.99,0.0553,0.0103,1852.5,0.92,0.00,0.00,0.92,-39.59,11.96,-45.94,11.04,11.04,0.0825,0.0566,2565.0,0.92,0.00,0.00,0.92,-39.59,12.79,-50.16,11.86,11.86,0.0882,0.0588,2565.0,-0.29,0.00,6.73,6.44,12.45,-4.44,17.07,-4.15,-10.89,0.0988,0.0485,2137.5,-0.29,0.00,6.73,6.44,12.45,-4.83,18.95,-4.54,-11.28,0.1074,0.0495,2137.5,-1.18,8.14,4.24,-0.0461,1.1125,-0.0491,-0.1547,0.1353,8,-0.01,-0.01,0.0064,1.4094,-0.1275,-0.0251,0.0218,-0.0286,0.0063,1
6.950,695,ASCENT,Ascent,0.0040,-0.49,0.00,0.00,-0.49,37.03,-8.41,37.31,-7.92,-7.92,0.0701,0.0483,2565.0,-0.49,0.00,0.00,-0.49,37.03,-8.83,39.60,-8.34,-8.34,0.0736,0.0495,2565.0,0.07,3.84,0.00,3.91,1.50,2.55,-4.14,2.48,-1.36,0.0566,0.0148,1852.5,0.10,3.62,0.00,3.72,-3.57,2.69,-7.29,2.59,-1.03,0.0538,0.0107,1852.5,0.53,0.00,0.00,0.53,-39.59,11.54,-46.64,11.02,11.02,0.0796,0.0561,2565.0,0.53,0.00,0.00,0.53,-39.59,12.35,-50.80,11.82,11.82,0.0852,0.0582,2565.0,-0.16,0.00,4.94,4.77,12.45,-4.30,17.90,-4.14,-9.07,0.0955,0.0451,2137.5,-0.16,0.00,4.94,4.77,12.45,-4.68,19.77,-4.52,-9.45,0.1040,0.0461,2137.5,-1.09,7.99,4.10,-0.0461,1.1129,-0.0440,-0.1547,0.1353,8,-0.01,-0.01,0.0062,1.4095,-0.1278,-0.0253,0.0201,-0.0288,0.0063,1
6.960,696,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,31.98,-8.05,37.72,-8.05,-8.05,0.0670,0.0458,2565.0,0.00,0.00,0.00,0.00,31.98,-8.46,40.04,-8.46,-8.46,0.0705,0.0469,2565.0,0.00,3.93,0.00,3.93,2.19,2.50,-4.06,2.50,-1.43,0.0556,0.0158,1852.5,0.00,3.67,0.00,3.67,-2.54,2.62,-7.18,2.62,-1.05,0.0523,0.0117,1852.5,0.00,0.00,0.00,0.00,-34.19,11.13,-46.50,11.13,11.13,0.0767,0.0539,2565.0,0.00,0.00,0.00,0.00,-34.19,11.91,-50.67,11.91,11.91,0.0821,0.0559,2565.0,0.00,0.00,7.23,7.23,10.75,-4.16,17.50,-4.16,-11.39,0.0924,0.0497,2137.5,0.00,0.00,7.23,7.23,10.75,-4.53,19.37,-4.53,-11.76,0.1007,0.0506,2137.5,-0.99,7.82,3.91,-0.0461,1.1133,-0.0468,-0.1547,0.1353,8,-0.01,-0.01,0.0059,1.4096,-0.1281,-0.0251,0.0206,-0.0299,0.0063,1
6.970,697,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-7.63,42.53,-7.63,-7.63,0.0636,0.0208,2565.0,0.00,0.00,0.00,0.00,0.00,-8.04,44.82,-8.04,-8.04,0.0670,0.0218,2565.0,0.00,3.93,0.00,3.93,0.00,2.47,-3.20,2.47,-1.46,0.0548,0.0136,1852.5,0.00,3.67,0.00,3.67,0.00,2.54,-7.21,2.54,-1.13,0.0508,0.0143,1852.5,0.00,0.00,0.00,0.00,0.00,10.65,-52.43,10.65,10.65,0.0734,0.0294,2565.0,0.00,0.00,0.00,0.00,0.00,11.41,-56.51,11.41,11.41,0.0787,0.0314,2565.0,0.00,0.00,4.94,4.94,0.00,-3.99,20.40,-3.99,-8.92,0.0886,0.0358,2137.5,0.00,0.00,4.94,4.94,0.00,-4.35,22.19,-4.35,-9.28,0.0967,0.0367,2137.5,-0.79,7.61,3.91,-0.0461,1.1137,-0.0426,-0.1547,0.1353,8,-0.02,-0.02,0.0057,1.4098,-0.1284,-0.0250,0.0232,-0.0337,0.0064,1
6.980,698,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-6.99,65.69,-6.99,-6.99,0.0582,0.0030,2565.0,0.00,0.00,0.00,0.00,0.00,-7.38,68.16,-7.38,-7.38,0.0615,0.0036,2565.0,0.00,3.93,0.00,3.93,0.00,2.48,1.84,2.48,-1.45,0.0552,0.0095,1852.5,0.00,3.67,0.00,3.67,0.00,2.47,-6.61,2.47,-1.20,0.0495,0.0143,1852.5,0.00,0.00,0.00,0.00,0.00,9.94,-75.10,9.94,9.94,0.0685,0.0132,2565.0,0.00,0.00,0.00,0.00,0.00,10.68,-79.21,10.68,10.68,0.0737,0.0150,2565.0,0.00,0.00,7.23,7.23,0.00,-3.72,28.89,-3.72,-10.95,0.0827,0.0357,2137.5,0.00,0.00,7.23,7.23,0.00,-4.08,30.57,-4.08,-11.30,0.0906,0.0366,2137.5,-0.63,7.40,3.91,-0.0461,1.1141,-0.0508,-0.1547,0.1353,8,-0.02,-0.02,0.0054,1.4100,-0.1288,-0.0251,0.0274,-0.0353,0.0064,1
6.990,699,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-6.38,62.42,-6.38,-6.38,0.0531,0.0019,2565.0,0.00,0.00,0.00,0.00,0.00,-6.76,64.23,-6.76,-6.76,0.0563,0.0024,2565.0,0.00,3.93,0.00,3.93,0.00,2.46,-1.11,2.46,-1.47,0.0547,0.0120,1852.5,0.00,3.67,0.00,3.67,0.00,2.39,-8.50,2.39,-1.28,0.0477,0.0165,1852.5,0.00,0.00,0.00,0.00,0.00,9.25,-74.24,9.25,9.25,0.0638,0.0099,2565.0,0.00,0.00,0.00,0.00,0.00,9.98,-77.65,9.98,9.98,0.0688,0.0121,2565.0,0.00,0.00,4.94,4.94,0.00,-3.49,27.82,-3.49,-8.42,0.0775,0.0289,2137.5,0.00,0.00,4.94,4.94,0.00,-3.83,29.55,-3.83,-8.77,0.0852,0.0298,2137.5,-0.49,7.19,3.91,-0.0461,1.1146,-0.0453,-0.1547,0.1353,8,-0.01,-0.01,0.0051,1.4102,-0.1292,-0.0250,0.0305,-0.0351,0.0064,1
7.000,700,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-5.81,58.09,-5.81,-5.81,0.0484,0.0019,2565.0,0.00,0.00,0.00,0.00,0.00,-6.19,59.97,-6.19,-6.19,0.0515,0.0018,2565.0,0.00,3.93,0.00,3.93,0.00,2.43,-2.69,2.43,-1.50,0.0539,0.0135,1852.5,0.00,3.67,0.00,3.67,0.00,2.29,-9.01,2.29,-1.38,0.0459,0.0176,1852.5,0.00,0.00,0.00,0.00,0.00,8.60,-69.69,8.60,8.60,0.0593,0.0089,2565.0,0.00,0.00,0.00,0.00,0.00,9.32,-73.27,9.32,9.32,0.0643,0.0109,2565.0,0.00,0.00,7.23,7.23,0.00,-3.28,25.66,-3.28,-10.50,0.0728,0.0350,2137.5,0.00,0.00,7.23,7.23,0.00,-3.61,27.44,-3.61,-10.84,0.0803,0.0358,2137.5,-0.36,6.99,3.91,-0.0461,1.1152,-0.0501,-0.1547,0.1353,8,-0.01,-0.01,0.0049,1.4105,-0.1295,-0.0249,0.0315,-0.0342,0.0064,1
7.010,701,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-5.28,53.36,-5.28,-5.28,0.0440,0.0018,2565.0,0.00,0.00,0.00,0.00,0.00,-5.66,55.40,-5.66,-5.66,0.0471,0.0016,2565.0,0.00,3.93,0.00,3.93,0.00,2.38,-3.66,2.38,-1.55,0.0530,0.0146,1852.5,0.00,3.67,0.00,3.67,0.00,2.20,-9.04,2.20,-1.47,0.0440,0.0183,1852.5,0.00,0.00,0.00,0.00,0.00,7.99,-65.87,7.99,7.99,0.0551,0.0076,2565.0,0.00,0.00,0.00,0.00,0.00,8.69,-69.70,8.69,8.69,0.0599,0.0094,2565.0,0.00,0.00,4.94,4.94,0.00,-3.06,25.29,-3.06,-7.99,0.0679,0.0280,2137.5,0.00,0.00,4.94,4.94,0.00,-3.39,27.10,-3.39,-8.32,0.0753,0.0288,2137.5,-0.25,6.80,3.91,-0.0461,1.1157,-0.0430,-0.1547,0.1353,8,-0.01,-0.01,0.0046,1.4107,-0.1298,-0.0244,0.0289,-0.0330,0.0064,1
7.020,702,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-4.80,49.58,-4.80,-4.80,0.0400,0.0021,2565.0,0.00,0.00,0.00,0.00,0.00,-5.16,51.79,-5.16,-5.16,0.0430,0.0014,2565.0,0.00,3.93,0.00,3.93,0.00,2.34,-4.27,2.34,-1.59,0.0519,0.0155,1852.5,0.00,3.67,0.00,3.67,0.00,2.11,-8.50,2.11,-1.56,0.0423,0.0185,1852.5,0.00,0.00,0.00,0.00,0.00,7.42,-60.40,7.42,7.42,0.0512,0.0075,2565.0,0.00,0.00,0.00,0.00,0.00,8.11,-64.49,8.11,8.11,0.0559,0.0090,2565.0,0.00,0.00,7.23,7.23,0.00,-2.86,22.70,-2.86,-10.09,0.0635,0.0345,2137.5,0.00,0.00,7.23,7.23,0.00,-3.18,24.60,-3.18,-10.41,0.0707,0.0352,2137.5,-0.14,6.62,3.91,-0.0461,1.1163,-0.0473,-0.1547,0.1353,8,-0.01,-0.01,0.0044,1.4109,-0.1302,-0.0242,0.0223,-0.0324,0.0063,1
7.030,703,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-4.35,45.49,-4.35,-4.35,0.0363,0.0021,2565.0,0.00,0.00,0.00,0.00,0.00,-4.70,47.76,-4.70,-4.70,0.0392,0.0014,2565.0,0.00,3.93,0.00,3.93,0.00,2.28,-4.72,2.28,-1.65,0.0507,0.0162,1852.5,0.00,3.67,0.00,3.67,0.00,2.03,-8.26,2.03,-1.64,0.0406,0.0190,1852.5,0.00,0.00,0.00,0.00,0.00,6.89,-56.56,6.89,6.89,0.0475,0.0067,2565.0,0.00,0.00,0.00,0.00,0.00,7.55,-60.70,7.55,7.55,0.0521,0.0081,2565.0,0.00,0.00,4.94,4.94,0.00,-2.66,21.84,-2.66,-7.60,0.0592,0.0279,2137.5,0.00,0.00,4.94,4.94,0.00,-2.98,23.73,-2.98,-7.91,0.0662,0.0285,2137.5,-0.04,6.44,3.91,-0.0460,1.1168,-0.0397,-0.1547,0.1353,8,-0.01,-0.01,0.0042,1.4110,-0.1305,-0.0244,0.0133,-0.0313,0.0063,1
7.040,704,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-3.94,42.19,-3.94,-3.94,0.0328,0.0024,2565.0,0.00,0.00,0.00,0.00,0.00,-4.28,44.48,-4.28,-4.28,0.0357,0.0017,2565.0,0.00,3.93,0.00,3.93,0.00,2.23,-4.95,2.23,-1.70,0.0495,0.0168,1852.5,0.00,3.67,0.00,3.67,0.00,1.95,-7.82,1.95,-1.72,0.0390,0.0192,1852.5,0.00,0.00,0.00,0.00,0.00,6.41,-51.39,6.41,6.41,0.0442,0.0069,2565.0,0.00,0.00,0.00,0.00,0.00,7.05,-55.54,7.05,7.05,0.0486,0.0082,2565.0,0.00,0.00,7.23,7.23,0.00,-2.50,18.98,-2.50,-9.73,0.0555,0.0347,2137.5,0.00,0.00,7.23,7.23,0.00,-2.80,20.87,-2.80,-10.03,0.0623,0.0353,2137.5,0.04,6.28,3.91,-0.0460,1.1173,-0.0449,-0.1547,0.1353,8,-0.01,-0.01,0.0039,1.4110,-0.1308,-0.0244,0.0047,-0.0301,0.0062,1
7.050,705,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-3.56,38.57,-3.56,-3.56,0.0297,0.0024,2565.0,0.00,0.00,0.00,0.00,0.00,-3.89,40.73,-3.89,-3.89,0.0324,0.0016,2565.0,0.00,3.93,0.00,3.93,0.00,2.17,-5.24,2.17,-1.76,0.0481,0.0175,1852.5,0.00,3.67,0.00,3.67,0.00,1.87,-7.85,1.87,-1.80,0.0374,0.0199,1852.5,0.00,0.00,0.00,0.00,0.00,5.96,-48.10,5.96,5.96,0.0411,0.0063,2565.0,0.00,0.00,0.00,0.00,0.00,6.58,-52.08,6.58,6.58,0.0454,0.0075,2565.0,0.00,0.00,4.94,4.94,0.00,-2.34,18.16,-2.34,-7.28,0.0520,0.0283,2137.5,0.00,0.00,4.94,4.94,0.00,-2.63,20.00,-2.63,-7.57,0.0586,0.0288,2137.5,0.12,6.12,3.91,-0.0460,1.1177,-0.0382,-0.1547,0.1353,8,-0.01,-0.01,0.0037,1.4108,-0.1311,-0.0238,-0.0036,-0.0291,0.0062,1
7.060,706,LOCKOUT,None,0.0000,0.00,0.00,0.00,0.00,0.00,-3.21,35.67,-3.21,-3.21,0.0268,0.0027,2565.0,0.00,0.00,0.00,0.00,0.00,-3.53,37.77,-3.53,-3.53,0.0294,0.0019,2565.0,0.00,3.93,0.00,3.93,0.00,2.10,-5.32,2.10,-1.83,0.0467,0.0181,1852.5,0.00,3.67,0.00,3.67,0.00,1.79,-7.62,1.79,-1.88,0.0359,0.0203,1852.5,0.00,0.00,0.00,0.00,0.00,5.56,-43.43,5.56,5.56,0.0383,0.0066,2565.0,0.00,0.00,0.00,0.00,0.00,6.15,-47.33,6.15,6.15,0.0424,0.0077,2565.0,0.00,0.00,7.14,7.14,0.00,-2.21,15.48,-2.21,-9.35,0.0492,0.0352,2137.5,0.00,0.00,7.14,7.14,0.00,-2.49,17.35,-2.49,-9.63,0.0554,0.0357,2137.5,0.18,5.98,3.91,-0.0460,1.1179,-0.0445,-0.1547,0.1353,8,-0.01,-0.01,0.0034,1.4107,-0.1314,-0.0239,-0.0109,-0.0284,0.0062,1
