load_kg,tick,sq,world_trunk_pitch,ref_world_trunk_pitch,trunk_excess,pelvis_world_pitch,thigh_world_pitch,shank_world_pitch,hip_nominal,hip_actual,hip_excess,abdomen_nominal,abdomen_actual,abdomen_excess,thorax_nominal,thorax_actual,thorax_excess,bar_ap,support_center,cop_ap,bar_rel_support,bar_rel_cop,saddle_separation,saddle_attached,com_ap,support_min,support_max
25,398,1.0000,44.138,35.970,8.168,21.028,86.302,-144.218,-111.000,-114.732,-3.732,6.397,17.100,10.702,9.592,15.478,5.886,-0.01795,-0.00972,-0.03817,-0.00823,0.02021,0.00363,1,-0.04067,-0.15472,0.13528
25,399,1.0000,44.136,35.970,8.166,21.023,86.298,-144.221,-111.000,-114.729,-3.729,6.397,17.093,10.695,9.592,15.468,5.877,-0.01792,-0.00972,-0.04371,-0.00820,0.02579,0.00364,1,-0.04065,-0.15472,0.13528
25,400,1.0000,44.142,35.970,8.172,21.032,86.310,-144.215,-111.000,-114.728,-3.728,6.397,17.102,10.705,9.592,15.473,5.881,-0.01789,-0.00972,-0.03781,-0.00817,0.01991,0.00363,1,-0.04063,-0.15472,0.13528
25,401,1.0000,44.140,35.970,8.170,21.028,86.307,-144.218,-111.000,-114.725,-3.725,6.397,17.095,10.697,9.592,15.464,5.872,-0.01786,-0.00972,-0.04364,-0.00814,0.02578,0.00363,1,-0.04061,-0.15472,0.13528
25,402,1.0000,44.146,35.970,8.176,21.037,86.319,-144.213,-111.000,-114.724,-3.724,6.397,17.104,10.707,9.592,15.469,5.877,-0.01783,-0.00972,-0.03772,-0.00811,0.01989,0.00362,1,-0.04058,-0.15472,0.13528
25,403,1.0000,44.144,35.970,8.174,21.032,86.315,-144.216,-111.000,-114.721,-3.721,6.397,17.097,10.699,9.592,15.460,5.869,-0.01780,-0.00972,-0.04358,-0.00808,0.02577,0.00363,1,-0.04056,-0.15472,0.13528
25,404,1.0000,44.150,35.970,8.180,21.041,86.327,-144.211,-111.000,-114.720,-3.720,6.397,17.106,10.708,9.592,15.466,5.874,-0.01777,-0.00972,-0.03766,-0.00805,0.01989,0.00362,1,-0.04054,-0.15472,0.13528
25,405,1.0000,44.148,35.970,8.178,21.036,86.324,-144.214,-111.000,-114.717,-3.717,6.397,17.098,10.700,9.592,15.458,5.866,-0.01774,-0.00972,-0.04353,-0.00802,0.02578,0.00363,1,-0.04052,-0.15472,0.13528
25,406,1.0000,44.154,35.970,8.184,21.046,86.335,-144.211,-111.000,-114.715,-3.715,6.397,17.106,10.709,9.592,15.464,5.873,-0.01771,-0.00972,-0.03763,-0.00799,0.01992,0.00362,1,-0.04050,-0.15472,0.13528
25,407,1.0000,44.152,35.970,8.182,21.041,86.332,-144.214,-111.000,-114.713,-3.713,6.397,17.098,10.701,9.592,15.458,5.866,-0.01768,-0.00972,-0.04349,-0.00796,0.02581,0.00362,1,-0.04047,-0.15472,0.13528
25,408,1.0000,44.157,35.970,8.187,21.050,86.341,-144.211,-111.000,-114.711,-3.711,6.397,17.106,10.709,9.592,15.464,5.873,-0.01765,-0.00972,-0.03761,-0.00793,0.01996,0.00362,1,-0.04045,-0.15472,0.13528
25,409,1.0000,44.156,35.970,8.186,21.043,86.338,-144.215,-111.000,-114.712,-3.712,6.397,17.098,10.700,9.592,15.464,5.873,-0.01762,-0.00972,-0.04322,-0.00790,0.02560,0.00363,1,-0.04043,-0.15472,0.13528
25,410,1.0000,44.161,35.970,8.191,21.053,86.347,-144.212,-111.000,-114.707,-3.707,6.397,17.105,10.708,9.592,15.469,5.878,-0.01759,-0.00972,-0.03740,-0.00787,0.01981,0.00363,1,-0.04041,-0.15472,0.13528
25,411,1.0000,44.160,35.970,8.190,21.046,86.345,-144.216,-111.000,-114.709,-3.709,6.397,17.096,10.699,9.592,15.471,5.879,-0.01756,-0.00972,-0.04312,-0.00784,0.02556,0.00363,1,-0.04039,-0.15472,0.13528
25,412,1.0000,44.165,35.970,8.195,21.057,86.354,-144.213,-111.000,-114.703,-3.703,6.397,17.103,10.706,9.592,15.475,5.883,-0.01753,-0.00972,-0.03735,-0.00781,0.01982,0.00363,1,-0.04036,-0.15472,0.13528
25,413,1.0000,44.165,35.970,8.195,21.051,86.353,-144.218,-111.000,-114.705,-3.705,6.397,17.093,10.696,9.592,15.475,5.884,-0.01750,-0.00972,-0.04304,-0.00778,0.02554,0.00363,1,-0.04034,-0.15472,0.13528
25,414,1.0000,44.170,35.970,8.200,21.062,86.362,-144.216,-111.000,-114.700,-3.700,6.397,17.100,10.703,9.592,15.478,5.886,-0.01747,-0.00972,-0.03729,-0.00775,0.01982,0.00363,1,-0.04032,-0.15472,0.13528
25,415,1.0000,44.170,35.970,8.200,21.057,86.360,-144.222,-111.000,-114.703,-3.703,6.397,17.090,10.693,9.592,15.478,5.887,-0.01745,-0.00972,-0.04299,-0.00773,0.02555,0.00363,1,-0.04030,-0.15472,0.13528
25,416,1.0000,44.175,35.970,8.205,21.069,86.368,-144.220,-111.000,-114.699,-3.699,6.397,17.097,10.699,9.592,15.479,5.887,-0.01742,-0.00972,-0.03726,-0.00770,0.01984,0.00363,1,-0.04028,-0.15472,0.13528
25,417,1.0000,44.175,35.970,8.205,21.064,86.366,-144.227,-111.000,-114.703,-3.703,6.397,17.087,10.690,9.592,15.478,5.886,-0.01739,-0.00972,-0.04292,-0.00767,0.02553,0.00363,1,-0.04026,-0.15472,0.13528
25,418,1.0000,44.179,35.970,8.209,21.077,86.375,-144.224,-111.000,-114.700,-3.700,6.397,17.094,10.696,9.592,15.478,5.886,-0.01737,-0.00972,-0.03720,-0.00765,0.01983,0.00363,1,-0.04024,-0.15472,0.13528
25,419,1.0000,44.179,35.970,8.209,21.072,86.373,-144.231,-111.000,-114.704,-3.704,6.397,17.084,10.686,9.592,15.476,5.884,-0.01734,-0.00972,-0.04286,-0.00763,0.02552,0.00364,1,-0.04022,-0.15472,0.13528
25,420,1.0000,44.184,35.970,8.214,21.085,86.382,-144.229,-111.000,-114.701,-3.701,6.397,17.090,10.692,9.592,15.475,5.883,-0.01732,-0.00972,-0.03713,-0.00760,0.01981,0.00363,1,-0.04020,-0.15472,0.13528
