phase,hold_tick,com_ap,com_ref_ap,com_ap_error,com_speed,desired_com_accel,cop_desired_unclamped,cop_desired,cop_measured,cop_error,raw_ankle_offset_deg,final_ankle_offset_deg,posture_guard_scale,posture_error_rad,posture_limit_proximity,limit_driver_joint,limit_driver_proximity,ankle_authority_fraction,ankle_saturated,hip_blend,hip_offset_deg,trunk_offset_deg,knee_prox,hip_prox,abdomen_prox,thorax_prox,ankle_prox,ankle_dorsiflexion_deg,knee_flexion_deg,chain_max_demand,support_min,support_max,contacts
0.90,100,-0.1842,-0.1172,-0.0670,0.1329,2.9280,-0.3638,-0.1248,-0.1547,-0.0300,33.574,0.000,0.0000,0.1878,0.8951,left_thigh,0.8951,0.0000,0,0.000,0.000,0.000,0.808,0.895,0.263,0.246,0.381,17.16,117.19,0.072,-0.1548,0.1353,8
0.90,105,-0.1915,-0.1172,-0.0742,0.1549,3.3384,-0.3960,-0.1247,-0.1547,-0.0300,33.580,0.000,0.0000,0.1885,0.8951,left_thigh,0.8951,0.0000,0,0.000,0.000,0.000,0.808,0.895,0.263,0.246,0.380,17.08,117.22,0.072,-0.1547,0.1353,8
0.90,110,-0.2000,-0.1172,-0.0827,0.1819,3.8337,-0.4346,-0.1247,-0.1547,-0.0299,33.548,0.000,0.0000,0.1889,0.8952,left_thigh,0.8952,0.0000,0,0.000,0.000,0.000,0.809,0.895,0.263,0.246,0.378,17.00,117.24,0.071,-0.1547,0.1352,8
0.90,115,-0.2100,-0.1173,-0.0927,0.2148,4.4304,-0.4808,-0.1248,-0.1546,-0.0299,33.492,0.000,0.0000,0.1889,0.8953,left_thigh,0.8954,0.0000,0,0.000,0.000,0.000,0.809,0.895,0.263,0.247,0.376,16.93,117.24,0.071,-0.1548,0.1352,8
0.90,120,-0.2219,-0.2621,0.0402,0.2546,2.2503,-0.3591,-0.1546,-0.1546,0.0000,-0.016,0.000,0.0000,0.1889,0.8955,left_thigh,0.8956,0.0000,0,0.000,0.000,0.000,0.809,0.896,0.263,0.247,0.375,16.86,117.24,0.071,-0.1547,-0.1544,4
0.90,125,-0.2360,-0.2620,0.0260,0.3025,3.1089,-0.4250,-0.1546,-0.1545,0.0000,-0.053,0.000,0.0000,0.1886,0.8957,left_thigh,0.8958,0.0000,0,0.000,0.000,0.000,0.808,0.896,0.263,0.248,0.372,16.75,117.22,0.071,-0.1547,-0.1544,4
0.90,130,-0.2528,-0.1839,-0.0689,0.3597,5.6948,-0.5976,-0.1246,-0.1545,-0.0299,33.469,0.000,0.0000,0.1882,0.8959,left_thigh,0.8959,0.0000,0,0.000,0.000,0.000,0.808,0.896,0.263,0.248,0.368,16.58,117.18,0.070,-0.1546,0.0018,6
0.90,135,-0.2727,-0.2618,-0.0110,0.4277,5.3514,-0.5947,-0.1544,-0.1543,0.0001,-0.147,0.000,0.0000,0.1872,0.8959,left_thigh,0.8959,0.0000,0,0.000,0.000,0.000,0.808,0.896,0.262,0.249,0.363,16.34,117.13,0.069,-0.1550,-0.1535,4
0.90,140,-0.2964,-0.2120,-0.0844,0.5078,7.7819,-0.7605,-0.1253,-0.1542,-0.0289,32.341,0.000,0.0000,0.1858,0.8958,left_thigh,0.8957,0.0000,0,0.000,0.000,0.000,0.807,0.896,0.262,0.249,0.356,16.01,117.04,0.068,-0.1553,-0.0538,8
0.90,145,-0.3245,-0.2615,-0.0630,0.6018,8.4811,-0.8239,-0.1544,-0.1541,0.0002,-0.280,0.000,0.0000,0.1840,0.8954,left_thigh,0.8954,0.0000,0,0.000,0.000,0.000,0.806,0.895,0.260,0.250,0.347,15.62,116.94,0.067,-0.1556,-0.1525,4
0.90,150,-0.3578,-0.2615,-0.0963,0.7092,10.4352,-0.9610,-0.1544,-0.1540,0.0004,-0.459,0.000,0.0000,0.1809,0.8950,left_thigh,0.8949,0.0000,0,0.000,0.000,0.000,0.805,0.895,0.259,0.250,0.335,15.06,116.74,0.065,-0.1561,-0.1518,4
0.90,155,-0.3967,-0.2370,-0.1597,0.8301,13.1530,-1.1373,-0.1350,-0.1540,-0.0190,21.277,0.000,0.0000,0.1758,0.8948,left_thigh,0.8942,0.0000,0,0.000,0.000,0.000,0.803,0.894,0.256,0.250,0.317,14.29,116.41,0.060,-0.1568,-0.1023,6
0.90,160,-0.4420,-0.2399,-0.2021,0.9611,15.5704,-1.2857,-0.1374,-0.1542,-0.0168,18.844,0.000,0.0000,0.1677,0.8943,left_thigh,0.8932,0.0000,0,0.000,0.000,0.000,0.799,0.893,0.252,0.250,0.296,13.30,115.90,0.055,-0.1573,-0.1076,6
0.90,165,-0.4940,-0.2455,-0.2485,1.0958,18.1080,-1.4217,-0.1420,-0.1551,-0.0131,14.644,0.000,0.0000,0.1558,0.8931,left_thigh,0.8918,0.0000,0,0.000,0.000,0.000,0.794,0.892,0.246,0.248,0.271,12.21,115.17,0.060,-0.1580,-0.1181,6
0.90,170,-0.5525,-0.2475,-0.3050,1.2236,20.7632,-1.5321,-0.1437,-0.1564,-0.0127,14.281,0.000,0.0000,0.1384,0.8909,left_thigh,0.8900,0.0000,0,0.000,0.000,0.000,0.787,0.890,0.238,0.245,0.250,11.25,114.11,0.056,-0.1584,-0.1216,6
0.90,175,-0.6167,-0.2498,-0.3669,1.3277,23.2416,-1.5858,-0.1454,-0.1567,-0.0113,12.643,0.000,0.0000,0.1141,0.8881,left_thigh,0.8875,0.0000,0,0.000,0.000,0.000,0.777,0.888,0.227,0.240,0.248,11.18,112.62,0.054,-0.1578,-0.1269,8
0.90,180,-0.6838,-0.2700,-0.4138,1.3136,23.9254,-1.5443,-0.1652,-0.1625,0.0026,7.136,0.000,0.0000,0.0951,0.8657,left_thigh,0.8556,0.0000,0,0.000,0.000,0.000,0.771,0.856,0.206,0.217,0.318,14.31,111.82,0.089,-0.1757,-0.1494,8
0.90,185,-0.7457,-0.2669,-0.4298,1.2104,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0803,0.8350,left_thigh,0.8335,0.0000,0,0.000,0.000,0.000,0.764,0.834,0.157,0.179,0.403,18.13,110.75,0.050,-0.7457,-0.7457,0
0.90,190,-0.8057,-0.2669,-0.4298,1.2043,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0794,0.8346,left_thigh,0.8355,0.0000,0,0.000,0.000,0.000,0.754,0.835,0.105,0.159,0.460,20.71,109.31,0.054,-0.8057,-0.8057,0
0.90,195,-0.8663,-0.2669,-0.4298,1.2170,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0716,0.8383,left_thigh,0.8384,0.0000,0,0.000,0.000,0.000,0.746,0.838,0.085,0.155,0.499,22.47,108.16,0.024,-0.8663,-0.8663,0
0.90,200,-0.9256,-0.2669,-0.4298,1.1350,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0740,0.8375,left_thigh,0.8355,0.0000,0,0.000,0.000,0.000,0.748,0.836,0.077,0.150,0.525,23.60,108.46,0.089,-0.9256,-0.9256,0
0.90,205,-0.9712,-0.2669,-0.4298,0.7457,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0526,0.8490,left_thigh,0.8552,0.0000,0,0.000,0.000,0.000,0.744,0.855,0.180,0.218,0.545,24.52,107.92,0.101,-0.9712,-0.9712,0
0.90,210,-0.9980,-0.2669,-0.4298,0.4002,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0740,0.8744,left_thigh,0.8779,0.0000,0,0.000,0.000,0.000,0.739,0.878,0.248,0.256,0.560,25.22,107.14,0.090,-0.9980,-0.9980,0
0.90,215,-1.0083,-0.2669,-0.4298,0.0808,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.1074,0.8903,left_thigh,0.8894,0.0000,0,0.000,0.000,0.000,0.736,0.889,0.285,0.265,0.570,25.65,106.74,0.069,-1.0083,-1.0083,0
0.90,220,-1.0065,-0.2669,-0.4298,0.1019,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.1181,0.8976,left_thigh,0.8928,0.0000,0,0.000,0.000,0.000,0.735,0.893,0.292,0.259,0.575,25.89,106.58,0.049,-1.0065,-1.0065,0
0.90,225,-1.0001,-0.2669,-0.4298,0.1368,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.1031,0.8910,left_thigh,0.8833,0.0000,0,0.000,0.000,0.000,0.739,0.883,0.270,0.250,0.576,25.92,107.11,0.033,-1.0001,-1.0001,0
0.90,230,-0.9933,-0.2669,-0.4298,0.1418,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0880,0.8772,left_thigh,0.8716,0.0000,0,0.000,0.000,0.000,0.741,0.872,0.251,0.235,0.576,25.90,107.41,0.020,-0.9933,-0.9933,0
0.90,235,-0.9861,-0.2669,-0.4298,0.1435,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0688,0.8682,left_thigh,0.8653,0.0000,0,0.000,0.000,0.000,0.742,0.865,0.224,0.220,0.575,25.88,107.62,0.010,-0.9861,-0.9861,0
0.90,240,-0.9795,-0.2669,-0.4298,0.1264,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0469,0.8631,left_thigh,0.8627,0.0000,0,0.000,0.000,0.000,0.743,0.863,0.196,0.208,0.575,25.86,107.75,0.013,-0.9795,-0.9795,0
0.90,245,-0.9741,-0.2669,-0.4298,0.1020,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0303,0.8618,left_thigh,0.8617,0.0000,0,0.000,0.000,0.000,0.744,0.862,0.171,0.198,0.575,25.86,107.84,0.016,-0.9741,-0.9741,0
0.90,249,-0.9705,-0.2669,-0.4298,0.0851,23.8940,-1.5459,-0.1612,-0.1594,0.0018,9.204,0.000,0.0000,0.0253,0.8616,left_thigh,0.8616,0.0000,0,0.000,0.000,0.000,0.744,0.862,0.154,0.192,0.575,25.86,107.88,0.018,-0.9705,-0.9705,0
1.00,0,0.0154,-0.0318,0.0472,0.1412,-2.6384,0.1709,0.1053,-0.0057,-0.1110,124.375,0.000,0.0000,0.1486,0.9350,left_thigh,0.9328,0.0000,0,0.000,0.000,0.000,0.819,0.933,0.332,0.280,0.818,36.80,118.70,0.083,-0.1547,0.1353,8
1.00,5,0.0228,-0.0318,0.0546,0.1519,-2.9151,0.1919,0.1053,0.0041,-0.1012,113.445,0.000,0.0000,0.1476,0.9467,left_thigh,0.9449,0.0000,0,0.000,0.000,0.000,0.828,0.945,0.330,0.279,0.840,37.79,120.02,0.084,-0.1547,0.1353,8
1.00,10,0.0307,-0.0318,0.0625,0.1642,-3.2209,0.2143,0.1053,0.0041,-0.1011,113.366,0.000,0.0000,0.1508,0.9564,left_thigh,0.9538,0.0000,0,0.000,0.000,0.000,0.836,0.954,0.335,0.281,0.864,38.89,121.27,0.092,-0.1547,0.1353,8
1.00,15,0.0394,-0.0318,0.0712,0.1810,-3.5962,0.2411,0.1053,0.0101,-0.0951,106.655,0.000,0.0000,0.1568,0.9635,left_thigh,0.9603,0.0000,0,0.000,0.000,0.000,0.843,0.960,0.343,0.285,0.890,40.03,122.17,0.100,-0.1547,0.1353,8
1.00,20,0.0490,-0.0318,0.0808,0.2006,-4.0230,0.2718,0.1053,0.0202,-0.0851,95.338,0.000,0.0000,0.1630,0.9686,left_thigh,0.9647,0.0000,0,0.000,0.000,0.000,0.846,0.965,0.351,0.288,0.916,41.22,122.67,0.108,-0.1547,0.1353,8
1.00,25,0.0597,-0.0318,0.0915,0.2264,-4.5474,0.3091,0.1053,0.0317,-0.0736,82.531,0.000,0.0000,0.1656,0.9706,left_thigh,0.9671,0.0000,0,0.000,0.000,0.000,0.847,0.967,0.353,0.291,0.946,42.55,122.81,0.121,-0.1547,0.1353,8
1.00,30,0.0718,-0.0318,0.1036,0.2523,-5.1006,0.3497,0.1053,0.0509,-0.0544,60.990,0.000,0.0000,0.1642,0.9713,left_thigh,0.9670,0.0000,0,0.000,0.000,0.000,0.847,0.967,0.351,0.292,0.980,44.09,122.77,0.132,-0.1547,0.1353,8
1.00,35,0.0847,-0.0318,0.1165,0.2597,-5.4459,0.3795,0.1053,0.0720,-0.0333,37.319,0.000,0.0000,0.1631,0.9716,left_thigh,0.9673,0.0000,0,0.000,0.000,0.000,0.845,0.967,0.349,0.292,1.000,45.61,122.57,0.143,-0.1547,0.1353,8
1.00,40,0.0976,-0.0318,0.1295,0.2549,-5.6441,0.4019,0.1053,0.1353,0.0300,-33.628,0.000,0.0000,0.1633,0.9710,left_thigh,0.9677,0.0000,0,0.000,0.000,0.000,0.846,0.968,0.349,0.295,1.000,46.27,122.66,0.116,-0.1547,0.1353,8
1.00,45,0.1094,-0.0317,0.1411,0.2237,-5.4880,0.4060,0.1054,0.1354,0.0300,-33.604,0.000,0.0000,0.1610,0.9711,left_thigh,0.9685,0.0000,0,0.000,0.000,0.000,0.846,0.969,0.347,0.295,1.000,46.04,122.68,0.117,-0.1546,0.1354,8
1.00,50,0.1198,-0.0317,0.1515,0.2022,-5.4174,0.4134,0.1053,0.1353,0.0299,-33.559,0.000,0.0000,0.1602,0.9713,left_thigh,0.9690,0.0000,0,0.000,0.000,0.000,0.844,0.969,0.346,0.295,1.000,46.04,122.41,0.120,-0.1546,0.1353,8
1.00,55,0.1294,-0.0316,0.1610,0.1935,-5.4893,0.4275,0.1053,0.1352,0.0299,-33.527,0.000,0.0000,0.1602,0.9710,left_thigh,0.9693,0.0000,0,0.000,0.000,0.000,0.843,0.969,0.346,0.295,1.000,46.11,122.22,0.119,-0.1544,0.1353,6
1.00,60,0.1387,0.1130,0.0258,0.1922,-2.7662,0.2891,0.1351,0.1351,0.0000,-0.008,0.000,0.0000,0.1607,0.9705,left_thigh,0.9695,0.0000,0,0.000,0.000,0.000,0.842,0.969,0.347,0.295,1.000,46.18,122.13,0.118,0.1349,0.1352,4
1.00,65,0.1483,0.0140,0.1343,0.1974,-5.0023,0.4202,0.1050,0.1350,0.0299,-33.571,0.000,0.0000,0.1614,0.9699,left_thigh,0.9695,0.0000,0,0.000,0.000,0.000,0.842,0.970,0.348,0.295,1.000,46.21,122.09,0.118,-0.0629,0.1350,6
1.00,70,0.1582,0.0305,0.1277,0.2082,-5.0174,0.4309,0.1050,0.1350,0.0299,-33.568,0.000,0.0000,0.1624,0.9696,left_thigh,0.9697,0.0000,0,0.000,0.000,0.000,0.842,0.970,0.349,0.294,1.000,46.25,122.08,0.117,-0.0298,0.1350,6
1.00,75,0.1690,0.0425,0.1265,0.2258,-5.2200,0.4525,0.1050,0.1349,0.0299,-33.486,0.000,0.0000,0.1633,0.9697,left_thigh,0.9696,0.0000,0,0.000,0.000,0.000,0.842,0.970,0.350,0.294,1.000,46.29,122.08,0.116,-0.0059,0.1350,6
1.00,80,0.1810,0.0523,0.1287,0.2514,-5.5832,0.4837,0.1050,0.1348,0.0298,-33.388,0.000,0.0000,0.1645,0.9696,left_thigh,0.9695,0.0000,0,0.000,0.000,0.000,0.842,0.970,0.352,0.293,1.000,46.35,122.06,0.114,0.0137,0.1350,6
1.00,85,0.1946,0.0607,0.1339,0.2874,-6.1256,0.5259,0.1051,0.1347,0.0296,-33.168,0.000,0.0000,0.1657,0.9694,left_thigh,0.9694,0.0000,0,0.000,0.000,0.000,0.842,0.969,0.353,0.293,1.000,46.41,122.02,0.114,0.0304,0.1351,8
1.00,90,0.2102,0.1124,0.0978,0.3335,-5.9575,0.5313,0.1347,0.1346,-0.0001,0.133,0.000,0.0000,0.1669,0.9692,left_thigh,0.9691,0.0000,0,0.000,0.000,0.000,0.841,0.969,0.355,0.292,1.000,46.49,121.95,0.110,0.1338,0.1353,4
1.00,95,0.2286,0.1125,0.1161,0.3911,-7.0136,0.6046,0.1347,0.1345,-0.0002,0.265,0.000,0.0000,0.1682,0.9689,left_thigh,0.9688,0.0000,0,0.000,0.000,0.000,0.840,0.969,0.357,0.291,1.000,46.59,121.86,0.109,0.1337,0.1354,4
1.00,100,0.2502,0.1122,0.1379,0.4622,-8.3001,0.6916,0.1346,0.1343,-0.0003,0.379,0.000,0.0000,0.1697,0.9685,left_thigh,0.9684,0.0000,0,0.000,0.000,0.000,0.839,0.968,0.358,0.290,1.000,46.69,121.72,0.107,0.1329,0.1357,4
1.00,105,0.2757,0.0854,0.1903,0.5470,-10.3647,0.8205,0.1132,0.1341,0.0209,-23.444,0.000,0.0000,0.1709,0.9681,left_thigh,0.9680,0.0000,0,0.000,0.000,0.000,0.838,0.968,0.360,0.289,1.000,46.84,121.55,0.103,0.0789,0.1361,8
1.00,110,0.3059,0.0900,0.2159,0.6479,-12.0891,0.9304,0.1169,0.1342,0.0172,-19.303,0.000,0.0000,0.1712,0.9682,left_thigh,0.9682,0.0000,0,0.000,0.000,0.000,0.837,0.968,0.360,0.286,1.000,47.03,121.41,0.100,0.0876,0.1365,8
1.00,115,0.3417,0.1114,0.2303,0.7663,-13.7991,1.0364,0.1341,0.1344,0.0002,-0.270,0.000,0.0000,0.1693,0.9676,left_thigh,0.9673,0.0000,0,0.000,0.000,0.000,0.836,0.967,0.357,0.281,1.000,47.38,121.26,0.098,0.1303,0.1367,4
1.00,120,0.3839,0.0968,0.2870,0.9003,-16.5446,1.1863,0.1226,0.1349,0.0123,-13.771,0.000,0.0000,0.1645,0.9656,left_thigh,0.9651,0.0000,0,0.000,0.000,0.000,0.835,0.965,0.349,0.275,1.000,47.66,121.07,0.095,0.1007,0.1371,8
1.00,125,0.4330,0.1102,0.3228,1.0424,-18.9634,1.3036,0.1333,0.1355,0.0022,-2.503,0.000,0.0000,0.1547,0.9623,left_thigh,0.9614,0.0000,0,0.000,0.000,0.000,0.833,0.961,0.336,0.267,1.000,47.99,120.77,0.093,0.1272,0.1374,4
1.00,130,0.4891,0.1090,0.3801,1.1772,-21.7217,1.4073,0.1354,0.1356,0.0002,-0.175,0.000,0.0000,0.1378,0.9572,left_thigh,0.9559,0.0000,0,0.000,0.000,0.000,0.830,0.956,0.312,0.255,1.000,47.71,120.29,0.099,0.1094,0.1528,8
1.00,135,0.5512,0.1197,0.4315,1.2848,-24.0351,1.4455,0.1451,0.1335,-0.0116,12.974,0.000,0.0000,0.1120,0.9501,left_thigh,0.9485,0.0000,0,0.000,0.000,0.000,0.824,0.948,0.277,0.240,1.000,47.18,119.53,0.101,0.1253,0.1583,8
1.00,140,0.6112,0.1260,0.4853,0.8904,-20.3710,1.2574,0.1526,0.1298,-0.0227,25.500,0.000,0.0000,0.1005,0.9405,left_thigh,0.9362,0.0000,0,0.000,0.000,0.000,0.831,0.936,0.168,0.163,1.000,45.38,120.43,0.118,0.1257,0.1705,8
1.00,145,0.6409,0.1186,0.5223,0.5275,-16.7642,1.1605,0.1450,0.1407,-0.0043,2.945,0.000,0.0000,0.1139,0.9259,left_thigh,0.9247,0.0000,0,0.000,0.000,0.000,0.828,0.925,0.095,0.144,0.933,42.01,120.09,0.032,0.1190,0.1624,8
1.00,150,0.6635,0.0923,0.5638,0.3146,-17.1800,1.1805,0.1159,0.1143,-0.0015,-7.261,0.000,0.0000,0.0847,0.9234,left_thigh,0.9229,0.0000,0,0.000,0.000,0.000,0.819,0.923,0.069,0.123,0.827,37.23,118.70,0.058,0.6635,0.6635,0
1.00,155,0.6695,0.0923,0.5638,0.0636,-17.1800,1.1805,0.1159,0.1143,-0.0015,-7.261,0.000,0.0000,0.0680,0.9199,left_thigh,0.9199,0.0000,0,0.000,0.000,0.000,0.811,0.920,0.057,0.125,0.768,34.56,117.62,0.029,0.6695,0.6695,0
1.00,160,0.6678,0.0923,0.5638,0.0933,-17.1800,1.1805,0.1159,0.1143,-0.0015,-7.261,0.000,0.0000,0.0613,0.9215,left_thigh,0.9220,0.0000,0,0.000,0.000,0.000,0.805,0.922,0.068,0.127,0.710,31.96,116.74,0.022,0.6678,0.6678,0
1.00,165,0.6614,0.0587,0.6027,0.1359,-10.4268,0.9782,0.0840,0.0808,-0.0032,-13.267,0.000,0.0000,0.0505,0.9243,left_thigh,0.9250,0.0000,0,0.000,0.000,0.000,0.800,0.925,0.091,0.136,0.665,29.93,115.96,0.017,0.0647,0.0969,8
1.00,170,0.6555,0.0681,0.5874,0.1019,-10.5384,0.9747,0.0965,0.0902,-0.0063,-8.431,0.000,0.0000,0.0444,0.9277,left_thigh,0.9283,0.0000,0,0.000,0.000,0.000,0.796,0.928,0.113,0.142,0.629,28.32,115.43,0.019,0.0586,0.1219,8
1.00,175,0.6521,0.0778,0.5743,0.0476,-10.9575,0.9833,0.1145,0.0999,-0.0146,-2.746,0.000,0.0000,0.0415,0.9299,left_thigh,0.9302,0.0000,0,0.000,0.000,0.000,0.794,0.930,0.125,0.145,0.608,27.37,115.10,0.021,0.0553,0.1445,8
1.00,180,0.6513,0.0843,0.5670,0.0171,-11.3478,0.9940,0.1308,0.1064,-0.0244,1.955,0.000,0.0000,0.0414,0.9306,left_thigh,0.9306,0.0000,0,0.000,0.000,0.000,0.793,0.931,0.128,0.144,0.598,26.93,114.94,0.024,0.0520,0.1608,8
1.00,185,0.6520,0.0843,0.5677,0.0246,-11.5955,1.0023,0.1308,0.1064,-0.0244,1.835,0.000,0.0000,0.0427,0.9302,left_thigh,0.9300,0.0000,0,0.000,0.000,0.000,0.792,0.930,0.126,0.143,0.596,26.81,114.87,0.025,0.0520,0.1608,8
1.00,190,0.6531,0.0843,0.5688,0.0229,-11.6198,1.0043,0.1308,0.1064,-0.0244,1.669,0.000,0.0000,0.0440,0.9294,left_thigh,0.9292,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.122,0.141,0.596,26.82,114.84,0.025,0.0520,0.1608,7
1.00,195,0.6539,0.0815,0.5724,0.0137,-11.5929,1.0045,0.1251,0.1035,-0.0215,-0.036,0.000,0.0000,0.0449,0.9288,left_thigh,0.9287,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.119,0.140,0.597,26.85,114.82,0.025,0.0520,0.1551,6
1.00,200,0.6542,0.0815,0.5728,0.0044,-11.4950,1.0020,0.1251,0.1035,-0.0215,-0.067,0.000,0.0000,0.0453,0.9284,left_thigh,0.9284,0.0000,0,0.000,0.000,0.000,0.792,0.928,0.118,0.140,0.596,26.84,114.80,0.024,0.0520,0.1551,6
1.00,205,0.6542,0.0815,0.5727,0.0019,-11.4321,1.0001,0.1251,0.1035,-0.0215,-0.046,0.000,0.0000,0.0452,0.9284,left_thigh,0.9284,0.0000,0,0.000,0.000,0.000,0.792,0.928,0.118,0.140,0.596,26.80,114.78,0.024,0.0520,0.1551,6
1.00,210,0.6540,0.0815,0.5726,0.0041,-11.4105,0.9992,0.1251,0.1035,-0.0215,-0.009,0.000,0.0000,0.0450,0.9285,left_thigh,0.9285,0.0000,0,0.000,0.000,0.000,0.791,0.929,0.118,0.140,0.595,26.75,114.77,0.024,0.0520,0.1551,6
1.00,215,0.6539,0.0815,0.5724,0.0043,-11.4165,0.9992,0.1251,0.1035,-0.0215,0.022,0.000,0.0000,0.0448,0.9286,left_thigh,0.9287,0.0000,0,0.000,0.000,0.000,0.791,0.929,0.119,0.140,0.594,26.71,114.76,0.024,0.0520,0.1551,6
1.00,220,0.6538,0.0815,0.5723,0.0040,-11.4324,0.9996,0.1251,0.1035,-0.0215,0.038,0.000,0.0000,0.0447,0.9287,left_thigh,0.9287,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.120,0.141,0.593,26.68,114.77,0.024,0.0520,0.1551,6
1.00,225,0.6538,0.0815,0.5723,0.0036,-11.4463,1.0000,0.1251,0.1035,-0.0215,0.041,0.000,0.0000,0.0447,0.9288,left_thigh,0.9288,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.120,0.141,0.592,26.66,114.78,0.024,0.0520,0.1551,6
1.00,230,0.6538,0.0815,0.5723,0.0030,-11.4534,1.0002,0.1251,0.1035,-0.0215,0.038,0.000,0.0000,0.0448,0.9288,left_thigh,0.9288,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.120,0.141,0.592,26.65,114.79,0.024,0.0520,0.1551,6
1.00,235,0.6538,0.0815,0.5723,0.0023,-11.4545,1.0003,0.1251,0.1035,-0.0215,0.034,0.000,0.0000,0.0448,0.9288,left_thigh,0.9288,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.120,0.141,0.592,26.65,114.80,0.024,0.0520,0.1551,6
1.00,240,0.6538,0.0815,0.5724,0.0014,-11.4525,1.0003,0.1251,0.1035,-0.0215,0.031,0.000,0.0000,0.0448,0.9288,left_thigh,0.9288,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.120,0.140,0.592,26.64,114.81,0.024,0.0520,0.1551,6
1.00,245,0.6538,0.0815,0.5724,0.0006,-11.4499,1.0002,0.1251,0.1035,-0.0215,0.030,0.000,0.0000,0.0448,0.9288,left_thigh,0.9288,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.120,0.140,0.592,26.64,114.81,0.024,0.0520,0.1551,6
1.00,249,0.6538,0.0815,0.5724,0.0001,-11.4484,1.0002,0.1251,0.1035,-0.0215,0.030,0.000,0.0000,0.0448,0.9288,left_thigh,0.9288,0.0000,0,0.000,0.000,0.000,0.792,0.929,0.120,0.140,0.592,26.64,114.81,0.024,0.0520,0.1551,6
