tick,sq,state,failure_reason,com_ap,com_vel_ap,capture_ap,sup_ap_min,sup_ap_max,cop_ap,has_cop,contacts,slip_mps,pelvis_y,trunk_pitch_deg,sad_attached,sad_sep_m,sad_force_n,sad_torque_nm,sad_dev_x_deg,sad_dev_y_deg,sad_dev_z_deg,bar_d_ap_m,bar_d_up_m,bar_d_lat_m,max_demand,max_demand_joint,max_torque_ratio,max_torque_joint,chain_demand,chain_demand_joint,chain_track_err_deg,chain_track_joint,chain_limit_prox,chain_limit_joint,chain_cmd_offset_deg,chain_cmd_joint,posture_err_rad,posture_worst_joint,max_omega,max_speed
10,0.0330,DESCENT,NONE,-0.0472,-0.0031,-0.0482,-0.1547,0.1353,-0.0536,1,8,0.0017,0.9734,-5.66,1,0.0064,0.0,0.0,0.24,0.69,0.04,-0.0389,-0.0673,-0.0003,0.209,left_upper_arm,0.076,left_upper_arm,0.067,abdomen,8.67,abdomen,0.233,abdomen,2.12,left_foot,0.1504,abdomen,3.48,0.19
11,0.0360,DESCENT,NONE,-0.0472,-0.0029,-0.0482,-0.1547,0.1353,-0.0472,1,8,0.0015,0.9734,-5.63,1,0.0063,0.0,0.0,0.22,0.68,0.01,-0.0388,-0.0672,-0.0003,0.211,left_upper_arm,0.076,left_upper_arm,0.067,abdomen,8.73,abdomen,0.233,abdomen,0.27,left_foot,0.1514,abdomen,3.20,0.17
12,0.0390,DESCENT,NONE,-0.0473,-0.0029,-0.0482,-0.1547,0.1353,-0.0521,1,8,0.0016,0.9734,-5.58,1,0.0062,0.0,0.0,0.20,0.67,-0.02,-0.0388,-0.0672,-0.0003,0.213,left_upper_arm,0.076,left_upper_arm,0.067,abdomen,8.79,abdomen,0.233,abdomen,1.66,left_foot,0.1525,abdomen,2.94,0.16
13,0.0420,DESCENT,NONE,-0.0473,-0.0029,-0.0482,-0.1547,0.1353,-0.0491,1,8,0.0014,0.9733,-5.53,1,0.0061,0.0,0.0,0.19,0.65,-0.04,-0.0387,-0.0671,-0.0003,0.215,left_upper_arm,0.076,left_upper_arm,0.068,abdomen,8.84,abdomen,0.233,abdomen,0.36,left_foot,0.1534,abdomen,1.93,0.07
14,0.0450,DESCENT,NONE,-0.0473,-0.0029,-0.0483,-0.1547,0.1353,-0.0545,1,8,0.0018,0.9733,-5.46,1,0.0061,0.0,0.0,0.19,0.61,-0.05,-0.0387,-0.0672,-0.0003,0.225,left_upper_arm,0.075,left_upper_arm,0.067,abdomen,8.88,abdomen,0.233,abdomen,2.61,left_foot,0.1543,abdomen,2.87,0.07
15,0.0480,DESCENT,NONE,-0.0473,-0.0028,-0.0483,-0.1547,0.1353,-0.0481,1,8,0.0018,0.9732,-5.38,1,0.0062,0.0,0.0,0.20,0.58,-0.05,-0.0388,-0.0672,-0.0002,0.238,right_hand,0.074,left_upper_arm,0.067,abdomen,8.92,abdomen,0.233,abdomen,0.34,left_foot,0.1551,abdomen,1.39,0.08
16,0.0510,DESCENT,NONE,-0.0474,-0.0029,-0.0483,-0.1547,0.1353,-0.0533,1,8,0.0023,0.9731,-5.30,1,0.0063,0.0,0.0,0.20,0.54,-0.05,-0.0388,-0.0673,-0.0002,0.230,left_upper_arm,0.074,left_upper_arm,0.067,abdomen,8.96,abdomen,0.232,abdomen,2.61,left_foot,0.1558,abdomen,1.95,0.06
17,0.0540,DESCENT,NONE,-0.0474,-0.0028,-0.0483,-0.1547,0.1353,-0.0467,1,8,0.0022,0.9731,-5.21,1,0.0063,0.0,0.0,0.21,0.50,-0.05,-0.0388,-0.0673,-0.0002,0.231,left_upper_arm,0.074,left_upper_arm,0.067,abdomen,8.99,abdomen,0.231,abdomen,0.33,left_foot,0.1564,abdomen,1.52,0.07
18,0.0570,DESCENT,NONE,-0.0474,-0.0030,-0.0484,-0.1547,0.1353,-0.0515,1,8,0.0023,0.9730,-5.11,1,0.0064,0.0,0.0,0.21,0.47,-0.05,-0.0389,-0.0674,-0.0002,0.231,left_upper_arm,0.074,left_upper_arm,0.067,abdomen,9.02,abdomen,0.231,abdomen,1.86,left_foot,0.1569,abdomen,1.93,0.08
19,0.0600,DESCENT,NONE,-0.0474,-0.0031,-0.0485,-0.1547,0.1353,-0.0475,1,8,0.0019,0.9729,-5.00,1,0.0064,0.0,0.0,0.22,0.44,-0.05,-0.0389,-0.0674,-0.0002,0.231,left_upper_arm,0.074,left_upper_arm,0.067,abdomen,9.04,abdomen,0.230,abdomen,0.44,left_foot,0.1574,abdomen,1.22,0.09
20,0.0630,DESCENT,NONE,-0.0475,-0.0034,-0.0486,-0.1547,0.1353,-0.0527,1,8,0.0020,0.9728,-4.89,1,0.0065,0.0,0.0,0.22,0.41,-0.05,-0.0389,-0.0674,-0.0001,0.230,left_upper_arm,0.073,left_upper_arm,0.067,abdomen,9.06,abdomen,0.229,abdomen,1.86,left_foot,0.1578,abdomen,1.88,0.10
21,0.0660,DESCENT,NONE,-0.0475,-0.0036,-0.0487,-0.1547,0.1353,-0.0475,1,8,0.0017,0.9727,-4.77,1,0.0065,0.0,0.0,0.23,0.38,-0.05,-0.0389,-0.0675,-0.0001,0.233,left_upper_arm,0.074,left_upper_arm,0.066,abdomen,9.07,abdomen,0.228,abdomen,0.44,left_foot,0.1581,abdomen,1.12,0.10
22,0.0690,DESCENT,NONE,-0.0475,-0.0039,-0.0489,-0.1547,0.1353,-0.0527,1,8,0.0019,0.9726,-4.63,1,0.0065,0.0,0.0,0.23,0.36,-0.05,-0.0389,-0.0675,-0.0001,0.231,left_upper_arm,0.073,left_upper_arm,0.066,abdomen,9.08,abdomen,0.226,abdomen,1.86,left_foot,0.1583,abdomen,1.28,0.11
23,0.0720,DESCENT,NONE,-0.0476,-0.0041,-0.0489,-0.1547,0.1353,-0.0476,1,8,0.0016,0.9724,-4.50,1,0.0065,0.0,0.0,0.24,0.34,-0.05,-0.0389,-0.0675,-0.0001,0.233,left_upper_arm,0.073,left_upper_arm,0.066,abdomen,9.08,abdomen,0.225,abdomen,0.44,left_foot,0.1584,abdomen,1.03,0.12
24,0.0750,DESCENT,NONE,-0.0476,-0.0044,-0.0491,-0.1547,0.1353,-0.0528,1,8,0.0017,0.9723,-4.35,1,0.0066,0.0,0.0,0.24,0.32,-0.05,-0.0389,-0.0675,-0.0001,0.232,left_upper_arm,0.073,left_upper_arm,0.065,abdomen,9.07,abdomen,0.223,abdomen,1.27,left_foot,0.1584,abdomen,1.04,0.12
25,0.0780,DESCENT,NONE,-0.0477,-0.0045,-0.0492,-0.1547,0.1353,-0.0507,1,8,0.0014,0.9721,-4.20,1,0.0066,0.0,0.0,0.25,0.30,-0.05,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.073,left_upper_arm,0.065,abdomen,9.07,abdomen,0.222,abdomen,1.02,left_foot,0.1584,abdomen,1.05,0.13
26,0.0810,DESCENT,NONE,-0.0477,-0.0046,-0.0493,-0.1547,0.1353,-0.0563,1,8,0.0017,0.9719,-4.04,1,0.0066,0.0,0.0,0.25,0.28,-0.05,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.073,left_upper_arm,0.064,abdomen,9.07,left_thigh,0.220,abdomen,1.27,left_foot,0.1582,abdomen,1.14,0.14
27,0.0840,DESCENT,NONE,-0.0478,-0.0045,-0.0493,-0.1547,0.1353,-0.0513,1,8,0.0015,0.9717,-3.88,1,0.0066,0.0,0.0,0.25,0.27,-0.05,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.073,left_upper_arm,0.064,abdomen,9.13,left_thigh,0.218,abdomen,1.02,left_foot,0.1584,left_thigh,1.08,0.15
28,0.0870,DESCENT,NONE,-0.0478,-0.0045,-0.0493,-0.1547,0.1353,-0.0567,1,8,0.0018,0.9715,-3.71,1,0.0066,0.0,0.0,0.26,0.25,-0.05,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.073,right_upper_arm,0.063,abdomen,9.19,left_thigh,0.215,abdomen,1.27,left_foot,0.1594,left_thigh,1.10,0.15
29,0.0900,DESCENT,NONE,-0.0478,-0.0042,-0.0492,-0.1547,0.1353,-0.0515,1,8,0.0016,0.9713,-3.53,1,0.0066,0.0,0.0,0.26,0.24,-0.05,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.073,right_upper_arm,0.063,abdomen,9.23,left_thigh,0.213,abdomen,0.29,left_foot,0.1603,left_thigh,1.12,0.16
30,0.0930,DESCENT,NONE,-0.0479,-0.0040,-0.0492,-0.1547,0.1353,-0.0569,1,8,0.0019,0.9711,-3.35,1,0.0066,0.0,0.0,0.26,0.22,-0.05,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.073,left_upper_arm,0.062,abdomen,9.27,left_thigh,0.211,abdomen,2.00,left_foot,0.1611,left_thigh,1.16,0.16
31,0.0960,DESCENT,NONE,-0.0479,-0.0037,-0.0492,-0.1547,0.1353,-0.0503,1,8,0.0017,0.9709,-3.16,1,0.0066,0.0,0.0,0.26,0.21,-0.05,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.073,right_upper_arm,0.062,abdomen,9.30,left_thigh,0.208,abdomen,0.30,left_foot,0.1618,left_thigh,1.13,0.17
32,0.0990,DESCENT,NONE,-0.0479,-0.0037,-0.0492,-0.1547,0.1353,-0.0553,1,8,0.0020,0.9707,-2.97,1,0.0066,0.0,0.0,0.26,0.19,-0.06,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.072,right_upper_arm,0.061,abdomen,9.33,left_thigh,0.205,abdomen,2.00,left_foot,0.1624,left_thigh,1.14,0.17
33,0.1020,DESCENT,NONE,-0.0480,-0.0036,-0.0492,-0.1547,0.1353,-0.0486,1,8,0.0017,0.9705,-2.77,1,0.0066,0.0,0.0,0.26,0.18,-0.06,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.072,right_upper_arm,0.061,abdomen,9.36,left_thigh,0.203,abdomen,0.30,left_foot,0.1629,left_thigh,1.14,0.18
34,0.1050,DESCENT,NONE,-0.0480,-0.0037,-0.0492,-0.1547,0.1353,-0.0536,1,8,0.0018,0.9702,-2.57,1,0.0066,0.0,0.0,0.26,0.17,-0.06,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.072,left_upper_arm,0.060,abdomen,9.38,left_thigh,0.200,abdomen,1.40,left_foot,0.1633,left_thigh,1.17,0.18
35,0.1080,DESCENT,NONE,-0.0480,-0.0038,-0.0493,-0.1547,0.1353,-0.0502,1,8,0.0015,0.9699,-2.36,1,0.0066,0.0,0.0,0.26,0.16,-0.06,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.072,left_upper_arm,0.060,left_thigh,9.40,left_thigh,0.197,abdomen,0.89,left_foot,0.1637,left_thigh,1.15,0.19
36,0.1110,DESCENT,NONE,-0.0481,-0.0040,-0.0494,-0.1547,0.1353,-0.0557,1,8,0.0017,0.9697,-2.15,1,0.0066,0.0,0.0,0.26,0.15,-0.06,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.072,left_upper_arm,0.060,left_thigh,9.41,left_thigh,0.194,abdomen,1.40,left_foot,0.1640,left_thigh,1.16,0.20
37,0.1140,DESCENT,NONE,-0.0481,-0.0040,-0.0494,-0.1547,0.1353,-0.0506,1,8,0.0015,0.9693,-1.93,1,0.0066,0.0,0.0,0.26,0.15,-0.06,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.072,left_upper_arm,0.059,left_thigh,9.42,left_thigh,0.190,abdomen,0.90,left_foot,0.1642,left_thigh,1.16,0.20
38,0.1170,DESCENT,NONE,-0.0482,-0.0040,-0.0495,-0.1547,0.1353,-0.0562,1,8,0.0017,0.9690,-1.70,1,0.0066,0.0,0.0,0.26,0.14,-0.07,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.072,left_upper_arm,0.059,right_thigh,9.43,left_thigh,0.187,abdomen,1.40,left_foot,0.1644,left_thigh,1.17,0.20
39,0.1200,DESCENT,NONE,-0.0482,-0.0039,-0.0495,-0.1547,0.1353,-0.0511,1,8,0.0015,0.9687,-1.48,1,0.0066,0.0,0.0,0.26,0.14,-0.07,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.072,left_upper_arm,0.059,left_thigh,9.43,left_thigh,0.183,abdomen,0.90,left_foot,0.1645,left_thigh,1.17,0.21
40,0.1230,DESCENT,NONE,-0.0482,-0.0038,-0.0495,-0.1547,0.1353,-0.0566,1,8,0.0017,0.9683,-1.24,1,0.0066,0.0,0.0,0.25,0.13,-0.07,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.071,left_upper_arm,0.059,right_thigh,9.43,left_thigh,0.180,abdomen,1.41,left_foot,0.1646,left_thigh,1.18,0.21
41,0.1260,DESCENT,NONE,-0.0483,-0.0035,-0.0494,-0.1547,0.1353,-0.0514,1,8,0.0015,0.9679,-1.01,1,0.0066,0.0,0.0,0.25,0.13,-0.07,-0.0389,-0.0676,-0.0001,0.234,left_upper_arm,0.071,left_upper_arm,0.058,right_thigh,9.42,left_thigh,0.176,abdomen,0.90,left_foot,0.1646,left_thigh,1.18,0.22
42,0.1290,DESCENT,NONE,-0.0483,-0.0033,-0.0494,-0.1547,0.1353,-0.0569,1,8,0.0018,0.9676,-0.77,1,0.0066,0.0,0.0,0.25,0.13,-0.08,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.071,left_upper_arm,0.058,right_thigh,9.42,left_thigh,0.172,abdomen,1.41,left_foot,0.1645,left_thigh,1.21,0.22
43,0.1320,DESCENT,NONE,-0.0483,-0.0030,-0.0493,-0.1547,0.1353,-0.0516,1,8,0.0016,0.9672,-0.53,1,0.0066,0.0,0.0,0.24,0.12,-0.08,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.071,left_upper_arm,0.058,right_thigh,9.41,left_thigh,0.169,abdomen,0.55,left_foot,0.1644,left_thigh,1.19,0.22
44,0.1350,DESCENT,NONE,-0.0483,-0.0028,-0.0493,-0.1547,0.1353,-0.0571,1,8,0.0019,0.9668,-0.29,1,0.0066,0.0,0.0,0.24,0.12,-0.08,-0.0389,-0.0676,-0.0001,0.233,left_upper_arm,0.071,left_upper_arm,0.058,right_thigh,9.40,left_thigh,0.165,left_foot,1.76,left_foot,0.1642,left_thigh,1.19,0.23
45,0.1380,DESCENT,NONE,-0.0484,-0.0025,-0.0492,-0.1547,0.1353,-0.0504,1,8,0.0017,0.9664,-0.04,1,0.0066,0.0,0.0,0.24,0.12,-0.08,-0.0389,-0.0676,-0.0001,0.233,right_upper_arm,0.071,left_upper_arm,0.057,right_thigh,9.38,left_thigh,0.168,left_foot,0.55,left_foot,0.1640,left_thigh,1.19,0.23
46,0.1410,DESCENT,NONE,-0.0484,-0.0023,-0.0492,-0.1547,0.1353,-0.0557,1,8,0.0019,0.9660,0.21,1,0.0066,0.0,0.0,0.23,0.11,-0.09,-0.0389,-0.0676,-0.0001,0.233,right_upper_arm,0.071,left_upper_arm,0.058,right_thigh,9.37,left_thigh,0.171,left_foot,1.76,left_foot,0.1637,left_thigh,1.20,0.23
47,0.1440,DESCENT,NONE,-0.0484,-0.0021,-0.0491,-0.1547,0.1353,-0.0498,1,8,0.0017,0.9655,0.46,1,0.0066,0.0,0.0,0.23,0.11,-0.09,-0.0389,-0.0676,-0.0001,0.233,right_upper_arm,0.071,left_upper_arm,0.057,right_thigh,9.35,left_thigh,0.173,left_foot,0.55,left_foot,0.1635,left_thigh,1.19,0.24
48,0.1470,DESCENT,NONE,-0.0484,-0.0020,-0.0491,-0.1547,0.1353,-0.0551,1,8,0.0019,0.9651,0.72,1,0.0066,0.0,0.0,0.22,0.11,-0.09,-0.0388,-0.0676,-0.0001,0.234,right_upper_arm,0.070,left_upper_arm,0.057,right_thigh,9.33,left_thigh,0.176,left_foot,1.76,left_foot,0.1631,left_thigh,1.20,0.24
49,0.1500,DESCENT,NONE,-0.0484,-0.0019,-0.0491,-0.1547,0.1353,-0.0498,1,8,0.0016,0.9646,0.98,1,0.0065,0.0,0.0,0.22,0.11,-0.09,-0.0388,-0.0676,-0.0001,0.234,right_upper_arm,0.070,left_upper_arm,0.057,right_thigh,9.30,left_thigh,0.178,left_foot,0.54,left_foot,0.1628,left_thigh,1.19,0.24
50,0.1530,DESCENT,NONE,-0.0484,-0.0019,-0.0491,-0.1547,0.1353,-0.0553,1,8,0.0018,0.9641,1.24,1,0.0065,0.0,0.0,0.22,0.11,-0.09,-0.0388,-0.0676,-0.0001,0.234,right_upper_arm,0.070,left_upper_arm,0.057,right_thigh,9.28,left_thigh,0.181,left_foot,1.76,left_foot,0.1624,left_thigh,1.20,0.25
51,0.1560,DESCENT,NONE,-0.0485,-0.0017,-0.0490,-0.1547,0.1353,-0.0500,1,8,0.0016,0.9636,1.50,1,0.0065,0.0,0.0,0.21,0.11,-0.10,-0.0388,-0.0675,-0.0001,0.234,right_upper_arm,0.070,left_upper_arm,0.056,right_thigh,9.25,left_thigh,0.183,left_foot,0.54,left_foot,0.1620,left_thigh,1.19,0.25
52,0.1590,DESCENT,NONE,-0.0485,-0.0016,-0.0490,-0.1547,0.1353,-0.0556,1,8,0.0018,0.9630,1.77,1,0.0065,0.0,0.0,0.21,0.10,-0.10,-0.0388,-0.0675,-0.0001,0.234,right_upper_arm,0.070,left_upper_arm,0.056,right_thigh,9.23,left_thigh,0.186,left_foot,1.76,left_foot,0.1615,left_thigh,1.20,0.25
53,0.1620,DESCENT,NONE,-0.0485,-0.0014,-0.0490,-0.1547,0.1353,-0.0503,1,8,0.0016,0.9625,2.03,1,0.0065,0.0,0.0,0.20,0.10,-0.10,-0.0388,-0.0675,-0.0001,0.234,right_upper_arm,0.070,left_upper_arm,0.055,right_thigh,9.19,left_thigh,0.188,left_foot,0.24,left_foot,0.1610,left_thigh,1.20,0.25
54,0.1650,DESCENT,NONE,-0.0485,-0.0013,-0.0489,-0.1547,0.1353,-0.0560,1,8,0.0019,0.9619,2.31,1,0.0065,0.0,0.0,0.20,0.10,-0.10,-0.0388,-0.0675,-0.0001,0.234,right_upper_arm,0.070,left_upper_arm,0.055,right_thigh,9.16,left_thigh,0.191,left_foot,2.08,left_foot,0.1605,left_thigh,1.20,0.26
55,0.1680,DESCENT,NONE,-0.0485,-0.0010,-0.0488,-0.1547,0.1353,-0.0493,1,8,0.0017,0.9613,2.58,1,0.0065,0.0,0.0,0.19,0.10,-0.10,-0.0388,-0.0675,-0.0001,0.234,right_upper_arm,0.069,left_upper_arm,0.055,right_thigh,9.13,left_thigh,0.193,left_foot,0.23,left_foot,0.1600,left_thigh,1.20,0.26
56,0.1710,DESCENT,NONE,-0.0485,-0.0008,-0.0488,-0.1547,0.1353,-0.0547,1,8,0.0019,0.9608,2.85,1,0.0065,0.0,0.0,0.19,0.10,-0.10,-0.0388,-0.0675,-0.0001,0.234,right_upper_arm,0.069,left_upper_arm,0.055,right_thigh,9.10,left_thigh,0.196,left_foot,2.08,left_foot,0.1593,left_thigh,1.20,0.26
57,0.1740,DESCENT,NONE,-0.0485,-0.0006,-0.0487,-0.1547,0.1353,-0.0490,1,8,0.0017,0.9602,3.12,1,0.0065,0.0,0.0,0.18,0.10,-0.10,-0.0388,-0.0675,-0.0001,0.234,right_upper_arm,0.069,left_upper_arm,0.054,right_thigh,9.06,left_thigh,0.198,left_foot,0.23,left_foot,0.1587,left_thigh,1.20,0.26
58,0.1770,DESCENT,NONE,-0.0485,-0.0005,-0.0487,-0.1547,0.1353,-0.0545,1,8,0.0019,0.9596,3.40,1,0.0065,0.0,0.0,0.18,0.10,-0.10,-0.0388,-0.0675,-0.0002,0.234,right_upper_arm,0.069,left_upper_arm,0.054,right_thigh,9.02,left_thigh,0.201,left_foot,2.08,left_foot,0.1581,left_thigh,1.20,0.26
59,0.1800,DESCENT,NONE,-0.0485,-0.0003,-0.0486,-0.1547,0.1353,-0.0491,1,8,0.0017,0.9589,3.68,1,0.0065,0.0,0.0,0.17,0.10,-0.10,-0.0388,-0.0675,-0.0002,0.234,right_upper_arm,0.069,left_upper_arm,0.054,right_thigh,8.98,left_thigh,0.203,left_foot,0.00,NONE,0.1575,left_thigh,1.19,0.27
60,0.1830,DESCENT,NONE,-0.0485,-0.0002,-0.0486,-0.1547,0.1353,-0.0547,1,8,0.0020,0.9583,3.95,1,0.0065,0.0,0.0,0.17,0.10,-0.10,-0.0388,-0.0675,-0.0002,0.234,right_upper_arm,0.069,left_upper_arm,0.054,right_thigh,8.94,left_thigh,0.206,left_foot,2.38,left_foot,0.1568,left_thigh,1.20,0.27
61,0.1860,DESCENT,NONE,-0.0485,0.0000,-0.0485,-0.1547,0.1353,-0.0480,1,8,0.0017,0.9576,4.23,1,0.0065,0.0,0.0,0.17,0.10,-0.10,-0.0388,-0.0675,-0.0002,0.234,right_upper_arm,0.069,left_upper_arm,0.053,right_thigh,8.90,left_thigh,0.208,left_foot,0.00,NONE,0.1561,left_thigh,1.19,0.27
62,0.1890,DESCENT,NONE,-0.0485,0.0001,-0.0485,-0.1547,0.1353,-0.0534,1,8,0.0020,0.9569,4.52,1,0.0064,0.0,0.0,0.16,0.10,-0.10,-0.0388,-0.0675,-0.0002,0.234,right_upper_arm,0.069,left_upper_arm,0.053,right_thigh,8.86,left_thigh,0.210,left_foot,2.38,left_foot,0.1554,left_thigh,1.20,0.27
63,0.1920,DESCENT,NONE,-0.0485,0.0002,-0.0484,-0.1547,0.1353,-0.0477,1,8,0.0017,0.9562,4.80,1,0.0064,0.0,0.0,0.16,0.10,-0.10,-0.0388,-0.0675,-0.0002,0.234,right_upper_arm,0.068,left_upper_arm,0.052,right_thigh,8.82,left_thigh,0.213,left_foot,0.00,NONE,0.1546,left_thigh,1.19,0.27
64,0.1950,DESCENT,NONE,-0.0485,0.0003,-0.0484,-0.1547,0.1353,-0.0533,1,8,0.0019,0.9555,5.08,1,0.0064,0.0,0.0,0.15,0.10,-0.10,-0.0387,-0.0675,-0.0002,0.234,right_upper_arm,0.068,left_upper_arm,0.052,right_thigh,8.77,left_thigh,0.215,left_foot,2.38,left_foot,0.1539,left_thigh,1.20,0.28
65,0.1980,DESCENT,NONE,-0.0485,0.0004,-0.0483,-0.1547,0.1353,-0.0479,1,8,0.0017,0.9548,5.36,1,0.0064,0.0,0.0,0.15,0.10,-0.10,-0.0387,-0.0675,-0.0002,0.234,right_upper_arm,0.068,left_upper_arm,0.052,right_thigh,8.73,left_thigh,0.218,left_foot,0.00,NONE,0.1531,left_thigh,1.19,0.28
66,0.2010,DESCENT,NONE,-0.0485,0.0004,-0.0483,-0.1547,0.1353,-0.0535,1,8,0.0019,0.9540,5.65,1,0.0064,0.0,0.0,0.14,0.10,-0.10,-0.0387,-0.0675,-0.0002,0.235,right_upper_arm,0.068,left_upper_arm,0.051,right_thigh,8.68,left_thigh,0.220,left_foot,2.38,left_foot,0.1523,left_thigh,1.20,0.28
67,0.2040,DESCENT,NONE,-0.0485,0.0006,-0.0483,-0.1547,0.1353,-0.0482,1,8,0.0017,0.9533,5.93,1,0.0064,0.0,0.0,0.14,0.10,-0.10,-0.0387,-0.0675,-0.0002,0.234,right_upper_arm,0.068,left_upper_arm,0.051,left_thigh,8.63,left_thigh,0.223,right_foot,0.63,left_foot,0.1515,left_thigh,1.19,0.28
