case,step,time_s,bar_y,bar_z,bar_vy,bar_vz,pelvis_y,pelvis_z,pelvis_vy,pelvis_vz,thorax_y,thorax_z,trunk_pitch_deg,ke,saddle_sep,saddle_att,contacts,com_ap,cop_ap,abd_bias_deg,tho_bias_deg,abd_tgt_rate,tho_tgt_rate,abd_act_deg,tho_act_deg,abd_demand,tho_demand,ankle_bal_deg
R10,10,0.100,1.2574,-0.1455,-0.5853,-0.0499,0.9570,0.0897,-0.0707,0.2475,1.2841,-0.0079,-16.61,31.7,0.0517,1,8,-0.0673,-0.0326,3.21,3.23,0.0862,0.1292,-15.37,-13.17,0.1254,0.1105,0.00
R10,11,0.110,1.2516,-0.1461,-0.5919,-0.0547,0.9562,0.0924,-0.0688,0.2343,1.2805,-0.0095,-17.45,32.3,0.0517,1,8,-0.0675,-0.0320,3.15,3.19,0.0862,0.1292,-15.97,-13.55,0.1287,0.1132,0.00
R10,12,0.120,1.2458,-0.1468,-0.5824,-0.0522,0.9554,0.0951,-0.0775,0.2229,1.2767,-0.0113,-18.32,32.2,0.0517,1,8,-0.0678,-0.0313,3.08,3.15,0.0862,0.1292,-16.56,-13.93,0.1313,0.1158,0.00
R10,13,0.130,1.2401,-0.1474,-0.5826,-0.0519,0.9545,0.0975,-0.0748,0.2055,1.2729,-0.0131,-19.17,32.6,0.0516,1,8,-0.0681,-0.0308,3.02,3.11,0.0888,0.1332,-17.18,-14.31,0.1372,0.1195,0.00
R10,14,0.140,1.2344,-0.1480,-0.5809,-0.0526,0.9537,0.0999,-0.0746,0.1897,1.2691,-0.0150,-20.01,32.8,0.0517,1,8,-0.0684,-0.0308,2.95,3.07,0.0888,0.1332,-17.78,-14.66,0.1404,0.1208,0.00
R10,15,0.150,1.2287,-0.1487,-0.5753,-0.0546,0.9526,0.1019,-0.0773,0.1710,1.2654,-0.0168,-20.78,32.6,0.0518,1,8,-0.0688,-0.0304,2.89,3.03,0.0888,0.1332,-18.37,-15.01,0.1439,0.1235,0.00
R10,16,0.160,1.2232,-0.1494,-0.5547,-0.0625,0.9511,0.1042,-0.1393,0.1622,1.2617,-0.0190,-21.64,31.1,0.0519,1,8,-0.0692,-0.0300,2.82,2.99,0.0910,0.1365,-18.63,-15.47,0.1438,0.1255,0.00
R10,17,0.170,1.2180,-0.1503,-0.5289,-0.0740,0.9495,0.1066,-0.1390,0.1370,1.2580,-0.0214,-22.53,29.3,0.0521,1,8,-0.0697,-0.0300,2.75,2.96,0.0910,0.1365,-18.60,-15.85,0.1248,0.1182,0.00
R10,18,0.180,1.2131,-0.1514,-0.5013,-0.0856,0.9480,0.1089,-0.1362,0.1205,1.2543,-0.0238,-23.43,27.5,0.0523,1,8,-0.0702,-0.0311,2.69,2.92,0.0910,0.1365,-18.35,-16.17,0.1228,0.1154,0.00
R10,19,0.190,1.2085,-0.1525,-0.4736,-0.0973,0.9467,0.1111,-0.1330,0.1021,1.2506,-0.0262,-24.32,25.7,0.0524,1,8,-0.0707,-0.0310,2.62,2.88,0.0910,0.1365,-18.02,-16.51,0.1230,0.1165,-2.29
R10,20,0.200,1.2041,-0.1538,-0.4459,-0.1089,0.9453,0.1132,-0.1302,0.0793,1.2470,-0.0286,-25.19,24.0,0.0525,1,8,-0.0713,-0.0326,2.56,2.84,0.0927,0.1391,-17.63,-16.85,0.1233,0.1173,-4.58
R10,21,0.210,1.2000,-0.1552,-0.4187,-0.1207,0.9440,0.1151,-0.1332,0.0505,1.2434,-0.0311,-26.03,22.5,0.0525,1,8,-0.0720,-0.0329,2.49,2.80,0.0927,0.1391,-17.22,-17.16,0.1238,0.1177,-6.88
R10,22,0.220,1.1962,-0.1568,-0.3929,-0.1326,0.9426,0.1167,-0.1400,0.0211,1.2399,-0.0335,-26.81,21.2,0.0526,1,8,-0.0728,-0.0338,2.43,2.76,0.0927,0.1391,-16.77,-17.42,0.1241,0.1179,-9.17
R10,23,0.230,1.1926,-0.1584,-0.3679,-0.1449,0.9411,0.1180,-0.1474,-0.0099,1.2363,-0.0360,-27.56,20.0,0.0526,1,8,-0.0737,-0.0358,2.36,2.72,0.0941,0.1412,-16.32,-17.66,0.1245,0.1182,-6.88
R10,24,0.240,1.1892,-0.1602,-0.3434,-0.1572,0.9397,0.1191,-0.1501,-0.0390,1.2329,-0.0384,-28.25,19.0,0.0527,1,8,-0.0747,-0.0378,2.30,2.68,0.0941,0.1412,-15.85,-17.84,0.1250,0.1179,-4.58
R10,25,0.250,1.1861,-0.1622,-0.3180,-0.1700,0.9382,0.1199,-0.1460,-0.0673,1.2295,-0.0409,-28.89,18.1,0.0527,1,8,-0.0757,-0.0371,2.23,2.64,0.0941,0.1412,-15.38,-17.98,0.1257,0.1180,-2.29
R10,26,0.260,1.1833,-0.1642,-0.2913,-0.1830,0.9369,0.1204,-0.1313,-0.0914,1.2263,-0.0434,-29.51,17.2,0.0528,1,8,-0.0769,-0.0343,2.17,2.60,0.0951,0.1426,-14.92,-18.09,0.1265,0.1177,0.00
R10,27,0.270,1.1807,-0.1664,-0.2630,-0.1965,0.9357,0.1207,-0.1233,-0.1189,1.2233,-0.0459,-30.08,16.6,0.0528,1,8,-0.0782,-0.0267,2.10,2.56,0.0951,0.1426,-14.47,-18.18,0.1276,0.1177,0.00
R10,28,0.280,1.1785,-0.1687,-0.2338,-0.2102,0.9347,0.1207,-0.1079,-0.1459,1.2205,-0.0484,-30.62,16.1,0.0528,1,8,-0.0795,-0.0267,2.04,2.52,0.0951,0.1426,-14.02,-18.23,0.1283,0.1175,0.00
R10,29,0.290,1.1765,-0.1712,-0.2035,-0.2244,0.9337,0.1204,-0.0996,-0.1767,1.2178,-0.0510,-31.11,15.8,0.0528,1,8,-0.0810,-0.0191,1.97,2.48,0.0951,0.1426,-13.60,-18.25,0.1295,0.1176,0.00
R10,30,0.300,1.1749,-0.1738,-0.1733,-0.2393,0.9328,0.1198,-0.0969,-0.2096,1.2153,-0.0536,-31.55,15.8,0.0528,1,8,-0.0827,-0.0178,1.91,2.44,0.0956,0.1433,-13.20,-18.25,0.1303,0.1175,0.00
R10,31,0.310,1.1735,-0.1766,-0.1445,-0.2559,0.9319,0.1189,-0.0966,-0.2445,1.2129,-0.0563,-31.94,16.0,0.0527,1,8,-0.0844,-0.0164,1.84,2.40,0.0956,0.1433,-12.80,-18.22,0.1309,0.1176,0.00
R10,32,0.320,1.1724,-0.1796,-0.1153,-0.2715,0.9310,0.1175,-0.0995,-0.2792,1.2107,-0.0590,-32.26,16.5,0.0527,1,8,-0.0863,-0.0149,1.78,2.36,0.0956,0.1433,-12.45,-18.15,0.1318,0.1174,0.00
R10,33,0.330,1.1716,-0.1827,-0.0870,-0.2889,0.9300,0.1158,-0.1027,-0.3142,1.2085,-0.0617,-32.52,17.4,0.0527,1,8,-0.0883,-0.0134,1.71,2.32,0.0957,0.1435,-12.11,-18.05,0.1324,0.1170,0.00
R10,34,0.340,1.1711,-0.1860,-0.0597,-0.3068,0.9290,0.1137,-0.1062,-0.3488,1.2065,-0.0645,-32.71,18.6,0.0527,1,8,-0.0905,-0.0122,1.65,2.28,0.0957,0.1435,-11.75,-17.91,0.1328,0.1163,0.00
R10,35,0.350,1.1709,-0.1895,-0.0322,-0.3255,0.9280,0.1113,-0.1091,-0.3827,1.2046,-0.0673,-32.85,20.0,0.0527,1,8,-0.0929,-0.0115,1.58,2.24,0.0957,0.1435,-11.41,-17.73,0.1330,0.1163,0.00
R10,36,0.360,1.1709,-0.1931,-0.0056,-0.3434,0.9269,0.1085,-0.1105,-0.4151,1.2027,-0.0702,-32.95,21.7,0.0526,1,8,-0.0954,-0.0110,1.51,2.20,0.0954,0.1430,-11.08,-17.51,0.1334,0.1157,0.00
R10,37,0.370,1.1712,-0.1970,0.0208,-0.3627,0.9259,0.1055,-0.1100,-0.4457,1.2011,-0.0732,-32.98,23.6,0.0526,1,8,-0.0981,-0.0110,1.45,2.16,0.0954,0.1430,-10.74,-17.24,0.1337,0.1154,0.00
R10,38,0.380,1.1718,-0.2010,0.0466,-0.3800,0.9248,0.1020,-0.1096,-0.4755,1.1995,-0.0762,-32.97,25.8,0.0525,1,8,-0.1009,-0.0111,1.38,2.12,0.0954,0.1430,-10.40,-16.91,0.1338,0.1141,0.00
R10,39,0.390,1.1726,-0.2052,0.0713,-0.3983,0.9238,0.0983,-0.1079,-0.5045,1.1981,-0.0793,-32.91,28.2,0.0525,1,8,-0.1039,-0.0114,1.32,2.08,0.0954,0.1430,-10.06,-16.55,0.1338,0.1135,0.00
R10,40,0.400,1.1736,-0.2095,0.0947,-0.4162,0.9228,0.0942,-0.1052,-0.5339,1.1968,-0.0824,-32.81,30.8,0.0525,1,8,-0.1071,-0.0117,1.25,2.04,0.0946,0.1419,-9.72,-16.13,0.1337,0.1124,0.00
R10,41,0.410,1.1749,-0.2141,0.1180,-0.4340,0.9218,0.0898,-0.1014,-0.5636,1.1956,-0.0857,-32.66,33.7,0.0524,1,8,-0.1104,-0.0123,1.19,2.00,0.0946,0.1419,-9.38,-15.66,0.1338,0.1120,0.00
R10,42,0.420,1.1763,-0.2188,0.1395,-0.4509,0.9208,0.0850,-0.1013,-0.5945,1.1946,-0.0890,-32.45,36.7,0.0524,1,8,-0.1139,-0.0129,1.12,1.96,0.0946,0.1419,-9.03,-15.14,0.1339,0.1107,-2.29
R10,43,0.430,1.1780,-0.2236,0.1600,-0.4677,0.9198,0.0800,-0.1026,-0.6232,1.1936,-0.0925,-32.20,39.8,0.0523,1,8,-0.1176,-0.0165,1.06,1.92,0.0935,0.1402,-8.67,-14.59,0.1339,0.1106,-4.58
R10,44,0.440,1.1799,-0.2286,0.1780,-0.4812,0.9188,0.0745,-0.1108,-0.6555,1.1927,-0.0959,-31.90,43.0,0.0523,1,8,-0.1214,-0.0198,0.99,1.88,0.0935,0.1402,-8.31,-13.98,0.1339,0.1095,-6.88
R10,45,0.450,1.1819,-0.2337,0.1931,-0.4940,0.9177,0.0688,-0.1073,-0.6825,1.1918,-0.0995,-31.55,46.1,0.0522,1,8,-0.1254,-0.0338,0.93,1.84,0.0935,0.1402,-7.95,-13.34,0.1332,0.1084,-9.17
R10,46,0.460,1.1840,-0.2389,0.2061,-0.5043,0.9167,0.0628,-0.0929,-0.7074,1.1910,-0.1032,-31.18,49.1,0.0522,1,8,-0.1295,-0.0442,0.86,1.80,0.0919,0.1378,-7.58,-12.65,0.1324,0.1066,-11.46
R10,47,0.470,1.1863,-0.2442,0.2188,-0.5134,0.9159,0.0565,-0.0799,-0.7316,1.1903,-0.1069,-30.77,52.2,0.0521,1,8,-0.1338,-0.0509,0.80,1.76,0.0919,0.1378,-7.25,-11.93,0.1322,0.1060,-13.75
R10,48,0.480,1.1887,-0.2496,0.2304,-0.5198,0.9153,0.0499,-0.0664,-0.7562,1.1898,-0.1107,-30.33,55.1,0.0521,1,8,-0.1382,-0.0580,0.73,1.72,0.0919,0.1378,-6.91,-11.20,0.1318,0.1050,-15.00
R10,49,0.490,1.1912,-0.2550,0.2399,-0.5262,0.9148,0.0430,-0.0520,-0.7764,1.1893,-0.1147,-29.87,57.9,0.0520,1,8,-0.1427,-0.0652,0.67,1.68,0.0899,0.1349,-6.57,-10.48,0.1315,0.1049,-15.00
R10,50,0.500,1.1937,-0.2604,0.2471,-0.5302,0.9145,0.0359,-0.0366,-0.7958,1.1889,-0.1187,-29.39,60.7,0.0520,1,8,-0.1473,-0.0726,0.60,1.64,0.0899,0.1349,-6.24,-9.74,0.1310,0.1044,-15.00
R10,51,0.510,1.1963,-0.2659,0.2523,-0.5336,0.9142,0.0286,-0.0265,-0.8162,1.1887,-0.1228,-28.88,63.6,0.0519,1,8,-0.1520,-0.0787,0.54,1.60,0.0899,0.1349,-5.92,-9.00,0.1308,0.1045,-15.00
R10,52,0.520,1.1989,-0.2714,0.2552,-0.5360,0.9141,0.0210,-0.0223,-0.8410,1.1884,-0.1270,-28.35,66.4,0.0519,1,8,-0.1568,-0.0841,0.47,1.56,0.0899,0.1349,-5.62,-8.26,0.1307,0.1043,-15.00
R10,53,0.530,1.2015,-0.2768,0.2557,-0.5377,0.9139,0.0131,-0.0202,-0.8626,1.1881,-0.1313,-27.77,69.1,0.0518,1,8,-0.1616,-0.0914,0.40,1.53,0.0875,0.1313,-5.32,-7.51,0.1306,0.1047,-15.00
R10,54,0.540,1.2041,-0.2823,0.2448,-0.5423,0.9139,0.0050,-0.0109,-0.8816,1.1879,-0.1355,-27.15,71.3,0.0518,1,8,-0.1666,-0.0995,0.34,1.49,0.0875,0.1313,-5.02,-6.77,0.1304,0.1053,-15.00
R10,55,0.550,1.2066,-0.2879,0.2444,-0.5411,0.9139,-0.0033,-0.0118,-0.8965,1.1875,-0.1400,-26.54,73.6,0.0518,1,8,-0.1716,-0.1077,0.27,1.45,0.0875,0.1313,-4.72,-6.03,0.1300,0.1059,-15.00
R10,56,0.560,1.2090,-0.2934,0.2350,-0.5456,0.9139,-0.0116,0.0021,-0.8925,1.1872,-0.1445,-25.93,75.8,0.0518,1,8,-0.1767,-0.1170,0.21,1.41,0.0847,0.1270,-4.42,-5.31,0.1280,0.1051,-12.71
R10,57,0.570,1.2113,-0.2989,0.2275,-0.5437,0.9141,-0.0201,0.0070,-0.9129,1.1869,-0.1491,-25.30,78.0,0.0517,1,8,-0.1818,-0.1147,0.14,1.37,0.0847,0.1270,-4.11,-4.62,0.1302,0.1079,-11.97
R10,58,0.580,1.2135,-0.3044,0.2018,-0.5444,0.9143,-0.0289,0.0137,-0.9359,1.1867,-0.1536,-24.60,79.8,0.0517,1,8,-0.1870,-0.1139,0.08,1.33,0.0847,0.1270,-3.82,-3.93,0.1309,0.1083,-12.68
R10,59,0.590,1.2155,-0.3099,0.2033,-0.5459,0.9144,-0.0375,0.0039,-0.9294,1.1859,-0.1585,-24.01,82.4,0.0518,1,8,-0.1922,-0.1209,0.01,1.29,0.0815,0.1222,-3.56,-3.24,0.1282,0.1071,-10.39
R10,60,0.600,1.2174,-0.3154,0.1839,-0.5437,0.9146,-0.0464,0.0151,-0.9369,1.1854,-0.1634,-23.38,84.3,0.0516,1,8,-0.1975,-0.1190,-0.05,1.25,0.0815,0.1222,-3.23,-2.58,0.1274,0.1089,-8.10
R10,61,0.610,1.2191,-0.3209,0.1524,-0.5442,0.9150,-0.0552,0.0337,-0.9315,1.1849,-0.1683,-22.74,85.4,0.0518,1,8,-0.2029,-0.1170,-0.12,1.21,0.0815,0.1222,-2.92,-1.98,0.1278,0.1069,-9.84
R10,62,0.620,1.2203,-0.3265,0.1096,-0.5497,0.9157,-0.0639,0.0551,-0.9191,1.1844,-0.1732,-22.13,86.2,0.0518,1,8,-0.2082,-0.1181,-0.18,1.17,0.0815,0.1222,-2.59,-1.46,0.1263,0.1074,-8.89
R10,63,0.630,1.2214,-0.3320,0.1118,-0.5499,0.9160,-0.0722,0.0323,-0.8922,1.1832,-0.1784,-21.68,88.4,0.0519,1,8,-0.2136,-0.1170,-0.25,1.13,0.0778,0.1167,-2.22,-0.98,0.1249,0.1078,-9.93
R10,64,0.640,1.2224,-0.3375,0.0817,-0.5490,0.9164,-0.0809,0.0261,-0.9085,1.1822,-0.1837,-21.14,90.7,0.0518,1,8,-0.2191,-0.1184,-0.31,1.09,0.0778,0.1167,-1.84,-0.56,0.1258,0.1093,-8.68
R10,65,0.650,1.2228,-0.3431,0.0302,-0.5562,0.9167,-0.0894,0.0307,-0.9069,1.1812,-0.1888,-20.60,92.0,0.0518,1,8,-0.2246,-0.1186,-0.38,1.05,0.0778,0.1167,-1.51,-0.17,0.1272,0.1055,-8.48
R10,66,0.660,1.2231,-0.3487,0.0314,-0.5561,0.9168,-0.0978,0.0014,-0.8863,1.1795,-0.1944,-20.19,94.5,0.0519,1,8,-0.2301,-0.1174,-0.44,1.01,0.0737,0.1106,-1.18,0.18,0.1253,0.1078,-9.63
R10,67,0.670,1.2233,-0.3543,0.0006,-0.5569,0.9167,-0.1063,-0.0053,-0.8932,1.1778,-0.2000,-19.73,97.5,0.0518,1,8,-0.2356,-0.1189,-0.51,0.97,0.0737,0.1106,-0.84,0.54,0.1271,0.1101,-8.23
R10,68,0.680,1.2229,-0.3599,-0.0510,-0.5683,0.9168,-0.1147,-0.0031,-0.8844,1.1761,-0.2054,-19.28,99.9,0.0518,1,8,-0.2412,-0.1179,-0.57,0.93,0.0737,0.1106,-0.57,0.89,0.1284,0.1077,-9.23
R10,69,0.690,1.2224,-0.3657,-0.0500,-0.5685,0.9165,-0.1230,-0.0305,-0.8682,1.1738,-0.2114,-18.97,102.6,0.0518,1,8,-0.2469,-0.1242,-0.64,0.89,0.0692,0.1038,-0.27,1.26,0.1248,0.1104,-6.94
R10,70,0.700,1.2216,-0.3714,-0.0781,-0.5694,0.9162,-0.1313,-0.0404,-0.8711,1.1716,-0.2173,-18.61,106.3,0.0517,1,8,-0.2525,-0.1188,-0.70,0.85,0.0692,0.1038,0.00,1.60,0.1237,0.1152,-8.40
R10,71,0.710,1.2206,-0.3772,-0.1080,-0.5757,0.9157,-0.1396,-0.0478,-0.8618,1.1693,-0.2233,-18.27,109.7,0.0517,1,8,-0.2582,-0.1186,-0.77,0.81,0.0692,0.1038,0.21,1.93,0.1242,0.1147,-8.59
R10,72,0.720,1.2192,-0.3830,-0.1363,-0.5839,0.9151,-0.1477,-0.0571,-0.8498,1.1667,-0.2293,-17.97,113.3,0.0516,1,8,-0.2639,-0.1191,-0.84,0.77,0.0692,0.1038,0.38,2.25,0.1233,0.1164,-8.12
R10,73,0.730,1.2176,-0.3890,-0.1652,-0.5907,0.9144,-0.1558,-0.0706,-0.8438,1.1640,-0.2355,-17.70,117.2,0.0517,1,8,-0.2697,-0.1172,-0.90,0.73,0.0643,0.0964,0.55,2.58,0.1233,0.1169,-10.02
R10,74,0.740,1.2157,-0.3950,-0.1933,-0.5986,0.9135,-0.1639,-0.0826,-0.8375,1.1610,-0.2417,-17.45,121.5,0.0517,1,8,-0.2755,-0.1191,-0.97,0.69,0.0643,0.0964,0.68,2.89,0.1231,0.1178,-7.73
R10,75,0.750,1.2135,-0.4011,-0.2219,-0.6075,0.9125,-0.1720,-0.0980,-0.8327,1.1578,-0.2480,-17.22,126.1,0.0517,1,7,-0.2813,-0.1158,-1.03,0.65,0.0643,0.0964,0.81,3.20,0.1232,0.1189,-10.02
R10,76,0.760,1.2109,-0.4072,-0.2525,-0.6176,0.9114,-0.1799,-0.1070,-0.8195,1.1544,-0.2544,-17.04,130.8,0.0517,1,8,-0.2872,-0.1182,-1.10,0.61,0.0590,0.0885,0.91,3.53,0.1226,0.1200,-9.11
R10,77,0.770,1.2081,-0.4135,-0.2833,-0.6275,0.9102,-0.1878,-0.1219,-0.8139,1.1508,-0.2608,-16.88,135.9,0.0517,1,6,-0.2932,-0.1178,-1.16,0.57,0.0590,0.0885,0.99,3.84,0.1233,0.1196,-9.43
R10,78,0.780,1.2050,-0.4199,-0.3147,-0.6387,0.9088,-0.1956,-0.1317,-0.8020,1.1469,-0.2674,-16.77,141.1,0.0516,1,8,-0.2992,-0.1176,-1.23,0.53,0.0590,0.0885,1.15,4.11,0.1221,0.1204,-9.70
R10,79,0.790,1.2015,-0.4264,-0.3468,-0.6483,0.9074,-0.2033,-0.1442,-0.7921,1.1429,-0.2740,-16.72,146.6,0.0516,1,8,-0.3053,-0.1175,-1.29,0.49,0.0533,0.0798,1.28,4.36,0.1225,0.1204,-9.78
R10,80,0.800,1.1977,-0.4330,-0.3787,-0.6592,0.9058,-0.2109,-0.1626,-0.7856,1.1386,-0.2808,-16.71,152.7,0.0516,1,6,-0.3114,-0.1169,-1.36,0.45,0.0533,0.0798,1.38,4.59,0.1224,0.1210,-10.36
R10,81,0.810,1.1936,-0.4397,-0.4130,-0.6709,0.9040,-0.2185,-0.1767,-0.7813,1.1339,-0.2877,-16.74,159.1,0.0516,1,8,-0.3176,-0.1168,-1.42,0.41,0.0533,0.0798,1.46,4.81,0.1226,0.1214,-10.48
R10,82,0.820,1.1891,-0.4466,-0.4459,-0.6842,0.9020,-0.2260,-0.1931,-0.7656,1.1290,-0.2947,-16.84,166.6,0.0516,1,8,-0.3239,-0.1159,-1.49,0.37,0.0533,0.0798,1.54,5.03,0.1246,0.1207,-10.89
R10,83,0.830,1.1842,-0.4535,-0.4881,-0.6925,0.8999,-0.2335,-0.2036,-0.7632,1.1237,-0.3018,-16.97,173.9,0.0516,1,8,-0.3302,-0.1149,-1.55,0.34,0.0496,0.0744,1.61,5.22,0.1246,0.1215,-11.85
R10,84,0.840,1.1789,-0.4606,-0.5250,-0.7055,0.8979,-0.2411,-0.2168,-0.7604,1.1180,-0.3090,-17.14,181.5,0.0516,1,7,-0.3365,-0.1154,-1.60,0.30,0.0496,0.0744,1.75,5.42,0.1246,0.1187,-10.78
R10,85,0.850,1.1733,-0.4677,-0.5613,-0.7185,0.8955,-0.2487,-0.2289,-0.7614,1.1121,-0.3164,-17.34,189.9,0.0516,1,7,-0.3429,-0.1110,-1.66,0.27,0.0496,0.0744,1.92,5.61,0.1240,0.1171,-8.49
R10,86,0.860,1.1673,-0.4751,-0.5966,-0.7338,0.8930,-0.2563,-0.2407,-0.7642,1.1059,-0.3240,-17.62,198.8,0.0516,1,7,-0.3493,-0.1049,-1.72,0.23,0.0483,0.0725,2.16,5.81,0.1226,0.1161,-6.20
R10,87,0.870,1.1610,-0.4826,-0.6323,-0.7492,0.8903,-0.2640,-0.2571,-0.7712,1.0994,-0.3317,-17.93,208.1,0.0516,1,7,-0.3558,-0.0994,-1.78,0.20,0.0483,0.0725,2.44,6.07,0.1222,0.1144,-8.49
R10,88,0.880,1.1542,-0.4902,-0.6741,-0.7692,0.8876,-0.2718,-0.2637,-0.7797,1.0926,-0.3394,-18.27,218.1,0.0516,1,7,-0.3624,-0.0983,-1.83,0.17,0.0483,0.0725,2.74,6.37,0.1213,0.1124,-10.78
R10,89,0.890,1.1472,-0.4980,-0.7071,-0.7821,0.8846,-0.2798,-0.2860,-0.7975,1.0854,-0.3474,-18.61,228.6,0.0516,1,7,-0.3691,-0.0795,-1.89,0.13,0.0471,0.0706,2.97,6.72,0.1236,0.1073,-13.07
R10,90,0.900,1.1397,-0.5060,-0.7444,-0.7958,0.8814,-0.2879,-0.3137,-0.8118,1.0777,-0.3556,-19.02,239.7,0.0516,1,4,-0.3760,-0.0896,-1.95,0.10,0.0471,0.0706,3.25,7.06,0.1184,0.1042,-15.00
R10,91,0.910,1.1318,-0.5141,-0.7849,-0.8108,0.8779,-0.2963,-0.3364,-0.8312,1.0697,-0.3639,-19.43,251.5,0.0516,1,4,-0.3829,-0.0819,-2.00,0.06,0.0471,0.0706,3.52,7.40,0.1193,0.1045,-15.00
R10,92,0.920,1.1236,-0.5224,-0.8232,-0.8265,0.8742,-0.3048,-0.3603,-0.8498,1.0614,-0.3724,-19.87,263.7,0.0516,1,4,-0.3899,-0.0625,-2.06,0.03,0.0471,0.0706,3.78,7.75,0.1219,0.1034,-15.00
R10,93,0.930,1.1149,-0.5308,-0.8619,-0.8420,0.8702,-0.3135,-0.3885,-0.8691,1.0527,-0.3810,-20.31,276.6,0.0516,1,4,-0.3972,-0.0602,-2.12,0.00,0.0459,0.0688,4.02,8.09,0.1192,0.1045,-15.00
R10,94,0.940,1.1059,-0.5394,-0.9026,-0.8567,0.8659,-0.3226,-0.4161,-0.8884,1.0436,-0.3898,-20.73,290.4,0.0516,1,4,-0.4046,-0.0604,-2.17,-0.04,0.0459,0.0688,4.22,8.43,0.1176,0.1043,-15.00
R10,95,0.950,1.0964,-0.5481,-0.9428,-0.8728,0.8614,-0.3317,-0.4403,-0.9068,1.0341,-0.3989,-21.28,304.6,0.0516,1,4,-0.4123,-0.0563,-2.23,-0.07,0.0459,0.0688,4.54,8.76,0.1219,0.1026,-15.00
R10,96,0.960,1.0892,-0.5547,-0.7111,-0.6590,0.8571,-0.3410,-0.3976,-0.8961,1.0260,-0.4071,-21.38,260.2,0.0517,1,4,-0.4200,-0.0357,-2.29,-0.11,0.0447,0.0670,4.85,9.08,0.1190,0.1042,-15.00
R10,97,0.970,1.0894,-0.5598,0.0273,-0.5107,0.8550,-0.3499,-0.1894,-0.8663,1.0238,-0.4142,-20.84,199.8,0.0515,1,4,-0.4280,-0.0423,-2.34,-0.14,0.0447,0.0670,5.18,9.38,0.1149,0.0990,-15.00
R10,98,0.980,1.0910,-0.5646,0.1617,-0.4842,0.8547,-0.3584,-0.0301,-0.8193,1.0242,-0.4203,-20.08,193.9,0.0515,1,2,-0.4348,-0.0370,-2.40,-0.18,0.0447,0.0670,5.41,9.64,0.0924,0.0944,-15.00
R10,99,0.990,1.0927,-0.5692,0.1704,-0.4660,0.8554,-0.3664,0.0585,-0.7747,1.0252,-0.4260,-19.34,192.8,0.0515,1,4,-0.4406,-0.0377,-2.46,-0.21,0.0435,0.0652,5.41,9.83,0.0872,0.0953,-15.00
R10,100,1.000,1.0943,-0.5737,0.1545,-0.4516,0.8565,-0.3741,0.1005,-0.7418,1.0262,-0.4314,-18.69,191.0,0.0514,1,4,-0.4461,-0.0272,-2.51,-0.24,0.0435,0.0652,5.33,9.98,0.0872,0.0960,-15.00
R10,101,1.010,1.0956,-0.5779,0.1334,-0.4307,0.8579,-0.3814,0.1275,-0.7018,1.0268,-0.4367,-18.14,189.0,0.0517,1,2,-0.4514,0.0024,-2.57,-0.28,0.0435,0.0652,5.28,10.13,0.0798,0.0961,-15.00
R10,102,1.020,1.0967,-0.5820,0.1117,-0.4077,0.8598,-0.3881,0.1876,-0.6692,1.0273,-0.4419,-17.81,185.8,0.0518,1,4,-0.4565,0.1401,-2.63,-0.31,0.0435,0.0652,5.19,10.31,0.0632,0.0942,-15.00
R10,103,1.030,1.0976,-0.5859,0.0903,-0.3885,0.8623,-0.3944,0.2366,-0.6431,1.0276,-0.4469,-17.60,182.7,0.0517,1,4,-0.4616,-0.0033,-2.68,-0.35,0.0424,0.0635,5.32,10.54,0.0595,0.0886,-15.00
R10,104,1.040,1.0983,-0.5895,0.0695,-0.3715,0.8653,-0.4006,0.2862,-0.6202,1.0278,-0.4515,-17.41,179.8,0.0518,1,4,-0.4663,-0.0060,-2.74,-0.38,0.0424,0.0635,5.45,10.79,0.0588,0.0829,-15.00
R10,105,1.050,1.0988,-0.5931,0.0494,-0.3542,0.8689,-0.4064,0.3362,-0.5968,1.0280,-0.4558,-17.22,177.4,0.0518,1,4,-0.4709,-0.0055,-2.80,-0.42,0.0424,0.0635,5.60,11.04,0.0575,0.0813,-15.00
R10,106,1.060,1.0991,-0.5964,0.0299,-0.3367,0.8729,-0.4121,0.3824,-0.5740,1.0282,-0.4597,-17.04,175.7,0.0518,1,3,-0.4752,-0.0647,-2.85,-0.45,0.0413,0.0619,5.73,11.27,0.0564,0.0799,-15.00
R10,107,1.070,1.0992,-0.5995,0.0111,-0.3182,0.8773,-0.4175,0.4267,-0.5512,1.0284,-0.4633,-16.88,174.5,0.0518,1,3,-0.4794,-0.1255,-2.91,-0.48,0.0413,0.0619,5.86,11.47,0.0563,0.0791,-15.00
R10,108,1.080,1.0991,-0.6025,-0.0074,-0.3012,0.8821,-0.4226,0.4644,-0.5151,1.0284,-0.4668,-16.81,173.8,0.0518,1,0,-0.4834,-0.4834,-2.97,-0.52,0.0413,0.0619,5.96,11.64,0.0570,0.0798,-12.71
R10,109,1.090,1.0989,-0.6054,-0.0257,-0.2849,0.8873,-0.4273,0.4941,-0.4758,1.0284,-0.4701,-16.87,173.9,0.0518,1,0,-0.4871,-0.4871,-3.02,-0.55,0.0402,0.0603,6.07,11.76,0.0587,0.0799,-10.42
