tick,sq,state,failure_reason,com_ap,com_vel_ap,capture_ap,sup_ap_min,sup_ap_max,cop_ap,has_cop,contacts,slip_mps,pelvis_y,trunk_pitch_deg,sad_attached,sad_sep_m,sad_force_n,sad_torque_nm,sad_dev_x_deg,sad_dev_y_deg,sad_dev_z_deg,bar_d_ap_m,bar_d_up_m,bar_d_lat_m,max_demand,max_demand_joint,max_torque_ratio,max_torque_joint,chain_demand,chain_demand_joint,chain_track_err_deg,chain_track_joint,chain_limit_prox,chain_limit_joint,chain_cmd_offset_deg,chain_cmd_joint,posture_err_rad,posture_worst_joint,max_omega,max_speed
10,0.0330,DESCENT,NONE,-0.0292,0.0040,-0.0279,-0.1547,0.1353,-0.0236,1,8,0.0010,0.9797,2.26,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.288,left_upper_arm,0.083,right_upper_arm,0.055,left_thigh,5.89,right_foot,0.174,left_shank,5.64,left_foot,0.0771,left_shank,0.10,0.02
11,0.0360,DESCENT,NONE,-0.0292,0.0036,-0.0280,-0.1547,0.1353,-0.0289,1,8,0.0006,0.9796,2.30,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.289,left_upper_arm,0.083,right_upper_arm,0.055,left_thigh,6.84,right_foot,0.155,left_shank,7.93,left_foot,0.0825,left_shank,0.13,0.02
12,0.0390,DESCENT,NONE,-0.0292,0.0034,-0.0281,-0.1547,0.1353,-0.0243,1,8,0.0009,0.9796,2.34,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.290,left_upper_arm,0.083,right_upper_arm,0.055,left_thigh,5.74,right_foot,0.132,left_shank,5.64,left_foot,0.0872,left_shank,0.16,0.03
13,0.0420,DESCENT,NONE,-0.0291,0.0031,-0.0281,-0.1547,0.1353,-0.0298,1,8,0.0005,0.9795,2.40,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.290,left_upper_arm,0.083,right_upper_arm,0.055,left_thigh,6.70,right_foot,0.103,left_shank,7.93,left_foot,0.0915,left_shank,0.18,0.04
14,0.0450,DESCENT,NONE,-0.0291,0.0030,-0.0281,-0.1547,0.1353,-0.0251,1,8,0.0008,0.9794,2.46,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.291,left_upper_arm,0.083,right_upper_arm,0.056,left_thigh,5.68,left_shank,0.072,left_shank,5.64,left_foot,0.0954,left_shank,0.20,0.04
15,0.0480,DESCENT,NONE,-0.0291,0.0027,-0.0282,-0.1547,0.1353,-0.0300,1,8,0.0009,0.9794,2.52,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.291,left_upper_arm,0.083,right_upper_arm,0.056,left_thigh,5.86,left_shank,0.047,abdomen,6.68,left_foot,0.0991,left_shank,0.23,0.05
16,0.0510,DESCENT,NONE,-0.0291,0.0025,-0.0282,-0.1547,0.1353,-0.0314,1,8,0.0007,0.9793,2.60,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.292,left_upper_arm,0.083,right_upper_arm,0.056,left_thigh,6.03,left_shank,0.046,abdomen,6.86,left_foot,0.1023,left_shank,0.24,0.06
17,0.0540,DESCENT,NONE,-0.0290,0.0025,-0.0282,-0.1547,0.1353,-0.0307,1,8,0.0010,0.9792,2.68,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.292,left_upper_arm,0.083,right_upper_arm,0.057,left_thigh,6.18,left_shank,0.046,abdomen,6.00,left_foot,0.1052,left_shank,0.26,0.07
18,0.0570,DESCENT,NONE,-0.0290,0.0025,-0.0282,-0.1547,0.1353,-0.0354,1,8,0.0004,0.9791,2.76,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.293,left_upper_arm,0.083,right_upper_arm,0.057,left_thigh,6.32,left_shank,0.046,abdomen,7.95,left_foot,0.1079,left_shank,0.28,0.07
19,0.0600,DESCENT,NONE,-0.0290,0.0027,-0.0281,-0.1547,0.1353,-0.0292,1,8,0.0007,0.9790,2.86,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.293,left_upper_arm,0.083,right_upper_arm,0.056,left_thigh,6.44,left_shank,0.045,abdomen,5.66,left_foot,0.1102,left_shank,0.30,0.08
20,0.0630,DESCENT,NONE,-0.0289,0.0027,-0.0281,-0.1547,0.1353,-0.0340,1,8,0.0006,0.9789,2.96,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.293,left_upper_arm,0.083,right_upper_arm,0.057,left_thigh,6.55,left_shank,0.044,abdomen,6.39,left_foot,0.1125,left_shank,0.31,0.09
21,0.0660,DESCENT,NONE,-0.0289,0.0028,-0.0280,-0.1547,0.1353,-0.0332,1,8,0.0009,0.9788,3.06,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.083,right_upper_arm,0.057,left_thigh,6.66,left_shank,0.043,abdomen,5.66,left_foot,0.1144,left_shank,0.33,0.10
22,0.0690,DESCENT,NONE,-0.0289,0.0028,-0.0280,-0.1547,0.1353,-0.0371,1,8,0.0004,0.9787,3.18,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.083,right_upper_arm,0.057,left_thigh,6.74,left_shank,0.042,abdomen,6.78,left_foot,0.1162,left_shank,0.34,0.10
23,0.0720,DESCENT,NONE,-0.0289,0.0030,-0.0279,-0.1547,0.1353,-0.0314,1,8,0.0006,0.9785,3.30,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.083,right_upper_arm,0.057,left_thigh,6.82,left_shank,0.041,abdomen,6.10,left_foot,0.1176,left_shank,0.35,0.11
24,0.0750,DESCENT,NONE,-0.0288,0.0031,-0.0278,-0.1547,0.1353,-0.0346,1,8,0.0005,0.9784,3.43,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.083,right_upper_arm,0.057,left_thigh,6.90,left_shank,0.040,abdomen,7.20,left_foot,0.1191,left_shank,0.36,0.12
25,0.0780,DESCENT,NONE,-0.0288,0.0032,-0.0278,-0.1547,0.1353,-0.0287,1,8,0.0007,0.9783,3.56,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,6.97,left_shank,0.039,abdomen,5.42,left_foot,0.1204,left_shank,0.39,0.13
26,0.0810,DESCENT,NONE,-0.0288,0.0029,-0.0278,-0.1547,0.1353,-0.0332,1,8,0.0005,0.9781,3.70,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,7.03,left_shank,0.038,abdomen,7.58,left_foot,0.1217,left_shank,0.41,0.13
27,0.0840,DESCENT,NONE,-0.0287,0.0027,-0.0279,-0.1547,0.1353,-0.0263,1,8,0.0007,0.9780,3.85,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,7.09,left_shank,0.037,right_foot,5.29,left_foot,0.1226,left_shank,0.43,0.14
28,0.0870,DESCENT,NONE,-0.0287,0.0022,-0.0280,-0.1547,0.1353,-0.0308,1,8,0.0008,0.9778,4.00,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,7.14,left_shank,0.040,right_foot,6.51,left_foot,0.1237,left_shank,0.45,0.15
29,0.0900,DESCENT,NONE,-0.0287,0.0017,-0.0282,-0.1547,0.1353,-0.0304,1,8,0.0005,0.9776,4.16,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,7.18,left_shank,0.042,right_foot,7.38,left_foot,0.1246,left_shank,0.47,0.15
30,0.0930,DESCENT,NONE,-0.0287,0.0013,-0.0283,-0.1547,0.1353,-0.0260,1,8,0.0009,0.9774,4.32,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,7.22,left_shank,0.045,right_foot,5.08,left_foot,0.1253,left_shank,0.49,0.16
31,0.0960,DESCENT,NONE,-0.0287,0.0008,-0.0284,-0.1547,0.1353,-0.0311,1,8,0.0006,0.9772,4.49,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,7.25,left_shank,0.047,right_foot,7.32,left_foot,0.1261,left_shank,0.50,0.16
32,0.0990,DESCENT,NONE,-0.0287,0.0004,-0.0286,-0.1547,0.1353,-0.0264,1,8,0.0010,0.9770,4.67,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,7.29,left_shank,0.050,right_foot,5.02,left_foot,0.1266,left_shank,0.52,0.17
33,0.1020,DESCENT,NONE,-0.0287,0.0000,-0.0287,-0.1547,0.1353,-0.0316,1,8,0.0006,0.9767,4.85,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.082,right_upper_arm,0.057,left_thigh,7.31,left_shank,0.053,right_foot,7.32,left_foot,0.1272,left_shank,0.53,0.17
34,0.1050,DESCENT,NONE,-0.0287,-0.0003,-0.0288,-0.1547,0.1353,-0.0268,1,8,0.0009,0.9764,5.03,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.081,right_upper_arm,0.057,left_thigh,7.34,left_shank,0.055,right_foot,5.02,left_foot,0.1276,left_shank,0.55,0.18
35,0.1080,DESCENT,NONE,-0.0287,-0.0006,-0.0289,-0.1547,0.1353,-0.0319,1,8,0.0006,0.9762,5.22,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.081,right_upper_arm,0.057,left_thigh,7.35,left_shank,0.058,right_foot,7.32,left_foot,0.1280,left_shank,0.56,0.18
36,0.1110,DESCENT,NONE,-0.0287,-0.0008,-0.0290,-0.1547,0.1353,-0.0269,1,8,0.0009,0.9759,5.41,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.081,right_upper_arm,0.057,left_thigh,7.37,left_shank,0.061,right_foot,5.02,left_foot,0.1283,left_shank,0.58,0.19
37,0.1140,DESCENT,NONE,-0.0287,-0.0011,-0.0291,-0.1547,0.1353,-0.0320,1,8,0.0006,0.9756,5.61,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.295,left_upper_arm,0.081,right_upper_arm,0.057,left_thigh,7.38,left_shank,0.064,right_foot,7.32,left_foot,0.1286,left_shank,0.59,0.19
38,0.1170,DESCENT,NONE,-0.0287,-0.0012,-0.0291,-0.1547,0.1353,-0.0269,1,8,0.0009,0.9753,5.80,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.081,right_upper_arm,0.057,left_thigh,7.39,left_shank,0.066,right_foot,5.02,left_foot,0.1288,left_shank,0.60,0.20
39,0.1200,DESCENT,NONE,-0.0287,-0.0014,-0.0292,-0.1547,0.1353,-0.0319,1,8,0.0006,0.9750,6.01,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.081,right_upper_arm,0.057,left_thigh,7.39,left_shank,0.069,right_foot,7.32,left_foot,0.1290,left_shank,0.61,0.20
40,0.1230,DESCENT,NONE,-0.0288,-0.0015,-0.0293,-0.1547,0.1353,-0.0268,1,8,0.0009,0.9746,6.21,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.081,right_upper_arm,0.056,left_thigh,7.40,left_shank,0.072,right_foot,5.02,left_foot,0.1290,left_shank,0.62,0.20
41,0.1260,DESCENT,NONE,-0.0288,-0.0017,-0.0294,-0.1547,0.1353,-0.0319,1,8,0.0006,0.9743,6.42,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.081,right_upper_arm,0.056,left_thigh,7.39,left_shank,0.075,right_foot,7.32,left_foot,0.1291,left_shank,0.62,0.21
42,0.1290,DESCENT,NONE,-0.0288,-0.0019,-0.0294,-0.1547,0.1353,-0.0268,1,8,0.0009,0.9739,6.63,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.080,right_upper_arm,0.056,left_thigh,7.39,left_shank,0.077,right_foot,5.02,left_foot,0.1290,left_shank,0.63,0.21
43,0.1320,DESCENT,NONE,-0.0288,-0.0020,-0.0295,-0.1547,0.1353,-0.0319,1,8,0.0006,0.9736,6.84,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.080,right_upper_arm,0.056,left_thigh,7.39,left_shank,0.080,right_foot,7.32,left_foot,0.1291,left_shank,0.64,0.21
44,0.1350,DESCENT,NONE,-0.0288,-0.0021,-0.0295,-0.1547,0.1353,-0.0268,1,8,0.0009,0.9731,7.05,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.294,left_upper_arm,0.080,right_upper_arm,0.056,left_thigh,7.38,left_shank,0.083,right_foot,5.02,left_foot,0.1289,left_shank,0.65,0.22
45,0.1380,DESCENT,NONE,-0.0289,-0.0023,-0.0296,-0.1547,0.1353,-0.0319,1,8,0.0007,0.9727,7.27,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.293,left_upper_arm,0.080,right_upper_arm,0.056,left_thigh,7.37,left_shank,0.086,right_foot,7.19,left_foot,0.1288,left_shank,0.65,0.22
46,0.1410,DESCENT,NONE,-0.0289,-0.0023,-0.0297,-0.1547,0.1353,-0.0275,1,8,0.0010,0.9723,7.48,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.293,left_upper_arm,0.080,right_upper_arm,0.056,left_thigh,7.36,left_shank,0.089,right_foot,4.90,left_foot,0.1286,left_shank,0.66,0.22
47,0.1440,DESCENT,NONE,-0.0289,-0.0024,-0.0297,-0.1547,0.1353,-0.0328,1,8,0.0006,0.9719,7.70,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.293,right_upper_arm,0.080,right_upper_arm,0.056,left_thigh,7.34,left_shank,0.092,right_foot,7.19,left_foot,0.1284,left_shank,0.66,0.22
48,0.1470,DESCENT,NONE,-0.0289,-0.0023,-0.0297,-0.1547,0.1353,-0.0277,1,8,0.0009,0.9714,7.92,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.293,left_upper_arm,0.080,right_upper_arm,0.055,left_thigh,7.33,left_shank,0.095,right_foot,4.90,left_foot,0.1281,left_shank,0.67,0.23
49,0.1500,DESCENT,NONE,-0.0290,-0.0023,-0.0297,-0.1547,0.1353,-0.0330,1,8,0.0006,0.9709,8.14,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.293,right_upper_arm,0.080,right_upper_arm,0.055,left_thigh,7.30,left_shank,0.098,right_foot,7.19,left_foot,0.1279,left_shank,0.67,0.23
50,0.1530,DESCENT,NONE,-0.0290,-0.0022,-0.0297,-0.1547,0.1353,-0.0279,1,8,0.0009,0.9704,8.36,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.292,left_upper_arm,0.079,right_upper_arm,0.055,left_thigh,7.29,left_shank,0.101,right_foot,4.90,left_foot,0.1275,left_shank,0.67,0.23
51,0.1560,DESCENT,NONE,-0.0290,-0.0022,-0.0297,-0.1547,0.1353,-0.0330,1,8,0.0006,0.9699,8.59,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.292,right_upper_arm,0.079,right_upper_arm,0.055,left_thigh,7.26,left_shank,0.104,right_foot,7.19,left_foot,0.1272,left_shank,0.67,0.23
52,0.1590,DESCENT,NONE,-0.0290,-0.0021,-0.0297,-0.1547,0.1353,-0.0278,1,8,0.0009,0.9694,8.81,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.292,left_upper_arm,0.079,right_upper_arm,0.055,left_thigh,7.24,left_shank,0.106,right_foot,4.90,left_foot,0.1267,left_shank,0.68,0.23
53,0.1620,DESCENT,NONE,-0.0291,-0.0020,-0.0297,-0.1547,0.1353,-0.0329,1,8,0.0007,0.9689,9.04,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.292,right_upper_arm,0.079,right_upper_arm,0.055,left_thigh,7.21,left_shank,0.110,right_foot,7.19,left_foot,0.1263,left_shank,0.68,0.23
54,0.1650,DESCENT,NONE,-0.0291,-0.0019,-0.0297,-0.1547,0.1353,-0.0277,1,8,0.0010,0.9683,9.26,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.291,left_upper_arm,0.079,right_upper_arm,0.054,left_thigh,7.18,left_shank,0.112,right_foot,4.90,left_foot,0.1258,left_shank,0.68,0.24
55,0.1680,DESCENT,NONE,-0.0291,-0.0019,-0.0297,-0.1547,0.1353,-0.0328,1,8,0.0007,0.9678,9.49,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.291,right_upper_arm,0.079,right_upper_arm,0.054,left_thigh,7.15,left_shank,0.115,right_foot,7.19,left_foot,0.1254,left_shank,0.68,0.24
56,0.1710,DESCENT,NONE,-0.0291,-0.0018,-0.0297,-0.1547,0.1353,-0.0276,1,8,0.0010,0.9672,9.71,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.291,left_upper_arm,0.079,right_upper_arm,0.054,left_thigh,7.13,left_thigh,0.118,right_foot,4.90,left_foot,0.1248,left_shank,0.69,0.24
57,0.1740,DESCENT,NONE,-0.0291,-0.0018,-0.0297,-0.1547,0.1353,-0.0328,1,8,0.0007,0.9666,9.94,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.291,right_upper_arm,0.079,right_upper_arm,0.054,left_thigh,7.12,left_thigh,0.121,right_foot,7.19,left_foot,0.1245,left_thigh,0.69,0.24
58,0.1770,DESCENT,NONE,-0.0292,-0.0017,-0.0297,-0.1547,0.1353,-0.0275,1,8,0.0010,0.9660,10.17,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.290,left_upper_arm,0.078,right_upper_arm,0.054,left_thigh,7.10,left_thigh,0.124,right_foot,4.90,left_foot,0.1242,left_thigh,0.69,0.24
59,0.1800,DESCENT,NONE,-0.0292,-0.0016,-0.0297,-0.1547,0.1353,-0.0327,1,8,0.0007,0.9653,10.40,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.290,right_upper_arm,0.078,right_upper_arm,0.054,left_thigh,7.09,left_thigh,0.128,right_foot,7.19,left_foot,0.1239,left_thigh,0.69,0.25
60,0.1830,DESCENT,NONE,-0.0292,-0.0015,-0.0297,-0.1547,0.1353,-0.0275,1,8,0.0010,0.9647,10.63,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.290,left_upper_arm,0.078,right_upper_arm,0.053,left_thigh,7.07,left_thigh,0.130,right_foot,4.90,left_foot,0.1237,left_thigh,0.69,0.25
61,0.1860,DESCENT,NONE,-0.0292,-0.0015,-0.0297,-0.1547,0.1353,-0.0327,1,8,0.0007,0.9640,10.86,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.290,right_upper_arm,0.078,left_upper_arm,0.053,left_thigh,7.05,left_thigh,0.134,right_foot,7.19,left_foot,0.1234,left_thigh,0.69,0.25
62,0.1890,DESCENT,NONE,-0.0292,-0.0014,-0.0297,-0.1547,0.1353,-0.0274,1,8,0.0010,0.9633,11.08,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.289,left_upper_arm,0.078,left_upper_arm,0.053,left_thigh,7.03,left_thigh,0.137,right_foot,4.90,left_foot,0.1230,left_thigh,0.69,0.25
63,0.1920,DESCENT,NONE,-0.0292,-0.0014,-0.0297,-0.1547,0.1353,-0.0326,1,8,0.0007,0.9627,11.31,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.289,right_upper_arm,0.078,left_upper_arm,0.053,left_thigh,7.01,left_thigh,0.140,right_foot,7.19,left_foot,0.1227,left_thigh,0.69,0.25
64,0.1950,DESCENT,NONE,-0.0292,-0.0013,-0.0297,-0.1547,0.1353,-0.0274,1,8,0.0010,0.9619,11.54,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.289,left_upper_arm,0.078,left_upper_arm,0.052,left_thigh,6.99,left_thigh,0.143,right_foot,4.90,right_foot,0.1224,left_thigh,0.69,0.25
65,0.1980,DESCENT,NONE,-0.0293,-0.0012,-0.0297,-0.1547,0.1353,-0.0325,1,8,0.0007,0.9612,11.77,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.289,right_upper_arm,0.078,left_upper_arm,0.052,left_thigh,6.97,left_thigh,0.146,right_foot,7.19,left_foot,0.1220,left_thigh,0.69,0.25
66,0.2010,DESCENT,NONE,-0.0293,-0.0011,-0.0296,-0.1547,0.1353,-0.0273,1,8,0.0011,0.9605,12.00,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.288,left_upper_arm,0.078,left_upper_arm,0.052,left_thigh,6.94,left_thigh,0.149,right_foot,4.90,left_foot,0.1216,left_thigh,0.69,0.26
67,0.2040,DESCENT,NONE,-0.0293,-0.0011,-0.0296,-0.1547,0.1353,-0.0325,1,8,0.0008,0.9597,12.23,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.288,right_upper_arm,0.077,left_upper_arm,0.052,left_thigh,6.92,left_thigh,0.152,right_foot,7.19,left_foot,0.1212,left_thigh,0.69,0.26
68,0.2070,DESCENT,NONE,-0.0293,-0.0010,-0.0296,-0.1547,0.1353,-0.0272,1,8,0.0010,0.9590,12.46,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.288,right_upper_arm,0.077,left_upper_arm,0.051,left_thigh,6.90,left_thigh,0.155,right_foot,4.90,left_foot,0.1208,left_thigh,0.68,0.26
69,0.2100,DESCENT,NONE,-0.0293,-0.0010,-0.0296,-0.1547,0.1353,-0.0324,1,8,0.0008,0.9582,12.69,0,0.0000,0.0,0.0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.288,right_upper_arm,0.077,left_upper_arm,0.051,left_thigh,6.87,left_thigh,0.158,right_foot,7.19,left_foot,0.1204,left_thigh,0.69,0.26
